city,cluster_type,role,section_header,policy_statement,parent_statement,parent_row_type,verbatim_text,extraction_rationale,canonical_mechanism,mechanism_description,secondary_categories,is_financial_instrument,primary_category,climate_relevance
Austin_Texas_United_States,parent_with_subs,sub,SUSTAINABLE BUILDINGS — Goal: Reduce refrigerant leakage emissions 25%,"Reduce the volume/use of refrigerants, particularly high-GWP refrigerants, by expanding and prioritizing codes and incentives favoring passive design, reduction, and efficiency.",Reduce community-wide greenhouse gas emissions from refrigerant leakage by 25% by 2030.,standalone parent policy,"## Strategy 5: Reduce the volume of refrigerants

Emphasize the link between design and refrigerant use by reducing and preventing the use of refrigerants... particularly those with high GWP.

How we'll get there:

- Ensure codes and incentives that favor passive design, reduction, and efficiency are expanded and prioritized.",Concrete policy direction to use codes/incentives to reduce refrigerant use.,refrigerant_management → fugitive_emissions_reduction,"Expanding and prioritizing codes and incentives that favor passive design and efficiency reduces the use of high-GWP refrigerants, lowering refrigerant-related climate pollution.",,no,Mitigation,direct
Austin_Texas_United_States,parent_with_subs,parent,SUSTAINABLE BUILDINGS — Embodied Carbon,Reduce the embodied carbon footprint of building materials used in local construction by 40% from a 2020 baseline by 2030 (with project embodied carbon not exceeding 500 kg CO2e/m2).,,standalone parent policy,"By 2030, reduce the embodied carbon footprint of building materials used in local construction by 40% from a 2020 baseline*.

*The embodied carbon associated with the construction and materials must not exceed 500 kg CO2e/m2 (~100 lbs. CO2e/sf) per project.",Quantified target plus specific performance threshold; followed by multiple strategies.,embodied_carbon_reduction → construction_emissions_reduction,"The policy sets a limit and reduction target for embodied carbon in construction materials so new projects use lower-carbon materials, reducing construction-related greenhouse gas emissions.",,no,Mitigation,direct
Austin_Texas_United_States,parent_with_subs,sub,SUSTAINABLE BUILDINGS — Goal: Reduce embodied carbon 40%,"Develop City of Austin design and construction specifications and purchasing agreements to deliver healthy, low-carbon buildings, prioritizing community facilities serving low-income communities and communities of color first.",Reduce the embodied carbon footprint of building materials used in local construction by 40% from a 2020 baseline by 2030 (with project embodied carbon not exceeding 500 kg CO2e/m2).,standalone parent policy,"## Strategy 1: Lead by example through design and construction standards

In partnership with other cities and states, develop City of Austin design and construction specifications and purchasing agreements to result in healthy, low-carbon buildings.",Specific government procurement/standards action (lead by example).,building_energy_code → energy_use_reduction,"The city develops design and construction specifications and purchasing agreements so that new public projects deliver healthier, low-carbon buildings, reducing building energy use and associated emissions.",,no,Mitigation,direct
Austin_Texas_United_States,parent_with_subs,sub,SUSTAINABLE BUILDINGS — Goal: Reduce embodied carbon 40%,"Integrate lower-carbon building materials and deconstruction practices into City incentive programs (e.g., expedited permitting and Austin Energy Green Building) and transition voluntary guidance into planning/development agreements over time.",Reduce the embodied carbon footprint of building materials used in local construction by 40% from a 2020 baseline by 2030 (with project embodied carbon not exceeding 500 kg CO2e/m2).,standalone parent policy,"## Strategy 2: Incentivize lower-carbon materials

Enhance and integrate lower-carbon building materials and deconstruction practices into City incentive programs, like the expedited permitting process and Austin Energy's Green Building program, to transition voluntary design guidance into planning and development agreements over time.",Clear incentive/program modification commitment.,embodied_carbon_reduction → construction_emissions_reduction,"The city expands incentive programs to encourage lower-carbon building materials and deconstruction practices, reducing emissions associated with producing and disposing of construction materials.",,no,Mitigation,direct
Austin_Texas_United_States,parent_with_subs,sub,SUSTAINABLE BUILDINGS — Goal: Reduce embodied carbon 40%,"Create a performance framework and educational programming on low-carbon materials best practices for industry professionals and the public, focusing on low-income communities and communities of color.",Reduce the embodied carbon footprint of building materials used in local construction by 40% from a 2020 baseline by 2030 (with project embodied carbon not exceeding 500 kg CO2e/m2).,standalone parent policy,"## Strategy 3: Educate stakeholders on materials best practices

Create a performance framework and educational programming for industry professionals and the general public, focusing on low-income communities and communities of color, to reduce the lifecycle and negative health impacts of building materials and construction practices.",Specific education/programming intervention tied to embodied carbon and health impacts.,embodied_carbon_reduction → construction_emissions_reduction,"Create a performance framework and educational programming to help industry professionals and the public adopt lower-impact building materials and construction practices, reducing lifecycle emissions and associated health impacts.",,no,Mitigation,indirect
Austin_Texas_United_States,parent_with_subs,sub,SUSTAINABLE BUILDINGS — Goal: Reduce embodied carbon 40%,"Prioritize partnerships within local materials markets to decarbonize high-impact building materials (e.g., glass, steel, aluminum, concrete, drywall, insulation, carpet).",Reduce the embodied carbon footprint of building materials used in local construction by 40% from a 2020 baseline by 2030 (with project embodied carbon not exceeding 500 kg CO2e/m2).,standalone parent policy,"## Strategy 4: Stimulate decarbonization with local producers installation

Prioritize partnerships within local materials markets to decarbonize high-impact materials, specifically glass, steel, aluminum, concrete, drywall, insulation, and carpet.",Specific intervention focusing on decarbonizing named material categories via partnerships.,embodied_carbon_reduction → construction_emissions_reduction,"The strategy prioritizes partnerships with local materials markets to decarbonize high-impact building materials, lowering embodied emissions from producing and installing construction products.",,no,Mitigation,direct
Austin_Texas_United_States,parent_with_subs,parent,SUSTAINABLE BUILDINGS — Water,"Equitably achieve a community-wide water demand of approximately 152,000 acre-feet per year by 2030 by implementing strategies in the Water Forward Plan.",,standalone parent policy,"By 2030, equitably achieve a community-wide water demand of approximately 152,000 acre-feet per year by implementing strategies in the Water Forward Plan.",Quantified water-demand target with timeframe and implementation basis; followed by strategies.,water_efficiency_standards → per_capita_water_reduction,The city plans to implement Water Forward Plan strategies to reduce community-wide water demand.,,no,Resource Efficiency,indirect
Austin_Texas_United_States,parent_with_subs,sub,"SUSTAINABLE BUILDINGS — Goal: Water demand ~152,000 acre-feet/year","Enhance community engagement and partnerships to advance Water Forward equity strategies (e.g., My ATX Water, incentives, ordinances) and implement targeted outreach to improve participation.","Equitably achieve a community-wide water demand of approximately 152,000 acre-feet per year by 2030 by implementing strategies in the Water Forward Plan.",standalone parent policy,"## Strategy 1: Engage residents in water efficiency technological transitions, and conservation programs

Enhance community engagement strategies and create partnerships with community organizations to advance equity through Water Forward strategies, including My ATX Water (Advanced Metering Infrastructure), incentives, and ordinances.",Specific engagement and partnership actions to implement water conservation strategies with equity focus.,community_outreach_for_water_conservation → per_capita_water_reduction,"Enhance community engagement, partnerships, and targeted outreach to increase participation in water efficiency technologies and conservation programs, leading to lower per-capita water use.",,no,Resource Efficiency,indirect
Austin_Texas_United_States,parent_with_subs,sub,"SUSTAINABLE BUILDINGS — Goal: Water demand ~152,000 acre-feet/year",Evaluate water conservation and customer assistance program criteria to remove structural barriers and expand enrollment in the Customer Assistance Program and other low-income-serving programs.,"Equitably achieve a community-wide water demand of approximately 152,000 acre-feet per year by 2030 by implementing strategies in the Water Forward Plan.",standalone parent policy,"## Strategy 2: Evaluate water conservation, customer assistance, and workforce development program participation criteria

Evaluate program criteria to identify opportunities to address structural barriers that prevent program participation... explore strategies to expand enrollment in the Customer Assistance Program and increase participation in other programs serving low-income customers.",Concrete program evaluation and expansion commitment for equity in water assistance and conservation.,water_conservation_program_access_expansion → per_capita_water_reduction,"The policy evaluates participation criteria and addresses structural barriers to expand enrollment in water conservation and customer assistance programs, increasing uptake of water-saving actions and reducing per-capita water use.",,no,Resource Efficiency,indirect
Austin_Texas_United_States,parent_with_subs,sub,"SUSTAINABLE BUILDINGS — Goal: Water demand ~152,000 acre-feet/year","Assess and pursue water conservation and energy management optimization at the water-energy nexus, including evaluating Austin Water facility energy use and developing methods to quantify emissions reductions from water-demand reduction.","Equitably achieve a community-wide water demand of approximately 152,000 acre-feet per year by 2030 by implementing strategies in the Water Forward Plan.",standalone parent policy,"## Strategy 3: Reduce emissions at the water-energy nexus

Assess how water demand reduction is associated with energy consumption in residential and commercial buildings and Austin Water facilities. Identify and pursue synergistic water conservation and energy management optimization efforts through programs and partnerships.",Specific assessment and optimization actions linking water conservation to emissions reductions.,water_conservation_programs → energy_use_and_emissions_reduction,"The strategy assesses the relationship between reduced water demand and energy consumption in buildings and water facilities, then pursues water conservation and energy management optimization through programs and partnerships to reduce emissions.",,no,Mitigation,direct
Austin_Texas_United_States,parent_with_subs,parent,TRANSPORTATION AND LAND USE,Locate 80% of new non-residential development within the city's Imagine Austin activity centers and corridors by 2030.,,standalone parent policy,"By 2030, 80% of new non-residential development is located within the city's Imagine Austin activity centers and corridors.",Quantified land-use development siting target with deadline; followed by multiple strategies.,transit_oriented_development → transport_emissions_and_land_use_reduction,"It sets a target to concentrate new non-residential development in activity centers and corridors, supporting compact growth that reduces car travel and related emissions.",,no,Mitigation,direct
Austin_Texas_United_States,parent_with_subs,sub,TRANSPORTATION AND LAND USE — Goal: 80% non-residential development in centers/corridors,"Adopt Complete Communities plans to reverse historical and racist impacts, address displacement, and preserve neighborhoods in communities of color.",Locate 80% of new non-residential development within the city's Imagine Austin activity centers and corridors by 2030.,standalone parent policy,"## Strategy 1: Plan for complete communities

Adopt Complete Communities plans that reverse historical and racist impacts on areas experiencing displacement and preserve neighborhoods in communities of color.",Specific planning instrument commitment (adopt plans) tied to equity and land use.,complete_communities_planning → equitable_resilience_and_anti_displacement,"Adopt Complete Communities plans to help address displacement pressures, preserve neighborhoods in communities of color, and support more equitable community resilience outcomes.",,no,Adaptation,indirect
Austin_Texas_United_States,parent_with_subs,sub,TRANSPORTATION AND LAND USE — Goal: 80% non-residential development in centers/corridors,Work with medium and large employers to locate places of business in growth centers and along corridors.,Locate 80% of new non-residential development within the city's Imagine Austin activity centers and corridors by 2030.,standalone parent policy,"## Strategy 2: Work with employers on location and amenities

Work with medium and large employers to locate their places of business in growth centers and along corridors.",Explicit intervention to influence employer location decisions toward target areas.,transit_oriented_development → transport_emissions_and_land_use_reduction,"The strategy works with employers to concentrate job locations in growth centers and corridors, supporting shorter trips and greater use of transit and other lower-carbon travel options, which reduces transportation emissions.",,no,Mitigation,direct
Austin_Texas_United_States,parent_with_subs,sub,TRANSPORTATION AND LAND USE — Goal: 80% non-residential development in centers/corridors,"Create community mobility hubs, including park-and-ride facilities, adjacent to transit stops with first/last-mile options.",Locate 80% of new non-residential development within the city's Imagine Austin activity centers and corridors by 2030.,standalone parent policy,"## Strategy 3 : Create mobility hubs

Create community mobility hubs, including park-and-ride facilities, adjacent to transit stops to offer a complete trip experience. These hubs should offer various first- and last-mile mobility options.",Concrete infrastructure/program concept to improve multimodal access.,modal_shift_to_sustainable_transport → transport_emissions_reduction,"Creating mobility hubs with park-and-ride and first/last-mile options next to transit stops improves transit access and multimodal connectivity, supporting shifts away from single-occupancy driving and reducing transport emissions.",,no,Mitigation,direct
Austin_Texas_United_States,parent_with_subs,sub,TRANSPORTATION AND LAND USE — Goal: 80% non-residential development in centers/corridors,"Phase out free employee parking at City facilities and other large employers within 1/2 mile of the transit priority network, replacing it with cash-out, carpool/vanpool, transit passes, telework, or other commuter benefits.",Locate 80% of new non-residential development within the city's Imagine Austin activity centers and corridors by 2030.,standalone parent policy,"## Strategy 4: Phase out free parking

Phase out the practice of providing free parking spaces to employees at City of Austin facilities and other large employers located within 1/2 mile of the Austin Strategic Mobility Plan's transit priority network. Instead, offer a parking cash-out, carpool and vanpool options, flex schedules, transit passes, support for teleworking, or other commuter benefits programs.",Specific policy change with defined scope and alternative measures.,commuter_parking_pricing_and_benefits → modal_shift_to_sustainable_transport_and_vmt_reduction,"Phasing out free employee parking and offering cash-out, transit passes, carpool/vanpool options, telework support, and other commuter benefits shifts commute behavior away from driving alone, reducing vehicle travel and transportation emissions.",,no,Mitigation,direct
Austin_Texas_United_States,parent_with_subs,parent,TRANSPORTATION AND LAND USE,"Preserve and produce 135,000 housing units (including 60,000 affordable units) by 2027, with 75% of new housing located within 1/2 mile of Imagine Austin activity centers and corridors.",,standalone parent policy,"By 2027, preserve and produce 135,000 housing units, including 60,000 affordable housing units*, with 75% of new housing located within ½ mile of Imagine Austin activity centers and corridors.",Quantified housing production/preservation target with timeframe and location share; followed by strategies.,transit_oriented_development → transport_emissions_and_land_use_reduction,"The policy plans to preserve and add housing with most new units located near activity centers and corridors, supporting more compact, transit-supportive development that reduces driving and associated emissions.",,no,Mitigation,indirect
Austin_Texas_United_States,parent_with_subs,sub,"TRANSPORTATION AND LAND USE — Goal: 135,000 housing units by 2027",Engage communities vulnerable to displacement for immediate affordable housing assistance and proactively monitor at-risk affordable properties to extend affordability.,"Preserve and produce 135,000 housing units (including 60,000 affordable units) by 2027, with 75% of new housing located within 1/2 mile of Imagine Austin activity centers and corridors.",standalone parent policy,"## Strategy 1: Offer immediate affordable housing assistance

Engage directly with communities that are vulnerable to displacement and connect them with services. Proactively monitor affordable housing properties at risk of losing their affordability status to extend the period of affordability.",Direct programmatic commitment for anti-displacement and affordability preservation.,affordable_housing_preservation_support → displacement_risk_reduction,"The strategy engages communities vulnerable to displacement, connects them with affordable housing services, and monitors at-risk affordable properties to extend affordability and reduce displacement risk.",,no,Adaptation,indirect
Austin_Texas_United_States,parent_with_subs,parent,TRANSPORTATION AND LAND USE,"Ensure 50% of trips in Austin are made by public transit, biking, walking, carpooling, or avoided by working from home by 2030.",,standalone parent policy,"By 2030, 50% of trips in Austin are made using public transit, biking, walking, carpooling, or avoided altogether by working from home*.",Quantified mode-shift target with deadline; followed by multiple strategies.,modal_shift_to_sustainable_transport → transport_emissions_reduction,"It sets a target to increase trips by transit, biking, walking, carpooling, and telework-related trip avoidance, reducing driving and transportation emissions.",,no,Mitigation,direct
Austin_Texas_United_States,parent_with_subs,sub,TRANSPORTATION AND LAND USE — Goal: 50% mode shift by 2030,Work with the Austin Transit Partnership to implement Project Connect and expand and improve public transportation services.,"Ensure 50% of trips in Austin are made by public transit, biking, walking, carpooling, or avoided by working from home by 2030.",standalone parent policy,"## Strategy 1: Expand and improve public transportation

Work with the Austin Transit Partnership to implement Project Connect and expand and improve public transportation services.",Specific implementation commitment to deliver transit improvements through Project Connect.,transit_service_expansion → transport_emissions_reduction,"Implementing Project Connect expands and improves public transportation services, supporting shifts from private car travel to transit and reducing transport emissions.",,no,Mitigation,direct
Austin_Texas_United_States,parent_with_subs,sub,TRANSPORTATION AND LAND USE — Goal: 50% mode shift by 2030,"Create comprehensive, user-friendly resources connecting community members with free transportation options and expand free transit options to increase access for low-income communities, communities of color, and people with disabilities.","Ensure 50% of trips in Austin are made by public transit, biking, walking, carpooling, or avoided by working from home by 2030.",standalone parent policy,"## Strategy 2: Promote free transportation options

Create comprehensive, user-friendly resources connecting community members with free transportation options.

How we'll get there:

- Expand free transit options, including through Capital Metro, to provide increased transportation access for low-income communities, communities of color, and people with disabilities.",Concrete access policy (resources + expanding free transit).,transit_service_expansion → transport_emissions_reduction,"The strategy expands free transit options and provides user-friendly information about them to increase access and use of public transportation, supporting lower transportation emissions.",,no,Mitigation,indirect
Austin_Texas_United_States,parent_with_subs,sub,TRANSPORTATION AND LAND USE — Goal: 50% mode shift by 2030,Engage impacted communities to improve transit stops/stations and enforce ADA and accessibility guidelines around transit and public spaces.,"Ensure 50% of trips in Austin are made by public transit, biking, walking, carpooling, or avoided by working from home by 2030.",standalone parent policy,"## Strategy 3: Enhance transit stations and stops

Partner with Capital Metro, developers, and community organizers to engage low-income communities, communities of color, and people with disabilities to improve transit stops, stations, and access to these facilities.

How we'll get there:

- Enforce the Americans with Disabilities Act (ADA) and Public Rights-of-Way Accessibility Guidelines regulations...","Specific implementation and enforcement commitments for equitable, accessible transit facilities.",transit_stop_accessibility_upgrade → transport_emissions_reduction,"It improves transit stops and stations and enforces ADA/accessibility guidelines to make transit easier to use, supporting higher transit use and reducing transportation emissions.",,no,Mitigation,indirect
Austin_Texas_United_States,parent_with_subs,sub,TRANSPORTATION AND LAND USE — Goal: 50% mode shift by 2030,"Implement 2020 Proposition B bonds for transportation infrastructure (sidewalks, bikeways, trails, safety, safe routes to school, substandard streets) in low-income communities and communities of color through meaningful engagement.","Ensure 50% of trips in Austin are made by public transit, biking, walking, carpooling, or avoided by working from home by 2030.",standalone parent policy,"## Strategy 4: Prioritize bicycle networks

Implement the 2020 Proposition B voter-approved general obligation bonds for transportation infrastructure... in low-income communities and communities of color through a meaningful community engagement process.",Concrete infrastructure investment implementation tied to a named funding mechanism (Proposition B).,modal_shift_to_sustainable_transport → transport_emissions_reduction,"Implementing transportation infrastructure like sidewalks, bikeways, trails, and safe routes to school supports shifts toward walking and biking, which can reduce car travel and transportation greenhouse gas emissions.",,yes,Mitigation,direct
Austin_Texas_United_States,parent_with_subs,sub,TRANSPORTATION AND LAND USE — Goal: 50% mode shift by 2030,Provide access to free or reduced-price bicycles and bicycle training for communities of color and train police officers on bicycle laws and racial profiling to improve safety and comfort for riders of color.,"Ensure 50% of trips in Austin are made by public transit, biking, walking, carpooling, or avoided by working from home by 2030.",standalone parent policy,"## Strategy 5: Enhance bicycle education and training

Provide access to free or reduced-priced bicycles and basic bicycle training for communities of color and train police officers on bicycle laws and racial profiling to improve the comfort and safety of people of color riding bicycles.",Specific program/training interventions with equity and safety focus.,active_transport_access_and_training → modal_shift_to_cycling,"Providing free or reduced-price bicycles, basic bicycle training, and police training on bicycle laws and racial profiling increases rider comfort and safety, supporting more cycling in place of higher-emitting trips.",,no,Mitigation,indirect
Austin_Texas_United_States,parent_with_subs,sub,TRANSPORTATION AND LAND USE — Goal: 50% mode shift by 2030,"Update the City's Sidewalk Plan and Urban Trails Plan emphasizing equity and meaningful community engagement, and build priority segments while addressing ADA barriers and gaps.","Ensure 50% of trips in Austin are made by public transit, biking, walking, carpooling, or avoided by working from home by 2030.",standalone parent policy,"## Strategy 6: Improve sidewalks, urban trails, and crossings

Update the City's Sidewalk Plan and Urban Trails Plan, emphasizing equity and meaningful community engagement.

How we'll get there:

- Build all high- and very-high-priority sidewalk and trail segments and address ADA barriers and gaps...",Concrete planning update and build-out commitments with accessibility requirements.,active_transportation_infrastructure_expansion → modal_shift_to_walking_and_cycling_emissions_reduction,"The city plans to update its sidewalk and urban trails plans and build priority sidewalk/trail segments while addressing ADA barriers and gaps, improving active transportation access and enabling more walking and biking in place of car trips to reduce transport emissions.",,no,Mitigation,direct
Austin_Texas_United_States,parent_with_subs,sub,TRANSPORTATION AND LAND USE — Goal: 50% mode shift by 2030,"Actively promote remote work, telework, and flexible commute policies, including a City telework policy encouraging at least 85% of eligible City employees to participate and supporting a goal of 15% residents working from home by 2039.","Ensure 50% of trips in Austin are made by public transit, biking, walking, carpooling, or avoided by working from home by 2030.",standalone parent policy,"## Strategy 7: Promote remote and flexible work policies

Actively promote remote work, telework, and flexible commute policies to maintain and encourage further reductions in single-occupancy vehicle trips.

How we'll get there:

- ...all new City of Austin telework and remote work policies contribute towards the goal of achieving 15% Austin residents working from home by 2039. This should include a strategy to implement a City of Austin telework policy encouraging no less than 85% of eligible City of Austin employees to participate in telework.",Specific policy approach with quantifiable participation targets/timeframe.,telework_and_flexible_commute_policies → transport_emissions_reduction,"The city promotes remote work, telework, and flexible commute policies to reduce single-occupancy vehicle commute trips, which lowers transportation emissions.",,no,Mitigation,direct
Austin_Texas_United_States,parent_with_subs,parent,TRANSPORTATION ELECTRIFICATION,"Electrify 40% of total vehicle miles traveled (VMT) in Austin by 2030 and ensure EV ownership is culturally, geographically, and economically diverse (about 460,000 EVs).",,standalone parent policy,"By 2030, 40% of total vehicle miles traveled in Austin are electrified, and electric vehicle ownership is culturally, geographically, and economically diverse. This translates to approximately 460,000 electric vehicles on the road.",Quantified electrification target with timeframe and scale estimate; followed by strategies.,fleet_electrification → transport_emissions_reduction,"The city sets a target to electrify a substantial share of vehicle travel and broaden electric vehicle ownership, reducing transportation emissions by shifting miles from combustion vehicles to EVs.",,no,Mitigation,direct
Austin_Texas_United_States,parent_with_subs,sub,TRANSPORTATION ELECTRIFICATION — Goal: 40% VMT electrified by 2030,"Complete an Electric Vehicle Community Needs Assessment to inform an EV adoption growth plan, using community partners and hiring residents from the communities served.","Electrify 40% of total vehicle miles traveled (VMT) in Austin by 2030 and ensure EV ownership is culturally, geographically, and economically diverse (about 460,000 EVs).",standalone parent policy,"## Strategy 1: Conduct an EV Community Needs Assessment

Complete an Electric Vehicle Community Needs Assessment... The assessment will inform an EV adoption growth plan...",Specific planning/assessment commitment tied to equity and EV adoption.,ev_community_needs_assessment → ev_adoption_enabling,Completing an EV community needs assessment helps identify barriers and priorities so an EV adoption growth plan can better enable increased EV uptake.,,no,Mitigation,indirect
