policy_id,row_key,source_bundle_key,role,parent_statement,parent_row_type,policy_statement,primary_category,secondary_categories,typology_code,trace_path,atom_id,parent_row_id,is_atomized_row,is_decomposed,source_bundle_policy_statement,validation_inherited_from_bundle,rescue_disposition,rescue_confidence,primary_gate_rescued,primary_category_original,primary_category_rescue_corrected,dropped_by_climate_rescue
013,New_York_United_States::3002f551c3cd3c4d7faae723,New_York_United_States::3002f551c3cd3c4d7faae723,sub,B8. Invest in Workforce Development (buildings sector) (strategy framework).,structural header,"Encourage building decarbonization curricula and career services in State-funded and private education, including P-12, technical schools, apprenticeships, and university programs.",Mitigation,,,policy_traces/013_Encourage_building_decarbonization_curricula_and_career_serv.json,,,False,False,,,,,,,,
014,New_York_United_States::a7c9dafbf172ff1193bc5908,New_York_United_States::a7c9dafbf172ff1193bc5908,sub,B8. Invest in Workforce Development (buildings sector) (strategy framework).,structural header,"Prioritize Disadvantaged Communities and low-income residents for training and job placement via community-to-employment pipelines, wrap-around services, and labor standards mechanisms (pre-apprenticeships, apprenticeships, CBAs, OJT funding); increase MWBE/SDVOB/cooperative participation via funding and certification assistance.",Mitigation,,,policy_traces/014_Prioritize_Disadvantaged_Communities_and_low_income_resident.json,,,False,False,,,keep,0.77,True,,,False
016,New_York_United_States::51de7421e88770507d79afe0,New_York_United_States::51de7421e88770507d79afe0,sub,B11. Reduce Embodied Carbon from Building Construction (strategy framework).,structural header,Require Environmental Product Declarations for structural materials (where available) and require embodied carbon modeling/tools and standardized methodologies/database adoption via GreenNY Council.,Mitigation,,,policy_traces/016_Require_Environmental_Product_Declarations_for_structural_ma.json,,,False,False,,,,,,,,
017,New_York_United_States::e8850f4fc105c3a3bab4a1da,New_York_United_States::e8850f4fc105c3a3bab4a1da,sub,B11. Reduce Embodied Carbon from Building Construction (strategy framework).,structural header,Set embodied carbon reduction targets for projects below the established mean embodied carbon budget after establishing baselines.,Mitigation,,,policy_traces/017_Set_embodied_carbon_reduction_targets_for_projects_below_the.json,,,False,False,,,,,,,,
018,New_York_United_States::243669e0c0abe51d2dcea47b,New_York_United_States::243669e0c0abe51d2dcea47b,sub,B11. Reduce Embodied Carbon from Building Construction (strategy framework).,structural header,Require embodied carbon budgets be submitted with permits for commercial/institutional new construction: immediately for State entities and no later than 2025 for local government entities; provide funding for training/resources for designers and permitting entities.,Mitigation,,,policy_traces/018_Require_embodied_carbon_budgets_be_submitted_with_permits_fo.json,,,False,False,,,,,,,,
020,New_York_United_States::9ab8bc1daff4a8df146d6ed5,New_York_United_States::9ab8bc1daff4a8df146d6ed5,sub,B12. Advance a Managed and Just Transition from Reliance on Hydrofluorocarbon Use (strategy framework).,standalone parent policy,"Promulgate regulations for proper disposal of HFCs in existing equipment and support those regulations with training on handling, maintenance, and disposal protocols.",Mitigation,,,policy_traces/020_Promulgate_regulations_for_proper_disposal_of_HFCs_in_existi.json,,,False,False,,,,,,,,
021,New_York_United_States::dc8aa2ff18568ebf4228ba2d,New_York_United_States::dc8aa2ff18568ebf4228ba2d,sub,B12. Advance a Managed and Just Transition from Reliance on Hydrofluorocarbon Use (strategy framework).,standalone parent policy,"Update relevant codes (including mechanical code) to allow low-GWP alternatives and promulgate DEC regulations requiring refrigerant reclamation/destruction at end-of-life with verification/reporting and leak detection for certain commercial refrigeration; provide economic support for transition (e.g., incentives for equipment or compensation for reclamation).",Mitigation,,,policy_traces/021_Update_relevant_codes_including_mechanical_code_to_allow_low.json,,,False,False,,,,,,,,
022,New_York_United_States::b9e9cd3536a390e805efa605,New_York_United_States::b9e9cd3536a390e805efa605,sub,B12. Advance a Managed and Just Transition from Reliance on Hydrofluorocarbon Use (strategy framework).,standalone parent policy,"Develop incentives (utility rebates and grant programs) to support adoption of natural refrigerants in food stores, prioritizing substantial funding for equipment installation in Disadvantaged Communities and for independent/small chains.",Mitigation,,,policy_traces/022_Develop_incentives_utility_rebates_and_grant_programs_to_sup.json,,,False,False,,,,,,,,
023,New_York_United_States::87aa37cd4c72741de343bf36,New_York_United_States::87aa37cd4c72741de343bf36,sub,B12. Advance a Managed and Just Transition from Reliance on Hydrofluorocarbon Use (strategy framework).,standalone parent policy,Expand 6 NYCRR Part 494 by establishing a GWP threshold that decreases over time and addressing leakage in existing equipment; align state policy with anticipated EPA measures and other U.S. Climate Alliance states.,Mitigation,,,policy_traces/023_Expand_6_NYCRR_Part_494_by_establishing_a_GWP_threshold_that.json,,,False,False,,,,,,,,
025,New_York_United_States::06c2edd4d60d2b126a6190ce,New_York_United_States::06c2edd4d60d2b126a6190ce,sub,E1. Retirement and/or Repurposing of Fossil Fuel Fired Facilities (strategy framework).,structural header,"Determine potential GHG and co-pollutant reductions from fossil fuel generation by 2030 and set interim emissions reduction targets/timeline, with stakeholder input and biennial evaluation every two years starting in 2024.",Mitigation,,,policy_traces/025_Determine_potential_GHG_and_co_pollutant_reductions_from_fos.json,,,False,False,,,,,,,,
026,New_York_United_States::d30e8374a2e6d6281a85f76b,New_York_United_States::d30e8374a2e6d6281a85f76b,sub,E1. Retirement and/or Repurposing of Fossil Fuel Fired Facilities (strategy framework).,structural header,"Assess and promulgate emissions regulations/options to reduce emissions from fossil fuel-fired generating units to the maximum extent practicable while maintaining reliability, with three-year effectiveness evaluations.",Mitigation,,,policy_traces/026_Assess_and_promulgate_emissions_regulationsoptions_to_reduce.json,,,False,False,,,,,,,,
027,New_York_United_States::e2e51e13b2bfada9d1b946de,New_York_United_States::e2e51e13b2bfada9d1b946de,sub,E1. Retirement and/or Repurposing of Fossil Fuel Fired Facilities (strategy framework).,structural header,Conduct biannual PSC reviews starting in 2024 of the renewable energy program and resource mix to support emissions targets and evaluate retirement/repurposing of fossil generation; complete a 2023 NYC fossil facility retirement/redevelopment blueprint including specified community and workforce measures.,Mitigation,,,policy_traces/027_Conduct_biannual_PSC_reviews_starting_in_2024_of_the_renewab.json,,,False,False,,,,,,,,
028,New_York_United_States::9f9c0a7037ddaa24c86335fd,New_York_United_States::9f9c0a7037ddaa24c86335fd,sub,E1. Retirement and/or Repurposing of Fossil Fuel Fired Facilities (strategy framework).,structural header,"Consider and implement market mechanisms to remove fossil generation, including a Clean Dispatch Credit program requiring load-serving entities to purchase increasing amounts annually, with protections/prioritization for Disadvantaged Communities.",Mitigation,,,policy_traces/028_Consider_and_implement_market_mechanisms_to_remove_fossil_ge.json,,,False,False,,,,,,,,
030,New_York_United_States::6c6dab91c325ea584a2463b3,New_York_United_States::6c6dab91c325ea584a2463b3,sub,E6. Deploy Existing Storage Technologies (strategy framework).,structural header,"Create a dedicated funding mechanism and binding targets for energy storage similar to CES as soon as practicable and no later than end of 2023, prioritizing funding to projects benefiting frontline communities.",Mitigation,,,policy_traces/030_Create_a_dedicated_funding_mechanism_and_binding_targets_for.json,,,False,False,,,,,,,,
032,New_York_United_States::7d9c575cab5c1ee4b9a9a33a,New_York_United_States::7d9c575cab5c1ee4b9a9a33a,sub,E7. Invest in Transmission and Distribution Infrastructure Upgrades (strategy framework).,structural header,"Adopt DEC regulations to reduce SF6 emissions and establish a timeline to phase out new SF6 equipment, coordinating with other U.S. Climate Alliance states.",Mitigation,,,policy_traces/032_Adopt_DEC_regulations_to_reduce_SF6_emissions_and_establish_.json,,,False,False,,,,,,,,
033,New_York_United_States::b32da45056e274efa0d0a3ab,New_York_United_States::b32da45056e274efa0d0a3ab,sub,E7. Invest in Transmission and Distribution Infrastructure Upgrades (strategy framework).,structural header,"Create a Renewable Energy Zones database and establish a process to designate zones, set renewable quantities per zone, and plan transmission needed for deliverability.",Mitigation,,,policy_traces/033_Create_a_Renewable_Energy_Zones_database_and_establish_a_pro.json,,,False,False,,,,,,,,
035,New_York_United_States::175853f298a63f88d3e9823d,New_York_United_States::175853f298a63f88d3e9823d,sub,I2. Incentivize Procurement of Low-Carbon Products (strategy framework).,structural header,Develop a list of the most carbon-intense building materials/products eligible for incentives or preferential procurement treatment via the interagency GreenNY Council.,Mitigation,,,policy_traces/035_Develop_a_list_of_the_most_carbon_intense_building_materials.json,,,False,False,,,,,,,,
036,New_York_United_States::8cf21924ccd2fbdc31808e1f,New_York_United_States::8cf21924ccd2fbdc31808e1f,sub,I2. Incentivize Procurement of Low-Carbon Products (strategy framework).,structural header,"Set standards for determining the GWP of eligible building materials in coordination with manufacturers, researchers, and other states/federal agencies.",Mitigation,,,policy_traces/036_Set_standards_for_determining_the_GWP_of_eligible_building_m.json,,,False,False,,,,,,,,
037,New_York_United_States::64fd5b402a1688a0a57370b5,New_York_United_States::64fd5b402a1688a0a57370b5,sub,I2. Incentivize Procurement of Low-Carbon Products (strategy framework).,structural header,Implement procurement policy mechanisms that advantage bids/projects using materials that meet or exceed GWP targets.,Mitigation,,,policy_traces/037_Implement_procurement_policy_mechanisms_that_advantage_bidsp.json,,,False,False,,,,,,,,
039,New_York_United_States::5bafefb43c7de3cc9fd8e19e,New_York_United_States::5bafefb43c7de3cc9fd8e19e,sub,"AF2. Prevent Forest Pests, Diseases, and Invasive Species and Restore Degraded Forests (strategy framework).",structural header,Enact legislation to expand ECL § 9-1709 authority to allow DEC to more rapidly list invasive species for regulation by strengthening/amending 6 NYCRR Parts 575 and 576.,Nature-Based Solutions,,,policy_traces/039_Enact_legislation_to_expand_ECL_9_1709_authority_to_allow_DE.json,,,False,False,,,,,,,,
041,New_York_United_States::9b2e832888324e9d0d5094ea,New_York_United_States::9b2e832888324e9d0d5094ea,sub,AF8. Advance Alternative Manure Management (strategy framework).,structural header,Significantly expand Climate Resilient Farming (CRF) program funding to help farmers implement alternative manure management systems that reduce methane emissions.,Mitigation,,,policy_traces/041_Significantly_expand_Climate_Resilient_Farming_CRF_program_f.json,,,False,False,,,,,,,,
042,New_York_United_States::fb1655efc696ae813796e6b9,New_York_United_States::fb1655efc696ae813796e6b9,sub,AF8. Advance Alternative Manure Management (strategy framework).,structural header,Develop a State-funded loan guarantee program to stimulate investment in alternative manure management systems.,Mitigation,,,policy_traces/042_Develop_a_State_funded_loan_guarantee_program_to_stimulate_i.json,,,False,False,,,,,,,,
044,New_York_United_States::4b98dfdebedce8ef938ef8e2,New_York_United_States::4b98dfdebedce8ef938ef8e2,sub,AF10 advances agricultural nutrient management by continuing and expanding nutrient management planning and implementation to reduce N2O emissions and nitrogen pollution while maintaining yields across New York agricultural lands.,standalone parent policy,"Increase funding and technical assistance for nutrient management planning and implementation through the AEM Framework and associated programs (including CRF and AgNPS), including funding to quantify climate and co-benefits for farm-level GHG accounting and reductions.",Mitigation,,,policy_traces/044_Increase_funding_and_technical_assistance_for_nutrient_manag.json,,,False,False,,,,,,,,
045,New_York_United_States::6d7662aa213ebf18be96e5e2,New_York_United_States::6d7662aa213ebf18be96e5e2,sub,AF10 advances agricultural nutrient management by continuing and expanding nutrient management planning and implementation to reduce N2O emissions and nitrogen pollution while maintaining yields across New York agricultural lands.,standalone parent policy,"Engage and expand nutrient management program participation by seeking feedback from historically unrepresented and beginning farmers and removing participation obstacles (e.g., focus groups, surveys, farm-to-farm education).",Mitigation,,,policy_traces/045_Engage_and_expand_nutrient_management_program_participation_.json,,,False,False,,,,,,,,
046,New_York_United_States::4f221db53a670261ce451498,New_York_United_States::4f221db53a670261ce451498,sub,AF10 advances agricultural nutrient management by continuing and expanding nutrient management planning and implementation to reduce N2O emissions and nitrogen pollution while maintaining yields across New York agricultural lands.,standalone parent policy,"Expand cost-share eligibility for equipment needed to implement advanced soil health and nutrient management practices, emphasizing access for historically unrepresented and beginning farmers.",Nature-Based Solutions,,,policy_traces/046_Expand_cost_share_eligibility_for_equipment_needed_to_implem.json,,,False,False,,,,,,,,
047,New_York_United_States::f2b74c7c2e32372bff1f89ae,New_York_United_States::f2b74c7c2e32372bff1f89ae,sub,AF10 advances agricultural nutrient management by continuing and expanding nutrient management planning and implementation to reduce N2O emissions and nitrogen pollution while maintaining yields across New York agricultural lands.,standalone parent policy,"Continue and enhance workforce training for technical assistance providers, planners, farmers, and farm workers to support nutrient management implementation.",Mitigation,,,policy_traces/047_Continue_and_enhance_workforce_training_for_technical_assist.json,,,False,False,,,,,,,,
048,New_York_United_States::4357eaeeb5c8f4f55c1d5e5e,New_York_United_States::4357eaeeb5c8f4f55c1d5e5e,sub,AF10 advances agricultural nutrient management by continuing and expanding nutrient management planning and implementation to reduce N2O emissions and nitrogen pollution while maintaining yields across New York agricultural lands.,standalone parent policy,Support expanding capacity of custom farming service providers to aid on-farm implementation of nutrient management practices.,Mitigation,,,policy_traces/048_Support_expanding_capacity_of_custom_farming_service_provide.json,,,False,False,,,,,,,,
049,New_York_United_States::126b3a0abe7b8b3f93d4fd26,New_York_United_States::126b3a0abe7b8b3f93d4fd26,sub,AF10 advances agricultural nutrient management by continuing and expanding nutrient management planning and implementation to reduce N2O emissions and nitrogen pollution while maintaining yields across New York agricultural lands.,standalone parent policy,"Increase the use of improved monitoring methods for nutrient management (crop yield measurement, nitrogen use efficiency, and Whole Farm Nutrient Mass Balances) and document/share benefits with stakeholders.",Mitigation,,,policy_traces/049_Increase_the_use_of_improved_monitoring_methods_for_nutrient.json,,,False,False,,,,,,,,
050,New_York_United_States::dcfca276846aaec2cd84c22d,New_York_United_States::dcfca276846aaec2cd84c22d,sub,AF10 advances agricultural nutrient management by continuing and expanding nutrient management planning and implementation to reduce N2O emissions and nitrogen pollution while maintaining yields across New York agricultural lands.,standalone parent policy,"Collaborate with industry-led nutrient management initiatives (e.g., 4R Nutrient Stewardship) and initiate/expand nitrogen efficiency and yield crop contests.",Mitigation,,,policy_traces/050_Collaborate_with_industry_led_nutrient_management_initiative.json,,,False,False,,,,,,,,
051,New_York_United_States::02bf2163a95ff5932947e83c,New_York_United_States::02bf2163a95ff5932947e83c,sub,AF10 advances agricultural nutrient management by continuing and expanding nutrient management planning and implementation to reduce N2O emissions and nitrogen pollution while maintaining yields across New York agricultural lands.,standalone parent policy,Implement long-term funding support for nutrient management applied research and outreach.,Mitigation,,,policy_traces/051_Implement_long_term_funding_support_for_nutrient_management_.json,,,False,False,,,,,,,,
052,New_York_United_States::48c18e99caa1543e232a61c3,New_York_United_States::48c18e99caa1543e232a61c3,sub,AF10 advances agricultural nutrient management by continuing and expanding nutrient management planning and implementation to reduce N2O emissions and nitrogen pollution while maintaining yields across New York agricultural lands.,standalone parent policy,Increase outreach to farmers on New York research/technical standards and increase consumer outreach on nutrient management benefits such as water quality improvements.,Resource Efficiency,,,policy_traces/052_Increase_outreach_to_farmers_on_New_York_researchtechnical_s.json,,,False,False,,,keep,0.79,True,,,False
054,New_York_United_States::d4e5295c0f514870705e6f63,New_York_United_States::d4e5295c0f514870705e6f63,sub,AF11 promotes adoption of soil health practice systems (regenerative practices) to reduce net GHG emissions and increase carbon sequestration through combinations of soil health management practices supported via AEM/CRF and related programs.,standalone parent policy,"Increase financial support for current soil health programs (including expanded CRF funding, AEM Base, AgNPS, payment rates, access/equity measures), develop a soil health standard, and establish an annual goal for common practices (including urban soils awareness/support).",Nature-Based Solutions,,,policy_traces/054_Increase_financial_support_for_current_soil_health_programs_.json,,,False,False,,,,,,,,
055,New_York_United_States::bc5da2e26f9a90f07ec925c3,New_York_United_States::bc5da2e26f9a90f07ec925c3,sub,AF11 promotes adoption of soil health practice systems (regenerative practices) to reduce net GHG emissions and increase carbon sequestration through combinations of soil health management practices supported via AEM/CRF and related programs.,standalone parent policy,Seek feedback from under-engaged groups/communities (including urban soils/operations) via engagement activities to improve access to soil health practices and programs.,Nature-Based Solutions,,,policy_traces/055_Seek_feedback_from_under_engaged_groupscommunities_including.json,,,False,False,,,,,,,,
056,New_York_United_States::5dfcc4fb75053434444ea26b,New_York_United_States::5dfcc4fb75053434444ea26b,sub,AF11 promotes adoption of soil health practice systems (regenerative practices) to reduce net GHG emissions and increase carbon sequestration through combinations of soil health management practices supported via AEM/CRF and related programs.,standalone parent policy,"Increase adoption of soil health practices on rented/leased land by engaging, educating, and incentivizing landowners.",Nature-Based Solutions,,,policy_traces/056_Increase_adoption_of_soil_health_practices_on_rentedleased_l.json,,,False,False,,,,,,,,
057,New_York_United_States::d121cf942f2521ea865ef224,New_York_United_States::d121cf942f2521ea865ef224,sub,AF11 promotes adoption of soil health practice systems (regenerative practices) to reduce net GHG emissions and increase carbon sequestration through combinations of soil health management practices supported via AEM/CRF and related programs.,standalone parent policy,Support converting annual cropland to perennial hay/pasture and forests where appropriate and continue research/trials on perennial grains efficacy in New York State.,Nature-Based Solutions,,,policy_traces/057_Support_converting_annual_cropland_to_perennial_haypasture_a.json,,,False,False,,,,,,,,
058,New_York_United_States::9cf3aac41ce4ea5b0e98d100,New_York_United_States::9cf3aac41ce4ea5b0e98d100,sub,AF11 promotes adoption of soil health practice systems (regenerative practices) to reduce net GHG emissions and increase carbon sequestration through combinations of soil health management practices supported via AEM/CRF and related programs.,standalone parent policy,"Conduct comprehensive on-farm planning to include carbon sequestration goals along with GHG emissions, nutrient management, water quality, and soil health.",Nature-Based Solutions,,,policy_traces/058_Conduct_comprehensive_on_farm_planning_to_include_carbon_seq.json,,,False,False,,,,,,,,
059,New_York_United_States::02c645a05ade7b2a71437f8b,New_York_United_States::02c645a05ade7b2a71437f8b,sub,AF11 promotes adoption of soil health practice systems (regenerative practices) to reduce net GHG emissions and increase carbon sequestration through combinations of soil health management practices supported via AEM/CRF and related programs.,standalone parent policy,Support continued development and implementation of precision/digital agricultural tools and sustainable intensification to increase yields on current cropland and reduce stress on marginal cropland.,Mitigation,,,policy_traces/059_Support_continued_development_and_implementation_of_precisio.json,,,False,False,,,,,,,,
060,New_York_United_States::7dd5a3660d9b173e414e57fc,New_York_United_States::7dd5a3660d9b173e414e57fc,sub,AF11 promotes adoption of soil health practice systems (regenerative practices) to reduce net GHG emissions and increase carbon sequestration through combinations of soil health management practices supported via AEM/CRF and related programs.,standalone parent policy,Develop tools to verify benefits and invest in remote sensing to quantify adoption of practices and environmental benefits.,Adaptation,,,policy_traces/060_Develop_tools_to_verify_benefits_and_invest_in_remote_sensin.json,,,False,False,,,,,,,,
061,New_York_United_States::31f72a0a48d199d7d5e33a98,New_York_United_States::31f72a0a48d199d7d5e33a98,sub,AF11 promotes adoption of soil health practice systems (regenerative practices) to reduce net GHG emissions and increase carbon sequestration through combinations of soil health management practices supported via AEM/CRF and related programs.,standalone parent policy,Establish and maintain a comprehensive RD&D strategy for monitoring and verification of soil health addressing additionality and permanence to support State climate goals and enable federal/private funding.,Mitigation,,,policy_traces/061_Establish_and_maintain_a_comprehensive_RDD_strategy_for_moni.json,,,False,False,,,,,,,,
062,New_York_United_States::d718741e26149cf03074cb01,New_York_United_States::d718741e26149cf03074cb01,sub,AF11 promotes adoption of soil health practice systems (regenerative practices) to reduce net GHG emissions and increase carbon sequestration through combinations of soil health management practices supported via AEM/CRF and related programs.,standalone parent policy,"Establish and maintain a comprehensive research strategy in soil health to develop innovative practices (e.g., enhanced rock weathering, biochar) that increase sequestration and scale adoption.",Nature-Based Solutions,,,policy_traces/062_Establish_and_maintain_a_comprehensive_research_strategy_in_.json,,,False,False,,,,,,,,
063,New_York_United_States::e930c7b9939c110192ffb6ac,New_York_United_States::e930c7b9939c110192ffb6ac,sub,AF11 promotes adoption of soil health practice systems (regenerative practices) to reduce net GHG emissions and increase carbon sequestration through combinations of soil health management practices supported via AEM/CRF and related programs.,standalone parent policy,Identify soil health practice systems that can generate revenue/added value and identify diverse public and private funding sources.,Nature-Based Solutions,,,policy_traces/063_Identify_soil_health_practice_systems_that_can_generate_reve.json,,,False,False,,,,,,,,
064,New_York_United_States::9b7efb96e52aee7cb3336b43,New_York_United_States::9b7efb96e52aee7cb3336b43,sub,AF11 promotes adoption of soil health practice systems (regenerative practices) to reduce net GHG emissions and increase carbon sequestration through combinations of soil health management practices supported via AEM/CRF and related programs.,standalone parent policy,Conduct consumer outreach campaigns and marketing efforts to make regenerative practice efforts visible (including expanding regenerative practices in programs like New York Grown & Certified).,Nature-Based Solutions,,,policy_traces/064_Conduct_consumer_outreach_campaigns_and_marketing_efforts_to.json,,,False,False,,,,,,,,
065,New_York_United_States::60c1eef0a3e974ddc0a5a932,New_York_United_States::60c1eef0a3e974ddc0a5a932,sub,AF11 promotes adoption of soil health practice systems (regenerative practices) to reduce net GHG emissions and increase carbon sequestration through combinations of soil health management practices supported via AEM/CRF and related programs.,standalone parent policy,"Expand education/outreach to farmers and farmworkers to support adoption and encourage coupling practices into systems, including peer-to-peer networking.",Nature-Based Solutions,,,policy_traces/065_Expand_educationoutreach_to_farmers_and_farmworkers_to_suppo.json,,,False,False,,,,,,,,
066,New_York_United_States::58a454de0f96a3afccacd050,New_York_United_States::58a454de0f96a3afccacd050,sub,AF11 promotes adoption of soil health practice systems (regenerative practices) to reduce net GHG emissions and increase carbon sequestration through combinations of soil health management practices supported via AEM/CRF and related programs.,standalone parent policy,Support agricultural and soil health instruction in schools and connect students with farms and ecological benefits of healthy soils.,Nature-Based Solutions,,,policy_traces/066_Support_agricultural_and_soil_health_instruction_in_schools_.json,,,False,False,,,,,,,,
068,New_York_United_States::9bb7f8399ea9fcafc6154611,New_York_United_States::9bb7f8399ea9fcafc6154611,sub,AF12 increases adoption of agroforestry by leveraging existing programs and expanding investment and technical support to overcome barriers and increase carbon sequestration.,standalone parent policy,Expand SWCD and partner capacity to support on-farm implementation of GHG reduction and sequestration practices.,Nature-Based Solutions,,,policy_traces/068_Expand_SWCD_and_partner_capacity_to_support_on_farm_implemen.json,,,False,False,,,,,,,,
069,New_York_United_States::7998a9d39ca71c6cec8683d1,New_York_United_States::7998a9d39ca71c6cec8683d1,sub,AF12 increases adoption of agroforestry by leveraging existing programs and expanding investment and technical support to overcome barriers and increase carbon sequestration.,standalone parent policy,Expand the CRF program to incentivize agroforestry and set acreage targets for priority practices.,Nature-Based Solutions,,,policy_traces/069_Expand_the_CRF_program_to_incentivize_agroforestry_and_set_a.json,,,False,False,,,,,,,,
070,New_York_United_States::e949204507cb919ecdaa67b2,New_York_United_States::e949204507cb919ecdaa67b2,sub,AF12 increases adoption of agroforestry by leveraging existing programs and expanding investment and technical support to overcome barriers and increase carbon sequestration.,standalone parent policy,"Emphasize and expand forested riparian buffers through AgNPS, Source Water Buffer Program, Trees for Tributaries, and USDA CRP/CREP.",Nature-Based Solutions,,,policy_traces/070_Emphasize_and_expand_forested_riparian_buffers_through_AgNPS.json,,,False,False,,,,,,,,
071,New_York_United_States::f86fe91634bad52db6b256cb,New_York_United_States::f86fe91634bad52db6b256cb,sub,AF12 increases adoption of agroforestry by leveraging existing programs and expanding investment and technical support to overcome barriers and increase carbon sequestration.,standalone parent policy,"Expand programs to plan, design, and implement silvopasture systems with appropriate site/species selection.",Nature-Based Solutions,,,policy_traces/071_Expand_programs_to_plan_design_and_implement_silvopasture_sy.json,,,False,False,,,,,,,,
