policy_id,row_key,source_bundle_key,role,parent_statement,parent_row_type,policy_statement,primary_category,secondary_categories,typology_code,trace_path,atom_id,parent_row_id,is_atomized_row,is_decomposed,source_bundle_policy_statement,validation_inherited_from_bundle,rescue_disposition,rescue_confidence,primary_gate_rescued,primary_category_original,primary_category_rescue_corrected,dropped_by_climate_rescue
012,Luxor_Egypt::a2e4a066d560caabf5945e14,Luxor_Egypt::a2e4a066d560caabf5945e14,sub,"Luxor will implement the action plan on the City of Luxor by mobilizing stakeholders (residents, shops, businesses, tourism operators, farmers, etc.) to achieve energy reduction and renewable energy development.",standalone parent policy,"For tourism, the Governorate will establish a 'Green tourism support unit' to provide advice and audits to hotels/resorts investing in energy efficiency and renewable energy, and may set up an investment fund providing attractive loans to support these investments.",Mitigation,,,policy_traces/012_For_tourism_the_Governorate_will_establish_a_Green_tourism_s.json,,,False,False,,,,,,,,
013,Luxor_Egypt::400872d852c6c75f68738e0a,Luxor_Egypt::400872d852c6c75f68738e0a,sub,"Luxor will implement the action plan on the City of Luxor by mobilizing stakeholders (residents, shops, businesses, tourism operators, farmers, etc.) to achieve energy reduction and renewable energy development.",standalone parent policy,"For tourism transport, Luxor will support upgrading cruise boats and docks, including establishing a 'Green boat refurbishment fund', using solar PV on boats and along docks, improving waste management on boats, and supplying docking boats with renewable electricity to avoid diesel use while docked.",Mitigation,,,policy_traces/013_For_tourism_transport_Luxor_will_support_upgrading_cruise_bo.json,,,False,False,,,,,,,,
014,Luxor_Egypt::04f6e2b0c18a4bb5d660a26c,Luxor_Egypt::04f6e2b0c18a4bb5d660a26c,sub,"Luxor will implement the action plan on the City of Luxor by mobilizing stakeholders (residents, shops, businesses, tourism operators, farmers, etc.) to achieve energy reduction and renewable energy development.",standalone parent policy,"For residential buildings, Luxor will run a public awareness campaign to reduce household electricity use, including promoting 24°C thermostat settings, efficient lighting/appliances, and other behavioural measures.",Mitigation,,,policy_traces/014_For_residential_buildings_Luxor_will_run_a_public_awareness_.json,,,False,False,,,keep,0.92,True,,,False
015,Luxor_Egypt::860ed5114c1d9c8c856b34d5,Luxor_Egypt::860ed5114c1d9c8c856b34d5,sub,"Luxor will implement the action plan on the City of Luxor by mobilizing stakeholders (residents, shops, businesses, tourism operators, farmers, etc.) to achieve energy reduction and renewable energy development.",standalone parent policy,"For residential buildings, Luxor will promote installation of solar water heating (SWH) systems to replace electric water heaters, including training companies to produce/sell/install SWH and exploring monthly-fee business models for provision and maintenance.",Mitigation,,,policy_traces/015_For_residential_buildings_Luxor_will_promote_installation_of.json,,,False,False,,,,,,,,
016,Luxor_Egypt::28328e7c7d1152b3be196847,Luxor_Egypt::28328e7c7d1152b3be196847,sub,"Luxor will implement the action plan on the City of Luxor by mobilizing stakeholders (residents, shops, businesses, tourism operators, farmers, etc.) to achieve energy reduction and renewable energy development.",standalone parent policy,"For residential buildings, Luxor will develop an energy-retrofitting programme including mapping housing energy performance, training local companies, partnering with a bank as third-party investor to finance retrofits repaid from savings, and promoting high-performance standards for new buildings.",Mitigation,,,policy_traces/016_For_residential_buildings_Luxor_will_develop_an_energy_retro.json,,,False,False,,,keep,0.9,True,,,False
017,Luxor_Egypt::5427a45775622fa841e7cda5,Luxor_Egypt::5427a45775622fa841e7cda5,sub,"Luxor will implement the action plan on the City of Luxor by mobilizing stakeholders (residents, shops, businesses, tourism operators, farmers, etc.) to achieve energy reduction and renewable energy development.",standalone parent policy,"For tertiary buildings, Luxor will implement an action plan including mapping tertiary buildings’ energy use, conducting awareness and training for private entrepreneurs, providing technical support, and developing showcase partnerships with non-commercial service providers (e.g., hospitals, mosques, churches).",Mitigation,,,policy_traces/017_For_tertiary_buildings_Luxor_will_implement_an_action_plan_i.json,,,False,False,,,,,,,,
018,Luxor_Egypt::f1d33e9cf762b07ab03cd2e6,Luxor_Egypt::f1d33e9cf762b07ab03cd2e6,sub,"Luxor will implement the action plan on the City of Luxor by mobilizing stakeholders (residents, shops, businesses, tourism operators, farmers, etc.) to achieve energy reduction and renewable energy development.",standalone parent policy,"For industry, Luxor will conduct energy audits and raise awareness among business owners about reducing energy consumption and developing renewable energy solutions, as a short-term step toward a comprehensive industrial action plan.",Resource Efficiency,,,policy_traces/018_For_industry_Luxor_will_conduct_energy_audits_and_raise_awar.json,,,False,False,,,keep,0.86,True,,,False
019,Luxor_Egypt::ea51f9d40cb9678e77e5f604,Luxor_Egypt::ea51f9d40cb9678e77e5f604,sub,"Luxor will implement the action plan on the City of Luxor by mobilizing stakeholders (residents, shops, businesses, tourism operators, farmers, etc.) to achieve energy reduction and renewable energy development.",standalone parent policy,"Luxor will establish a 'Green Industry Unit' to provide advice and technical support for industrial process efficiency, rooftop renewable energy, and waste reduction/recycling, and later extend support to the service sector.",Mitigation,,,policy_traces/019_Luxor_will_establish_a_Green_Industry_Unit_to_provide_advice.json,,,False,False,,,,,,,,
021,Luxor_Egypt::510203e81779bbdc1f779d3a,Luxor_Egypt::510203e81779bbdc1f779d3a,sub,"Priority Action #1: Urban Sustainable Mobility Master Plan (SCGUMMP) for Luxor to improve mobility while reducing energy consumption and GHG emissions from transport, with a project lifetime of 1 year (Oct 2017–Dec 2018).",standalone parent policy,"Develop an Integrated Sustainable Mobility Master Plan for a period of 15 years, including costing and an implementation roadmap with short/medium-term priorities.",Mitigation,,,policy_traces/021_Develop_an_Integrated_Sustainable_Mobility_Master_Plan_for_a.json,,,False,False,,,,,,,,
022,Luxor_Egypt::09649c064446f721afae036e,Luxor_Egypt::09649c064446f721afae036e,sub,"Priority Action #1: Urban Sustainable Mobility Master Plan (SCGUMMP) for Luxor to improve mobility while reducing energy consumption and GHG emissions from transport, with a project lifetime of 1 year (Oct 2017–Dec 2018).",standalone parent policy,"Implement a common methodology to measure and report GHG emissions and monitor benefits from sustainable urban mobility, including Nile river clean transportation and sustainable cruising.",Adaptation,,,policy_traces/022_Implement_a_common_methodology_to_measure_and_report_GHG_emi.json,,,False,False,,,,,,,,
023,Luxor_Egypt::7add6798c9d1e04601393893,Luxor_Egypt::7add6798c9d1e04601393893,sub,"Priority Action #1: Urban Sustainable Mobility Master Plan (SCGUMMP) for Luxor to improve mobility while reducing energy consumption and GHG emissions from transport, with a project lifetime of 1 year (Oct 2017–Dec 2018).",standalone parent policy,"Achieve a 30% reduction in transport energy consumption by 2030 through the mobility master plan (including contributions from new engine technologies, active mobility, urban planning/traffic optimization, and public transport/RTB).",Mitigation,,,policy_traces/023_Achieve_a_30_reduction_in_transport_energy_consumption_by_20.json,,,False,False,,,,,,,,
025,Luxor_Egypt::c07b33b58266c902ee143e3a,Luxor_Egypt::c07b33b58266c902ee143e3a,sub,"Priority Action #2: Sustainable and Green Boats to convert tourist cruise boats from diesel to LPG or CNG/NG, with project lifetime Dec 2017–Dec 2020.",standalone parent policy,Convert 110 tourist cruise boats and 155 small passenger boats to run by natural gas.,Mitigation,,,policy_traces/025_Convert_110_tourist_cruise_boats_and_155_small_passenger_boa.json,,,False,False,,,,,,,,
026,Luxor_Egypt::1f240ce3305117d202fef1ca,Luxor_Egypt::1f240ce3305117d202fef1ca,sub,"Priority Action #2: Sustainable and Green Boats to convert tourist cruise boats from diesel to LPG or CNG/NG, with project lifetime Dec 2017–Dec 2020.",standalone parent policy,Develop a study to install solar PV onto cruise boats for supplying electricity from renewable energy.,Mitigation,,,policy_traces/026_Develop_a_study_to_install_solar_PV_onto_cruise_boats_for_su.json,,,False,False,,,,,,,,
027,Luxor_Egypt::a7e82106354a7590663b3243,Luxor_Egypt::a7e82106354a7590663b3243,sub,"Priority Action #2: Sustainable and Green Boats to convert tourist cruise boats from diesel to LPG or CNG/NG, with project lifetime Dec 2017–Dec 2020.",standalone parent policy,Optimize overall cruise fleet management with an objective to improve overall efficiency by 30% mainly by improving occupancy rates.,Mitigation,,,policy_traces/027_Optimize_overall_cruise_fleet_management_with_an_objective_t.json,,,False,False,,,,,,,,
029,Luxor_Egypt::f0450ba1f2c212c079b7ba0c,Luxor_Egypt::f0450ba1f2c212c079b7ba0c,sub,Priority Action #5: Green Governorate Buildings Plan (GGBP/GMBP) to reduce energy consumption and GHG emissions in Governorate buildings through energy efficiency measures and renewable energy (solar PV and solar water heating).,standalone parent policy,"Replace lighting in public buildings with LED lamps and incorporate motion sensors (about 8,500 LED lamps), with an estimated €40,000 investment and expected savings of 283 MWh/year.",Resource Efficiency,,,policy_traces/029_Replace_lighting_in_public_buildings_with_LED_lamps_and_inco.json,,,False,False,,,keep,0.93,True,,,False
030,Luxor_Egypt::eb99e01412a02bb942df486e,Luxor_Egypt::eb99e01412a02bb942df486e,sub,Priority Action #5: Green Governorate Buildings Plan (GGBP/GMBP) to reduce energy consumption and GHG emissions in Governorate buildings through energy efficiency measures and renewable energy (solar PV and solar water heating).,standalone parent policy,"Install solar PV on Governorate building roofs via a staged approach, with a first round installing 7,500 kWp (estimated €10,000,000 investment) producing about 14,238,560 kWh/year.",Mitigation,,,policy_traces/030_Install_solar_PV_on_Governorate_building_roofs_via_a_staged_.json,,,False,False,,,,,,,,
031,Luxor_Egypt::0b8712c0b8de1e359a7a77dd,Luxor_Egypt::0b8712c0b8de1e359a7a77dd,sub,Priority Action #5: Green Governorate Buildings Plan (GGBP/GMBP) to reduce energy consumption and GHG emissions in Governorate buildings through energy efficiency measures and renewable energy (solar PV and solar water heating).,standalone parent policy,"Equip 100 Governorate buildings with solar water heating by installing five SWH units (3 collectors) per building (total cost €292,000; production 1,380,000 kWh).",Mitigation,,,policy_traces/031_Equip_100_Governorate_buildings_with_solar_water_heating_by_.json,,,False,False,,,,,,,,
033,Luxor_Egypt::e125042f41b9a4519caf29dc,Luxor_Egypt::e125042f41b9a4519caf29dc,sub,"Priority Action #4: Sustainable and Green Tourism Plan (SGTP) to green hotels and resorts by promoting energy conservation/efficiency and renewable solutions (solar PV and solar water heating), starting Dec 2017 for 5 years.",standalone parent policy,"Set up a revolving fund to support investment in solar water heating in hotels and resorts, implemented in phases of 10 hotels per year with €500k/year investment capacity for the first two years.",Mitigation,,,policy_traces/033_Set_up_a_revolving_fund_to_support_investment_in_solar_water.json,,,False,False,,,,,,,,
034,Luxor_Egypt::e0505d8e0f9e908a19c7dbd3,Luxor_Egypt::e0505d8e0f9e908a19c7dbd3,sub,"Priority Action #4: Sustainable and Green Tourism Plan (SGTP) to green hotels and resorts by promoting energy conservation/efficiency and renewable solutions (solar PV and solar water heating), starting Dec 2017 for 5 years.",standalone parent policy,"Supply natural gas to hotels/resorts in Luxor's eastern bank, saving about 8,157 MWh/year of electricity and reducing GHG emissions by 2.8 tCO2eq/y (as stated).",Mitigation,,,policy_traces/034_Supply_natural_gas_to_hotelsresorts_in_Luxors_eastern_bank_s.json,,,False,False,,,,,,,,
