policy_statement,verbatim_text,policy_type,parent_policy_name,section_header,sector,extraction_rationale,cluster_id,cluster_type,role,parent_statement,reasoning,has_quantifiable_target,has_timeline,has_binding_mechanism,has_spatial_specificity,weak_language_detected,strong_language_detected,validation_result,confidence_score,validation_reasoning,final_verdict
Retrofit and decarbonize 200 multifamily affordable housing units in underserved communities (Chicago Recovery Plan investment: $6 million).,Decarbonize Affordable Multifamily Buildings | $6 million | Retrofit and decarbonize 200 multifamily affordable housing units in underserved communities.,individual,,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Buildings,Funding allocation tied to a specific retrofit/decarbonization deliverable.,29,individual,individual,,"The verbatim text specifies a concrete deliverable (“retrofit and decarbonize 200 multifamily affordable housing units”) and indicates where it applies (“in underserved communities”), plus an associated budget ($6 million). However, it does not include any explicit deadline/year, so it fails the strict “gold standard” requirement that an individual policy must have both a quantifiable target and a timeline.",Yes,No,No,Yes,No,Yes,NON-SOUND,0.4,"Quantifiable target: Yes — ""Retrofit and decarbonize 200 multifamily affordable housing units"" provides a measurable outcome (200 units). Timeline: No — the text contains no deadline or year (only ""$6 million""). Binding mechanism: No — no ordinance/mandate/code requirement is stated; it reads as an investment line item. Spatial specificity: Yes — ""in underserved communities"" specifies the focus area/population. Language strength: Strong language detected Yes — ""Retrofit and decarbonize"" is an action verb paired with a hard number (200). Weak language detected No — no terms like ""encourage""/""explore"" appear. STRICT VALID RULE fails because has_timeline='No' (gold standard requires both timeline and quantifiable target), so overall result is NON-SOUND. Confidence capped at 0.4 due to missing timeline.",False
Retrofit and decarbonize 250 low- or moderate-income homes in underserved communities (Chicago Recovery Plan investment: $15 million).,Low- or Moderate-Income (LMI) Housing Retrofits | $15 million | Retrofitanddecarbonize250LMIhomesinunderservedcommunities.,individual,,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Buildings,Funding allocation with a quantified number of homes for retrofit/decarbonization.,30,individual,individual,,"The verbatim text specifies an auditable deliverable (“Retrofit and decarbonize 250 LMI homes in underserved communities”), including a quantifiable outcome (250 homes) and a clear target population/location scope (LMI homes in underserved communities). However, it does not include any explicit deadline/year for completion, and it reads like an investment line item rather than a binding mandate. Under the strict rule for individual policies, missing an explicit timeline makes it NON-SOUND.",Yes,No,No,Yes,No,Yes,NON-SOUND,0.4,"Quantifiable target: Yes — the text states ""Retrofit and decarbonize 250 LMI homes"" (measurable outcome = 250 homes). Timeline: No — no date/deadline/year appears in ""Low- or Moderate-Income (LMI) Housing Retrofits | $15 million | Retrofit and decarbonize 250 LMI homes in underserved communities."" Binding mechanism: No — presented as an investment line item with no enforceable terms (no ""ordinance,"" ""require,"" ""must,"" etc.). Spatial specificity: Yes — applies to ""underserved communities"" and specifically ""Low- or Moderate-Income (LMI)"" homes. Language strength: Strong language detected = Yes because it uses action verbs ""Retrofit and decarbonize"" with a hard number (250). Weak language detected = No (no ""encourage/aim/explore""). Strict VALID RULE fails because has_timeline is No (gold standard requires both timeline and quantifiable target). Confidence capped at 0.4 due to missing timeline.",False
Complete deep retrofits in at least 10 community anchor buildings and develop a network of resiliency hubs (Neighborhood Power Project Expansion; $10 million).,Neighborhood Power Project Expansion | $10 million | Completedeepretrofits in at least 10 communityanchorbuildings... Thisprogramaimstodevelopanetworkofresiliencyhubsthroughout Chicago,individual,,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Buildings,Funded program with a minimum deliverable ('at least 10') and stated resiliency hubs network objective.,31,individual,individual,,"The statement includes a measurable deliverable (“at least 10” deep retrofits) and specifies the location (“throughout Chicago”), but it lacks any explicit deadline/year. The wording also includes weak framing (“aims to develop”), and there is no evidence of a binding mandate/ordinance. Under the strict rule for individual policies, missing an explicit timeline makes it NON-SOUND and caps confidence.",Yes,No,No,Yes,Yes,No,NON-SOUND,0.4,"Quantifiable target: Yes — ""in at least 10 community anchor buildings"" is a measurable outcome (10 retrofits). Timeline: No — the text contains no explicit deadline/year (no 'by 20XX' or date). Binding mechanism: No — described as a program and budget line (""$10 million"") with no ordinance/requirement language. Spatial specificity: Yes — ""throughout Chicago"" specifies where it applies. Weak language: Yes — ""This program aims to develop"" indicates intent without enforceable commitment. Strong language: No — no hard requirement verbs paired with deadlines/targets beyond the numeric minimum; overall phrasing is programmatic/aspirational. Therefore, fails GOLD STANDARD because has_timeline='No', and also fails language-strength condition (weak language without binding mechanism), so result is NON-SOUND. Confidence capped at 0.4 due to missing timeline.",False
Enable retrofits and install solar panels at up to 10 Chicago Public Libraries (Library Power Project; $5 million).,Library Power Project | $5 million | Enable retrofits and install solar panels at up to 10 Chicago Public Libraries,individual,,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Buildings,Funded commitment with a quantified cap ('up to 10') and specific measures (retrofits and solar).,32,individual,individual,,"The text describes a funded project and a concrete action (“enable retrofits and install solar panels”) with a bounded scale (“up to 10” libraries) and a clear location (Chicago Public Libraries). However, it lacks an explicit timeline/deadline and does not provide a measurable outcome metric (e.g., kW installed, % energy reduction, number of buildings definitively retrofitted); “up to 10” is a cap on activity and is not an auditable outcome target by itself. Therefore it fails the strict rule requiring both timeline and quantifiable outcome.",No,No,No,Yes,No,No,NON-SOUND,0.4,"Quantifiable target: No — text only states a budget (""$5 million"") and an activity cap (""up to 10 Chicago Public Libraries""), but no measurable outcome such as kW of solar, % energy savings, emissions reduced, or a definite number to be achieved. Timeline: No — no year or deadline is provided. Binding mechanism: No — no ordinance/mandate/requirement language; it reads as a project line item. Spatial specificity: Yes — applies to ""Chicago Public Libraries"". Weak language: No — no 'encourage/aim/explore' phrasing. Strong language: No — while ""install"" appears, it is not paired with hard outcome numbers and is qualified by ""up to 10"".",False
"Generate solar energy via community solar on industrial roofs to power at least hundreds of households, prioritizing subscriptions in environmental justice/frontline/underserved nearby communities ($5 million).","CommunitySolar on Industrial Roofs | $5 million | Generate solar energy to power at least hundreds of households... Communitysolarsubscriptionstobeprioritizedin environmental justice, frontline, and/or underserved communities that are in close proximity to the site (s).",individual,,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Energy,Funded community solar project with minimum scale and explicit prioritization criteria.,33,individual,individual,,"This is a funded action to develop community solar on industrial roofs with an intended outcome (“power at least hundreds of households”) and an equity-focused subscription prioritization for nearby environmental justice/frontline/underserved communities. However, it lacks an explicit timeline/deadline, and the outcome metric is vague (“hundreds of households” is not a precise, auditable quantity like kW/MW or an exact household count). There is also no clear binding mechanism (e.g., requirement/mandate) beyond being a budget line item.",No,No,No,Yes,No,No,NON-SOUND,0.4,"Quantifiable target: The text says ""power at least hundreds of households"" which is not a precise measurable outcome (no exact household number, kW/MW, MWh, or %), and ""$5 million"" is budget-only and does not count as an outcome target. Timeline: No year/deadline is provided anywhere in the verbatim text. Binding mechanism: It is presented as a program/project line item (""CommunitySolar on Industrial Roofs | $5 million"") without language like ""require/mandate/ordinance"" indicating enforceability. Spatial specificity: Yes—beneficiaries are specified as ""environmental justice, frontline, and/or underserved communities that are in close proximity to the site(s)."" Language strength/weakness: The statement uses action language (""Generate solar energy"") but without hard numbers or enforceable terms; it does not use weak verbs like ""encourage/explore,"" but also lacks strong-numbered mandates. STRICT VALID RULE fails because has_timeline='No' and has_quantifiable_target='No'.",False
Install green alleys and develop targeted green infrastructure flood mitigation projects in flood-burdened communities ($5 million).,CommunityGreenInfrastructure Investments | $5 million | Install green alleys anddeveloptargeted green infrastructure flood mitigation projects in flood-burdened communities.,individual,,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Adaptation,"Funded, specific infrastructure interventions for flood mitigation.",34,individual,individual,,"The statement describes a funded action (“Install green alleys” and “develop targeted green infrastructure flood mitigation projects”) and specifies the beneficiary area (“flood-burdened communities”), but it does not provide any measurable outcome (e.g., number of alleys/projects, acreage treated, runoff reduced) or any deadline/year for completion. The $5 million is a budget input, not an auditable performance target. Language is largely action-oriented but not binding in the sense of an ordinance/mandate.",No,No,No,Yes,Yes,No,NON-SOUND,0.4,"Quantifiable target: No—text provides only a budget figure ""$5 million"" and does not specify measurable outcomes (e.g., number of green alleys or projects). Timeline: No—no explicit year or deadline is stated. Binding mechanism: No—no ordinance/requirement/mandate language is present; it reads as a budget line item. Spatial specificity: Yes—applies to ""flood-burdened communities."" Weak language: Yes—""develop targeted"" indicates planning/development without a hard numeric deliverable. Strong language: No—although ""Install"" is an action verb, it is not paired with hard numbers or a deadline. Under the strict rule, missing both timeline and quantifiable target makes it NON-SOUND.",False
Install new community compost collection hubs in neighborhoods underserved by organics collection services ($45 thousand).,CommunityComposting Pilot | $45 thousand | Install new community compost collection hubs in neighborhoods underserved by organics collection services.,individual,,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Waste,Funded pilot with specific action (install compost collection hubs) and target communities.,35,individual,individual,,"The text specifies an action (“Install new community compost collection hubs”) and a general location focus (“neighborhoods underserved by organics collection services”), but it provides no measurable outcome (e.g., number of hubs) and no deadline/year. The only number given is the budget ($45 thousand), which does not count as a quantifiable target. Therefore it fails the strict validity rule for individual policies.",No,No,No,Yes,No,No,NON-SOUND,0.4,"Quantifiable target: No — the only numeric value is budget “$45 thousand”, and there is no measurable outcome such as number of hubs. Timeline: No — no deadline/year is stated; the text only says “Install new community compost collection hubs…”. Binding mechanism: No — phrased as a pilot line item (“CommunityComposting Pilot”) without ordinance/mandate/requirement language. Spatial specificity: Yes — specifies where: “in neighborhoods underserved by organics collection services.” Weak language: No — not framed as “encourage/explore/aim”; it states “Install…”. Strong language: No — while “Install” is directive, it is not paired with hard numbers/targets. Under strict rule, missing both timeline and quantifiable target => NON-SOUND; confidence capped at 0.4.",False
"Invest in municipal fleet electrification combined with EV charging, prioritizing fleet electrification in pollution-burdened neighborhoods ($8.3 million).",City Fleet and Building Decarbonization | $8.3 million | Invest in municipal fleet electrification combinedwithelectric vehicle charging. This program will prioritize fleet electrification in pollution-burdened neighborhoods.,individual,,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Transport,Funding allocation with specific intervention and equity prioritization.,36,individual,individual,,"The verbatim text describes a funding line item to “invest in municipal fleet electrification” and EV charging with an equity prioritization. However, it does not state any measurable outcome (e.g., number/percent of vehicles electrified or chargers installed) or any deadline/year. As written, it is a programmatic investment intention rather than an auditable commitment with targets and timeline, so it fails the strict validity rule for individual policies.",No,No,No,Yes,Yes,No,NON-SOUND,0.4,"Quantifiable target: No—text only provides a budget figure ""$8.3 million"" and says ""Invest in municipal fleet electrification combined with electric vehicle charging"" without numbers of vehicles/chargers or % outcomes. Timeline: No—no deadline/year is stated. Binding mechanism: No—no ordinance/mandate/requirement language; it is a program description. Spatial specificity: Yes—""prioritize fleet electrification in pollution-burdened neighborhoods"" specifies where prioritization applies. Weak language: Yes—""Invest"" and ""will prioritize"" indicate intent/prioritization without measurable targets. Strong language: No—no ""require/mandate/achieve"" with hard numbers. Therefore it fails the strict rule (missing both timeline and quantifiable target), so NON-SOUND.",False
"Expand bike and micromobility infrastructure and walkability investments in priority communities, providing 5,000 bikes, helmets, and locks to underserved Chicagoans ($10 million).","Low-Carbon Mobility Projects | $10 million | Expansion of bike and micromobility infrastructure and walkability investments in priority communities. This project will provide 5,000 bikes, helmets, and locks to underserved Chicagoans.",individual,,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Transport,"Funded program with a quantified deliverable (5,000 items) and specified intervention type.",37,individual,individual,,"The verbatim text describes a funded project with a specific deliverable (“provide 5,000 bikes, helmets, and locks”) and a defined beneficiary group/location context (“priority communities” and “underserved Chicagoans”), which makes it partially measurable and spatially scoped. However, it lacks any explicit deadline/year for delivery, and it reads as a program description rather than an enforceable mandate. Under the strict rule for individual policies, the missing timeline prevents a VALID rating.",Yes,No,No,Yes,No,Yes,NON-SOUND,0.4,"Quantifiable target: YES — explicit measurable output: “provide 5,000 bikes, helmets, and locks.” Timeline: NO — no deadline/year (e.g., no ‘by 2030’). Binding mechanism: NO — described as a ‘project’ and funding line item (“Low-Carbon Mobility Projects | $10 million”) without language indicating an ordinance/requirement. Spatial specificity: YES — applies in “priority communities” and targets “underserved Chicagoans” (Chicago-specific). Weak language: NO — not framed as ‘encourage/explore’; it states “will provide.” Strong language: YES — “will provide 5,000 …” includes an action verb plus hard number. STRICT VALID RULE fails because it does not meet the gold standard (timeline is missing), so overall is NON-SOUND for an individual policy statement despite having a measurable deliverable.",False
Invest in a citywide air monitoring network and partial remediation of the former Schroud Superfund site ($24 million).,Air Quality Monitoring and Land Remediation Project | $24 million | Investment in a Citywide air monitoring network and partial remediation of the former Schroud Superfund site.,individual,,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Health,Funding allocation with explicit deliverables (monitoring network and remediation).,38,individual,individual,,"The statement specifies funded activities (“investment in a citywide air monitoring network” and “partial remediation” of a named Superfund site) but does not provide any measurable outcome (e.g., number of monitors, coverage, contaminants reduced, acres remediated) or any deadline/year. Because it is budget-only plus non-quantified deliverables, it fails the strict validity rule for an individual policy.",No,No,No,Yes,No,No,NON-SOUND,0.4,Quantifiable target: No—text only states 'Investment in a Citywide air monitoring network and partial remediation...' and '$24 million' (budget is not an outcome metric). Timeline: No—no year/deadline provided. Binding mechanism: No—no ordinance/mandate/requirement language; it's an investment line item. Spatial specificity: Yes—'Citywide' and 'former Schroud Superfund site' specify where it applies. Weak language: No—does not use 'encourage/aim/explore'; it states an 'Investment in...' Strong language: No—no enforceable verbs with hard numbers (only a dollar amount). Therefore fails STRICT VALID RULE (needs both timeline and quantifiable target).,False
