policy_id,row_key,source_bundle_key,role,parent_statement,parent_row_type,policy_statement,primary_category,secondary_categories,typology_code,trace_path,atom_id,parent_row_id,is_atomized_row,is_decomposed,source_bundle_policy_statement,validation_inherited_from_bundle,rescue_disposition,rescue_confidence,primary_gate_rescued,primary_category_original,primary_category_rescue_corrected,dropped_by_climate_rescue
025,Los_Angeles_California_United_States::f9828b1ec6be5ce522f7003e,Los_Angeles_California_United_States::f9828b1ec6be5ce522f7003e,sub,"Strategy 1: Decarbonize the Energy Supply through measures including a sunset strategy for oil and gas operations, procuring zero-carbon electricity, increasing renewable energy production, increasing energy resilience, and establishing GHG requirements for new development.",structural header,Establish an Offsite GHG Reduction Program for new development to use as a GHG reduction/mitigation pathway for CAP compliance and to fund programs reducing GHG emissions in the built environment.,Mitigation,,,policy_traces/025_Establish_an_Offsite_GHG_Reduction_Program_for_new_developme.json,,,False,False,,,,,,,,
027,Los_Angeles_California_United_States::e2f82c1aac8c9e6f991f0898,Los_Angeles_California_United_States::e2f82c1aac8c9e6f991f0898,sub,"Strategy 5: Decarbonize Buildings through measures to electrify existing buildings, standardize all-electric new development, and other decarbonization actions (including embodied carbon and refrigerants).",standalone parent policy,"Measure E2: Standardize all-electric new development by adopting an ordinance requiring applicable new buildings be fully electric (no natural gas hookups), adopting ZNE ordinances by specified years, and adopting CALGreen Tier 1 standards and potential Tier 2 amendments.",Mitigation,,,policy_traces/027_Measure_E2_Standardize_all_electric_new_development_by_adopt.json,,,False,False,,,keep,0.9,True,,,False
028,Los_Angeles_California_United_States::10afb909431a471169cabf3e,Los_Angeles_California_United_States::10afb909431a471169cabf3e,sub,"Strategy 5: Decarbonize Buildings through measures to electrify existing buildings, standardize all-electric new development, and other decarbonization actions (including embodied carbon and refrigerants).",standalone parent policy,"Adopt an ordinance requiring all applicable new buildings to be fully electric with no natural gas hookups, with affordability considerations and supporting measures to defray first costs.",Mitigation,,,policy_traces/028_Adopt_an_ordinance_requiring_all_applicable_new_buildings_to.json,,,False,False,,,,,,,,
029,Los_Angeles_California_United_States::53e6f1e0c837e10a60847a68,Los_Angeles_California_United_States::53e6f1e0c837e10a60847a68,sub,"Strategy 5: Decarbonize Buildings through measures to electrify existing buildings, standardize all-electric new development, and other decarbonization actions (including embodied carbon and refrigerants).",standalone parent policy,"Adopt a ZNE ordinance for all new residential buildings built after 2025 and all new nonresidential buildings built after 2030, including renter protections and affordable housing set-aside to offset first cost.",Mitigation,,,policy_traces/029_Adopt_a_ZNE_ordinance_for_all_new_residential_buildings_buil.json,,,False,False,,,keep,0.93,True,,,False
030,Los_Angeles_California_United_States::596caecc2b3c8fb8ffbc7c3a,Los_Angeles_California_United_States::596caecc2b3c8fb8ffbc7c3a,sub,"Strategy 5: Decarbonize Buildings through measures to electrify existing buildings, standardize all-electric new development, and other decarbonization actions (including embodied carbon and refrigerants).",standalone parent policy,Adopt CALGreen Code Tier 1 green building standards and identify Tier 2 standards for potential adoption as code amendments.,Mitigation,,,policy_traces/030_Adopt_CALGreen_Code_Tier_1_green_building_standards_and_iden.json,,,False,False,,,keep,0.83,True,,,False
032,Los_Angeles_California_United_States::9fef56c8d4f28a8e5d080bea,Los_Angeles_California_United_States::9fef56c8d4f28a8e5d080bea,sub,"Strategy 2 will increase densities and diversity of land uses near transit to reduce vehicle miles traveled by coordinating land use development outcomes such as increased densities near transit, jobs-housing balance, and strategically located land uses.",structural header,"Measure T1 will increase density near High-Quality Transit Areas (HQTAs) by setting minimum and maximum dwelling unit density ranges, locating most residential and employment centers within 1 mile of an HQTA, and increasing dwelling units within HQTAs.",Mitigation,,,policy_traces/032_Measure_T1_will_increase_density_near_High_Quality_Transit_A.json,,,False,False,,,,,,,,
033,Los_Angeles_California_United_States::f268b37ea4116bc31d65dcc5,Los_Angeles_California_United_States::f268b37ea4116bc31d65dcc5,sub,"Strategy 2 will increase densities and diversity of land uses near transit to reduce vehicle miles traveled by coordinating land use development outcomes such as increased densities near transit, jobs-housing balance, and strategically located land uses.",structural header,"Measure T2 will develop land use plans to address jobs-housing balance and increase mixed use, including achieving job density targets for new nonresidential projects and requiring community plans to identify strategies to reduce jobs/housing imbalance below 20%.",Mitigation,,,policy_traces/033_Measure_T2_will_develop_land_use_plans_to_address_jobs_housi.json,,,False,False,,,keep,0.86,True,,,False
035,Los_Angeles_California_United_States::9dfa6eba3eca294f06fe4c3f,Los_Angeles_California_United_States::9dfa6eba3eca294f06fe4c3f,sub,"Strategy 3 will reduce single-occupancy vehicle trips by developing transportation networks that increase the accessibility, comfort, and convenience of active travel modes.",standalone parent policy,"Measure T3 will expand the bicycle and pedestrian network, including increasing bikeway miles by 300% by 2035 and implementing the County Bicycle Master Plan and updating pedestrian/bicycle/active transportation plans every five years.",Mitigation,,,policy_traces/035_Measure_T3_will_expand_the_bicycle_and_pedestrian_network_in.json,,,False,False,,,,,,,,
036,Los_Angeles_California_United_States::2948e53083808d2d6163524b,Los_Angeles_California_United_States::2948e53083808d2d6163524b,sub,"Strategy 3 will reduce single-occupancy vehicle trips by developing transportation networks that increase the accessibility, comfort, and convenience of active travel modes.",standalone parent policy,"Measure T4 will broaden options for transit and alternative modes by 2030 by doubling transit service hours, installing bus-only lanes and signal prioritization on major transit thoroughfares, and ensuring at least 75% of unincorporated County residents live within one-half mile of a bus or active transportation option.",Mitigation,,,policy_traces/036_Measure_T4_will_broaden_options_for_transit_and_alternative_.json,,,False,False,,,,,,,,
037,Los_Angeles_California_United_States::f338922888a39b3ccd3f75a6,Los_Angeles_California_United_States::f338922888a39b3ccd3f75a6,sub,"Strategy 3 will reduce single-occupancy vehicle trips by developing transportation networks that increase the accessibility, comfort, and convenience of active travel modes.",standalone parent policy,"Measure T5 will limit and remove parking minimums through parking supply reductions, unbundling parking costs, and implementing parking pricing to encourage park-once behavior.",Mitigation,,,policy_traces/037_Measure_T5_will_limit_and_remove_parking_minimums_through_pa.json,,,False,False,,,,,,,,
039,Los_Angeles_California_United_States::aefa6077bd5dbbe9f4f53580,Los_Angeles_California_United_States::aefa6077bd5dbbe9f4f53580,sub,"Strategy 4 will institutionalize low-carbon transportation by increasing access to charging infrastructure, installing EV charging stations, requiring new development to install EV charging, and developing incentives and requirements for existing buildings to install EV charging stations.",standalone parent policy,"Measure T6 will increase zero-emission vehicle (ZEV) market share and EV charging stations, including targets for fleetwide ZEV penetration, ZEV sales shares, total new EV charging stations, and EV charging stations at County facilities by 2030/2035/2045.",Mitigation,,,policy_traces/039_Measure_T6_will_increase_zero_emission_vehicle_ZEV_market_sh.json,,,False,False,,,,,,,,
040,Los_Angeles_California_United_States::d75345da3a9816406f3de6f3,Los_Angeles_California_United_States::d75345da3a9816406f3de6f3,sub,"Strategy 4 will institutionalize low-carbon transportation by increasing access to charging infrastructure, installing EV charging stations, requiring new development to install EV charging, and developing incentives and requirements for existing buildings to install EV charging stations.",standalone parent policy,"Measure T7 will electrify County fleet vehicles by electrifying bus and shuttle fleets by 2035, increasing County-owned light-duty ZEV shares by 2030/2035/2045, and supporting the state's goal that new light-duty fleet purchases (with exceptions) will be ZEVs.",Mitigation,,,policy_traces/040_Measure_T7_will_electrify_County_fleet_vehicles_by_electrify.json,,,False,False,,,,,,,,
041,Los_Angeles_California_United_States::7e584c038d89ffed6dcaf06d,Los_Angeles_California_United_States::7e584c038d89ffed6dcaf06d,sub,"Strategy 4 will institutionalize low-carbon transportation by increasing access to charging infrastructure, installing EV charging stations, requiring new development to install EV charging, and developing incentives and requirements for existing buildings to install EV charging stations.",standalone parent policy,"Measure T8 will accelerate freight decarbonization with ZEV targets for medium- and heavy-duty fleets and drayage, ZEV sales targets, and requirements for EV charging stations at new and existing warehouse loading docks by 2030.",Mitigation,,,policy_traces/041_Measure_T8_will_accelerate_freight_decarbonization_with_ZEV_.json,,,False,False,,,,,,,,
042,Los_Angeles_California_United_States::ae1c1c61b85d210db5965dc0,Los_Angeles_California_United_States::ae1c1c61b85d210db5965dc0,sub,"Strategy 4 will institutionalize low-carbon transportation by increasing access to charging infrastructure, installing EV charging stations, requiring new development to install EV charging, and developing incentives and requirements for existing buildings to install EV charging stations.",standalone parent policy,Measure T9 will expand use of zero-emission off-road vehicles and equipment by increasing ZEV shares for off-road fleets and for construction/agriculture/manufacturing equipment by 2030/2035/2045.,Mitigation,,,policy_traces/042_Measure_T9_will_expand_use_of_zero_emission_off_road_vehicle.json,,,False,False,,,,,,,,
