policy_id,row_key,source_bundle_key,role,parent_statement,policy_statement,primary_category,typology_code,trace_path,validation_trace_csv,validation_lookup_column,validation_lookup_value,atom_id,parent_row_id,is_atomized_row,is_decomposed,rescue_disposition,rescue_confidence,primary_gate_rescued,primary_category_original,primary_category_rescue_corrected,dropped_by_climate_rescue
014,Chile::23f534aa75ee3be3c51d84ec,Chile::23f534aa75ee3be3c51d84ec,sub,Contribution to Adaptation N°2 (A2).,"Update and expand climate vulnerability and risk studies during NDC implementation, considering gender, to inform adaptation measure design (A4).",Adaptation,,policy_traces/014_Update_and_expand_climate_vulnerability_and_risk_studies_dur.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Adaptation N°2 (A2).,,,False,False,,,,,,
015,Chile::c9ce050f472d36dfc64e6eb7,Chile::c9ce050f472d36dfc64e6eb7,sub,Contribution to Adaptation N°2 (A2).,"By 2021, develop a communal-level climate risk map platform for Chile's continental territory (A4a).",Adaptation,,policy_traces/015_By_2021_develop_a_communal_level_climate_risk_map_platform_f.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Adaptation N°2 (A2).,,,False,False,,,,,,
016,Chile::f7626f21450f28df008098ba,Chile::f7626f21450f28df008098ba,sub,Contribution to Adaptation N°2 (A2).,"By 2021, estimate the costs of inaction on climate change; by 2025, estimate costs associated with historic losses and damage (A4b).",Adaptation,,policy_traces/016_By_2021_estimate_the_costs_of_inaction_on_climate_change_by_.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Adaptation N°2 (A2).,,,False,False,,,,,,
017,Chile::e5c52afc54b3f362451cb46d,Chile::e5c52afc54b3f362451cb46d,sub,Contribution to Adaptation N°2 (A2).,"By 2025, assess nationwide climate change risk to vulnerable groups, focusing on indigenous peoples, poverty, and gender (A4c).",Adaptation,,policy_traces/017_By_2025_assess_nationwide_climate_change_risk_to_vulnerable_.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Adaptation N°2 (A2).,,,False,False,,,,,,
018,Chile::2f08bc29195ea52a1ce60201,Chile::2f08bc29195ea52a1ce60201,sub,Contribution to Adaptation N°2 (A2).,"By 2026, strengthen the monitoring and evaluation system with progress and impact indicators for all climate change adaptation instruments (A5).",Adaptation,,policy_traces/018_By_2026_strengthen_the_monitoring_and_evaluation_system_with.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Adaptation N°2 (A2).,,,False,False,,,,,,
019,Chile::e191f0ad9f2bbe9cfb800743,Chile::e191f0ad9f2bbe9cfb800743,sub,Contribution to Adaptation N°2 (A2).,Strengthen inclusion of non-governmental actors in planning and implementing adaptation measures during the NDC implementation period (A6).,Adaptation,,policy_traces/019_Strengthen_inclusion_of_non_governmental_actors_in_planning_.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Adaptation N°2 (A2).,,,False,False,,,,,,
020,Chile::410740f5684ee0bd71ed93dd,Chile::410740f5684ee0bd71ed93dd,sub,Contribution to Adaptation N°2 (A2).,"By 2025, implement and keep updated a record of adaptation actions by non-governmental actors (A6a).",Adaptation,,policy_traces/020_By_2025_implement_and_keep_updated_a_record_of_adaptation_ac.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Adaptation N°2 (A2).,,,False,False,,,,,,
021,Chile::10167722cf6bf85c78c6be12,Chile::10167722cf6bf85c78c6be12,sub,Contribution to Adaptation N°2 (A2).,"By 2030, establish public-private cooperation mechanisms to execute adaptation actions at national and local scale (A6b).",Adaptation,,policy_traces/021_By_2030_establish_public_private_cooperation_mechanisms_to_e.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Adaptation N°2 (A2).,,,False,False,,,,,,
022,Chile::8fcd56a1cacba35a23c8a052,Chile::8fcd56a1cacba35a23c8a052,sub,Contribution to Adaptation N°2 (A2).,Enhance information mechanisms to manage climate change impacts on water resources to improve resilience (A7).,Adaptation,,policy_traces/022_Enhance_information_mechanisms_to_manage_climate_change_impa.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Adaptation N°2 (A2).,,,False,False,,,,,,
023,Chile::bea7041779969a5e5bc44b96,Chile::bea7041779969a5e5bc44b96,sub,Contribution to Adaptation N°2 (A2).,"By 2025, establish a national indicator for hydrological watersheds to track water shortages and risk (A7a).",Adaptation,,policy_traces/023_By_2025_establish_a_national_indicator_for_hydrological_wate.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Adaptation N°2 (A2).,,,False,False,,,,,,
024,Chile::b61840d9e5290ecb117186db,Chile::b61840d9e5290ecb117186db,sub,Contribution to Adaptation N°2 (A2).,"By 2025, create a system to certify water consumption management levels at an organizational level through the HuellaChile Program (A7b).",Resource Efficiency,,policy_traces/024_By_2025_create_a_system_to_certify_water_consumption_managem.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Adaptation N°2 (A2).,,,False,False,keep,0.83,True,,,False
025,Chile::d30c3c6962f78cd32716ae72,Chile::d30c3c6962f78cd32716ae72,sub,Contribution to Adaptation N°2 (A2).,"By 2030, establish Watershed Strategic Plans for Water Resources Management in Chile’s 101 hydrological basins, incorporating climate change adaptation (A7c).",Adaptation,,policy_traces/025_By_2030_establish_Watershed_Strategic_Plans_for_Water_Resour.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Adaptation N°2 (A2).,,,False,False,,,,,,
026,Chile::1f4b038fe5cb51a83b9f1364,Chile::1f4b038fe5cb51a83b9f1364,sub,Contribution to Adaptation N°2 (A2).,"By 2030, inspect and register 95% of Rural Health Systems to ensure rural drinking water quality standards (A7d).",Adaptation,,policy_traces/026_By_2030_inspect_and_register_95_of_Rural_Health_Systems_to_e.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Adaptation N°2 (A2).,,,False,False,keep,0.77,True,,,False
027,Chile::4775d2d91bd546b350d38364,Chile::4775d2d91bd546b350d38364,sub,Contribution to Adaptation N°2 (A2).,"By 2030, ensure 100% of companies in the health sector implement disaster risk management plans that consider climate-change-related risks (A7e).",Adaptation,,policy_traces/027_By_2030_ensure_100_of_companies_in_the_health_sector_impleme.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Adaptation N°2 (A2).,,,False,False,,,,,,
028,Chile::5bc6e9cf745cd93dd6d81ca4,Chile::5bc6e9cf745cd93dd6d81ca4,sub,Contribution to Adaptation N°2 (A2).,"By 2030, implement 100% of the 2030 Agenda goals for the health sector (A7f).",Adaptation,,policy_traces/028_By_2030_implement_100_of_the_2030_Agenda_goals_for_the_healt.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Adaptation N°2 (A2).,,,False,False,,,,,,
029,Chile::49be9ccfc2c3ebc557e1396a,Chile::49be9ccfc2c3ebc557e1396a,sub,Contribution to Adaptation N°2 (A2).,"By 2030, require all water-related public infrastructure projects to evaluate protection of population/land (e.g., river works) and prioritize urban/rural human water consumption demands in their areas of influence (A7g).",Adaptation,,policy_traces/029_By_2030_require_all_water_related_public_infrastructure_proj.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Adaptation N°2 (A2).,,,False,False,,,,,,
030,Chile::6b626899606c4f7b2a9a5fc9,Chile::6b626899606c4f7b2a9a5fc9,sub,Contribution to Adaptation N°2 (A2).,"By 2030, reduce non-treated sewage by at least 25% (A7h).",Adaptation,,policy_traces/030_By_2030_reduce_non_treated_sewage_by_at_least_25_A7h.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Adaptation N°2 (A2).,,,False,False,reclassify,0.77,,Resource Efficiency,True,False
031,Chile::2ca2d1aa5d9e491e7ac58626,Chile::2ca2d1aa5d9e491e7ac58626,sub,Contribution to Adaptation N°2 (A2).,Strengthen nationwide capacity to adapt to climate-related risks and manage adverse effects of socio-natural disasters (A8).,Adaptation,,policy_traces/031_Strengthen_nationwide_capacity_to_adapt_to_climate_related_r.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Adaptation N°2 (A2).,,,False,False,,,,,,
032,Chile::286b8258c1d95a2e6cc7f8f3,Chile::286b8258c1d95a2e6cc7f8f3,sub,Contribution to Adaptation N°2 (A2).,"By 2021, develop guidelines on climate change effects on human mobility in Chile aligned with international instruments (A8a).",Adaptation,,policy_traces/032_By_2021_develop_guidelines_on_climate_change_effects_on_huma.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Adaptation N°2 (A2).,,,False,False,,,,,,
033,Chile::f7540dfc97f3de6bbd11c6eb,Chile::f7540dfc97f3de6bbd11c6eb,sub,Contribution to Adaptation N°2 (A2).,"By 2022, develop a specific national plan for heat-wave-associated risk variables via cross-sectoral work of the Meteorological Risk Variables Working Group (A8b).",Adaptation,,policy_traces/033_By_2022_develop_a_specific_national_plan_for_heat_wave_assoc.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Adaptation N°2 (A2).,,,False,False,,,,,,
034,Chile::69804bc9de1c0c5678909898,Chile::69804bc9de1c0c5678909898,sub,Contribution to Adaptation N°2 (A2).,"By 2025, all regions will incorporate climate change adaptation actions into Regional Disaster Risk Reduction Plans in coordination with CORECC (A8c).",Adaptation,,policy_traces/034_By_2025_all_regions_will_incorporate_climate_change_adaptati.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Adaptation N°2 (A2).,,,False,False,,,,,,
035,Chile::4783dc7854fc44037df9b41f,Chile::4783dc7854fc44037df9b41f,sub,Contribution to Adaptation N°2 (A2).,"By 2030, fully implement the National Policy for Disaster Risk Reduction 2019–2030, harmonize it with Sendai Framework, Paris Agreement and 2030 Agenda, and review it by 2023 (A8d).",Adaptation,,policy_traces/035_By_2030_fully_implement_the_National_Policy_for_Disaster_Ris.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Adaptation N°2 (A2).,,,False,False,,,,,,
037,Chile::5734932d5fa8aaadabcdb04a,Chile::5734932d5fa8aaadabcdb04a,sub,Contribution to Integration - Circular Economy N°2 (I2).,"In 2020, develop a nationally agreed Circular Economy Roadmap (2020–2040) setting short-, medium- and long-term measures to 2040 (I1).",Resource Efficiency,,policy_traces/037_In_2020_develop_a_nationally_agreed_Circular_Economy_Roadmap.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Integration - Circular Economy N°2 (I2).,,,False,False,keep,0.83,True,,,False
038,Chile::a921b683ee09fe7f74358a4d,Chile::a921b683ee09fe7f74358a4d,sub,Contribution to Integration - Circular Economy N°2 (I2).,"In 2020, develop a National Organic Waste Strategy to increase municipal organic waste recovery by returning nutrients/materials/substrates into production, contributing to adaptation and mitigation (I2).",Mitigation,,policy_traces/038_In_2020_develop_a_National_Organic_Waste_Strategy_to_increas.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Integration - Circular Economy N°2 (I2).,,,False,False,,,,,,
039,Chile::914712a937e068ace13779f6,Chile::914712a937e068ace13779f6,sub,Contribution to Integration - Circular Economy N°2 (I2).,"By 2022, establish and implement circularity metrics and indicators to monitor progress and identify contributions to mitigation and adaptation (I3).",Adaptation,,policy_traces/039_By_2022_establish_and_implement_circularity_metrics_and_indi.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Integration - Circular Economy N°2 (I2).,,,False,False,,,,,,
041,Chile::5f4ee039d20f163899e27e1f,Chile::5f4ee039d20f163899e27e1f,sub,Contribution to Integration- LULUCF Forests N°4 (I4).,"Sustainably manage and recover 200,000 hectares of native forests, delivering around 0.9–1.2 MtCO2eq annual GHG captures by 2030 (I4).",Nature-Based Solutions,,policy_traces/041_Sustainably_manage_and_recover_200000_hectares_of_native_for.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Integration- LULUCF Forests N°4 (I4).,,,False,False,,,,,,
042,Chile::28d4ccb49bba619d6f508ffe,Chile::28d4ccb49bba619d6f508ffe,sub,Contribution to Integration- LULUCF Forests N°4 (I4).,Ensure I4 forest management planning includes long-term activities to ensure permanence of forest conservation (I4a).,Nature-Based Solutions,,policy_traces/042_Ensure_I4_forest_management_planning_includes_long_term_acti.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Integration- LULUCF Forests N°4 (I4).,,,False,False,,,,,,
043,Chile::0b4237b82ea9accc9f86dd71,Chile::0b4237b82ea9accc9f86dd71,sub,Contribution to Integration- LULUCF Forests N°4 (I4).,Apply sustainable yield parameters so extractions do not exceed forest growth under I4 (I4b).,Nature-Based Solutions,,policy_traces/043_Apply_sustainable_yield_parameters_so_extractions_do_not_exc.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Integration- LULUCF Forests N°4 (I4).,,,False,False,,,,,,
044,Chile::bde9347681ab67253f25013d,Chile::bde9347681ab67253f25013d,sub,Contribution to Integration- LULUCF Forests N°4 (I4).,"Afforest 200,000 hectares, including at least 100,000 hectares of permanent forest cover and at least 70,000 hectares of native species, delivering 3.0–3.4 MtCO2eq annual captures by 2030 (I5).",Nature-Based Solutions,,policy_traces/044_Afforest_200000_hectares_including_at_least_100000_hectares_.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Integration- LULUCF Forests N°4 (I4).,,,False,False,,,,,,
045,Chile::2743d4b1fb52b278a4e36819,Chile::2743d4b1fb52b278a4e36819,sub,Contribution to Integration- LULUCF Forests N°4 (I4).,"By 2030, reduce forestry-sector emissions from degradation and deforestation of native forest by 25% relative to average 2001–2013 emissions (I6).",Nature-Based Solutions,,policy_traces/045_By_2030_reduce_forestry_sector_emissions_from_degradation_an.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Integration- LULUCF Forests N°4 (I4).,,,False,False,,,,,,
046,Chile::0f43722e663ed8b35599c59e,Chile::0f43722e663ed8b35599c59e,sub,Contribution to Integration- LULUCF Forests N°4 (I4).,"By 2025, identify peatland areas and other wetlands in a national inventory (I7).",Adaptation,,policy_traces/046_By_2025_identify_peatland_areas_and_other_wetlands_in_a_nati.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Integration- LULUCF Forests N°4 (I4).,,,False,False,,,,,,
047,Chile::d351dccaae3700edb2509a91,Chile::d351dccaae3700edb2509a91,sub,Contribution to Integration- LULUCF Forests N°4 (I4).,"By 2030, develop standardized metrics to evaluate wetlands’ (especially peatlands) adaptation/mitigation capacity and implement actions to enhance co-benefits in five pilot sites in protected areas (I8).",Nature-Based Solutions,NBS-1,policy_traces/047_By_2030_develop_standardized_metrics_to_evaluate_wetlands_es.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Integration- LULUCF Forests N°4 (I4).,,,False,False,,,,,,
049,Chile::9a5ab94f145a71b1f5ac9713,Chile::9a5ab94f145a71b1f5ac9713,sub,Contribution to Integration -Crosscutting to ecosystems N°9 (I9).,"By 2021, develop a National Plan for the Restoration of Landscapes considering restoration of 1,000,000 hectares, prioritizing the most vulnerable ecosystems (I9).",Nature-Based Solutions,,policy_traces/049_By_2021_develop_a_National_Plan_for_the_Restoration_of_Lands.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Integration -Crosscutting to ecosystems N°9 (I9).,,,False,False,,,,,,
051,Chile::c16057de5e24555bf47ee1e8,Chile::c16057de5e24555bf47ee1e8,sub,Contribution to Integration - Ocean N°11 (I11).,Establish new protected areas in under-represented marine ecoregions and in coastal wetland ecosystems to supplement the marine network (I10).,Nature-Based Solutions,,policy_traces/051_Establish_new_protected_areas_in_under_represented_marine_ec.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Integration - Ocean N°11 (I11).,,,False,False,,,,,,
052,Chile::0a746cdd4c5ad989567473ac,Chile::0a746cdd4c5ad989567473ac,sub,Contribution to Integration - Ocean N°11 (I11).,"By 2030, protect at least 10% of under-represented marine ecoregions (Humboldt, Central Chile, Araucanía and Chiloe) via participatory, science-based marine spatial planning including climate-change criteria (I10a).",Nature-Based Solutions,,policy_traces/052_By_2030_protect_at_least_10_of_under_represented_marine_ecor.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Integration - Ocean N°11 (I11).,,,False,False,,,,,,
053,Chile::0879dcac9437e21902a67642,Chile::0879dcac9437e21902a67642,sub,Contribution to Integration - Ocean N°11 (I11).,"By 2025, protect at least 20 coastal wetlands as new protected areas (I10b).",Nature-Based Solutions,NBS-1,policy_traces/053_By_2025_protect_at_least_20_coastal_wetlands_as_new_protecte.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Integration - Ocean N°11 (I11).,,,False,False,,,,,,
054,Chile::76f7c479bc39fb7ac836437a,Chile::76f7c479bc39fb7ac836437a,sub,Contribution to Integration - Ocean N°11 (I11).,"By 2030, protect at least 10 additional coastal wetlands as protected areas (I10c).",Nature-Based Solutions,NBS-1,policy_traces/054_By_2030_protect_at_least_10_additional_coastal_wetlands_as_p.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Integration - Ocean N°11 (I11).,,,False,False,,,,,,
055,Chile::7f56a872f4d8e78cfda122fb,Chile::7f56a872f4d8e78cfda122fb,sub,Contribution to Integration - Ocean N°11 (I11).,Ensure all marine protected areas created up to 2020 have management/administration plans under implementation that include climate change adaptation actions (I11).,Adaptation,,policy_traces/055_Ensure_all_marine_protected_areas_created_up_to_2020_have_ma.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Integration - Ocean N°11 (I11).,,,False,False,,,,,,
056,Chile::0852a157441346238eaa4261,Chile::0852a157441346238eaa4261,sub,Contribution to Integration - Ocean N°11 (I11).,"By 2030, ensure 100% of MPAs created between 2020 and 2025 have management/administration plans including climate change adaptation actions (I11c).",Adaptation,,policy_traces/056_By_2030_ensure_100_of_MPAs_created_between_2020_and_2025_hav.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Integration - Ocean N°11 (I11).,,,False,False,,,,,,
057,Chile::d01e25d2f331555cf5db619c,Chile::d01e25d2f331555cf5db619c,sub,Contribution to Integration - Ocean N°11 (I11).,"By 2025, implement management/administration plans for at least 40% of MPAs created before 2020 through monitoring, control, community involvement, and threat control programs (I11b).",Nature-Based Solutions,,policy_traces/057_By_2025_implement_managementadministration_plans_for_at_leas.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Integration - Ocean N°11 (I11).,,,False,False,,,,,,
058,Chile::05dc450f164a6c669f7da322,Chile::05dc450f164a6c669f7da322,sub,Contribution to Integration - Ocean N°11 (I11).,"By 2030, implement a methodology to evaluate management effectiveness for 100% of MPA management/administration plans to track mitigation and adaptation targets (I11e).",Adaptation,,policy_traces/058_By_2030_implement_a_methodology_to_evaluate_management_effec.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Integration - Ocean N°11 (I11).,,,False,False,,,,,,
059,Chile::4bda572f7f2aa0222d6920f2,Chile::4bda572f7f2aa0222d6920f2,sub,Contribution to Integration - Ocean N°11 (I11).,Assess co-benefits of ecosystems in marine protected areas for mitigation and adaptation and implement actions to strengthen these co-benefits (I12).,Nature-Based Solutions,,policy_traces/059_Assess_co_benefits_of_ecosystems_in_marine_protected_areas_f.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Integration - Ocean N°11 (I11).,,,False,False,,,,,,
060,Chile::42f174f98778a09da2f198d4,Chile::42f174f98778a09da2f198d4,sub,Contribution to Integration - Ocean N°11 (I11).,"By 2025, develop standardized metrics in three MPAs to evaluate their adaptation/mitigation capacities (I12a).",Adaptation,,policy_traces/060_By_2025_develop_standardized_metrics_in_three_MPAs_to_evalua.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Integration - Ocean N°11 (I11).,,,False,False,,,,,,
061,Chile::654a6e06f615805da4e22141,Chile::654a6e06f615805da4e22141,sub,Contribution to Integration - Ocean N°11 (I11).,"By 2030, apply monitoring and verification metrics in at least five MPAs and strengthen co-benefits in their management plans (I12b).",Adaptation,,policy_traces/061_By_2030_apply_monitoring_and_verification_metrics_in_at_leas.json,trace_initiative_policies_valid.csv,parent_statement,Contribution to Integration - Ocean N°11 (I11).,,,False,False,,,,,,
063,Chile::ee45d02efb8f1b7060b2e0cd,Chile::ee45d02efb8f1b7060b2e0cd,sub,Contribución en Medios de Implementación Creación y fortalecimiento de capacidades N°1 (IM1).,"Develop in 2020 a Capacity Development and Climate Empowerment Strategy and begin implementation in 2021 to strengthen sectoral, national and subnational capacities to meet mitigation and adaptation targets (IM1).",Adaptation,,policy_traces/063_Develop_in_2020_a_Capacity_Development_and_Climate_Empowerme.json,trace_initiative_policies_valid.csv,parent_statement,Contribución en Medios de Implementación Creación y fortalecimiento de capacidades N°1 (IM1).,,,False,False,reclassify,0.62,,Mitigation,True,False
065,Chile::c9afb35f6e15cb9c4ade0709,Chile::c9afb35f6e15cb9c4ade0709,sub,Contribution in Implementation Measures Development and transfer of technologies Nº2 (IM2).,"In 2020, present and initiate implementation of the Climate Change Technology Transfer and Development Strategy (EDTTCC) to support sustainable, resilient and carbon neutral development by 2050 (IM2).",Mitigation,,policy_traces/065_In_2020_present_and_initiate_implementation_of_the_Climate_C.json,trace_initiative_policies_valid.csv,parent_statement,Contribution in Implementation Measures Development and transfer of technologies Nº2 (IM2).,,,False,False,,,,,,
066,Chile::fc02af01c414f533849aa5a1,Chile::fc02af01c414f533849aa5a1,sub,Contribution in Implementation Measures Development and transfer of technologies Nº2 (IM2).,"By 2020, establish governance and an institutional framework for EDTTCC implementation to support mitigation and adaptation (IM2a-2020).",Adaptation,,policy_traces/066_By_2020_establish_governance_and_an_institutional_framework_.json,trace_initiative_policies_valid.csv,parent_statement,Contribution in Implementation Measures Development and transfer of technologies Nº2 (IM2).,,,False,False,,,,,,
067,Chile::14fad63507d8e2dfdaa8d241,Chile::14fad63507d8e2dfdaa8d241,sub,Contribution in Implementation Measures Development and transfer of technologies Nº2 (IM2).,"By 2025, review and evaluate the EDTTCC based on the Long-Term Climate Strategy and current climate plans (IM2a-2025).",Adaptation,,policy_traces/067_By_2025_review_and_evaluate_the_EDTTCC_based_on_the_Long_Ter.json,trace_initiative_policies_valid.csv,parent_statement,Contribution in Implementation Measures Development and transfer of technologies Nº2 (IM2).,,,False,False,,,,,,
068,Chile::56c620ff19d9f2cbd63c7a91,Chile::56c620ff19d9f2cbd63c7a91,sub,Contribution in Implementation Measures Development and transfer of technologies Nº2 (IM2).,"By 2030, evaluate and update the EDTTCC based on implementation monitoring (IM2a-2030-update).",Adaptation,,policy_traces/068_By_2030_evaluate_and_update_the_EDTTCC_based_on_implementati.json,trace_initiative_policies_valid.csv,parent_statement,Contribution in Implementation Measures Development and transfer of technologies Nº2 (IM2).,,,False,False,,,,,,
