policy_statement,verbatim_text,policy_type,parent_policy_name,section_header,sector,extraction_rationale,cluster_id,cluster_type,role,parent_statement,reasoning,has_quantifiable_target,has_timeline,has_binding_mechanism,has_spatial_specificity,weak_language_detected,strong_language_detected,validation_result,confidence_score,validation_reasoning,final_verdict
"Set new statewide energy efficiency targets of 32,000 GWh electricity demand reductions and 800 million therms natural gas reductions from business-as-usual.","This measure would set new targets for statewide annual energy demand reductions of 32,000 gigawatt hours and 800 million therms from business as usual",individual,,3.  Energy Efficiency,Energy,Quantified statewide energy-efficiency targets (specific intervention with numeric quantities).,10,individual,individual,,"The policy statement is a concrete, auditable commitment because it sets specific statewide energy demand reduction targets with numeric quantities. However, the verbatim text does not include any explicit deadline/year by which these reductions must be achieved, so it fails the “gold standard” requirement (quantifiable target + timeline). The language (“would set new targets”) is relatively strong in intent but does not itself demonstrate an enforceable mandate or binding mechanism.",Yes,No,No,Yes,Yes,No,NON-SOUND,0.4,"Quantifiable target: Yes — the text specifies numeric outcomes: ""32,000 gigawatt hours"" and ""800 million therms"" of annual energy demand reductions. Timeline: No — there is no explicit deadline/year (no ""by 2030"" etc.); it only says ""would set new targets"". Binding mechanism: No — the excerpt does not indicate an enforceable mandate/standard (e.g., ""require,"" ""shall,"" ordinance/regulation). Spatial specificity: Yes — applies to ""statewide"" targets. Weak language: Yes — phrasing is conditional/soft: ""This measure would set new targets"" (targets set, but no enforceable requirement described in the excerpt). Strong language: No — no mandatory verbs with compliance obligation and no deadline accompanying the targets. Therefore, it fails STRICT VALID RULE because has_timeline is 'No' (and weak language is present without a binding mechanism), so the policy is NON-SOUND under the strict criteria.",False
"Implement the Solar Hot Water and Efficiency Act incentive program with a goal of installing 200,000 solar water heating systems by 2017.","The Solar Hot Water and Efficiency Act of 2007 (SHWEA) authorized a ten year, $250-million incentive program for solar water heaters with a goal of promoting the installation of 200,000 systems in California by 2017.",individual,,3.  Energy Efficiency,Energy,Funded incentive program with quantified deployment goal and date.,11,individual,individual,,"The verbatim text describes an authorized (statutory) 10-year incentive program with a quantified deployment goal (“installation of 200,000 systems”) and a clear deadline (“by 2017”) with spatial scope (“in California”). This is an auditable, measurable outcome rather than a purely aspirational or study-based statement.",Yes,Yes,Yes,Yes,Yes,No,VALID,0.82,"Quantifiable target: 'installation of 200,000 systems'. Timeline: 'by 2017' (also 'ten year' program). Binding mechanism: 'The Solar Hot Water and Efficiency Act of 2007 (SHWEA) authorized' indicates statutory authorization of the incentive program. Spatial specificity: 'in California'. Weak language: uses 'a goal of promoting the installation' which is aspirational phrasing. Strong language: no explicit 'require/mandate/achieve' language; instead 'authorized' and 'goal of promoting'. STRICT VALID RULE: (1) Auditable commitment is met via an authorized incentive program tied to an installation outcome; (2) Gold standard met (timeline Yes + target Yes); (3) Although weak language is present, binding mechanism is Yes, so rule passes.",True
"Set a target of an additional 4,000 MW of installed combined heat and power (CHP) capacity by 2020 (displacing about 30,000 GWh).","This measure sets a target of an additional 4,000 MW of installed CHP capacity by 2020, enough to displace approximately 30,000 GWh of demand from other power generation sources.",individual,,3.  Energy Efficiency,Energy,Quantified capacity target with a 2020 deadline for CHP deployment.,12,individual,individual,,"The verbatim text contains an explicit, measurable deployment target (“additional 4,000 MW of installed CHP capacity”) and a clear deadline (“by 2020”), making it auditable and time-bound. The language is directive (“sets a target”) with hard numbers; it does not rely on vague encouragement. While it does not explicitly state a legally binding mechanism (e.g., mandate/ordinance), it still meets the gold-standard criteria (quantifiable target + timeline) and lacks weak language, so it qualifies as VALID under the strict rule.",Yes,Yes,No,No,No,Yes,VALID,0.82,"Quantifiable target: Yes — ""an additional 4,000 MW of installed CHP capacity"" (also includes an outcome proxy: ""displace approximately 30,000 GWh""). Timeline: Yes — ""by 2020"" provides an explicit deadline. Binding mechanism: No — text says ""sets a target"" but does not cite an enforceable mandate, ordinance, or regulatory requirement. Spatial specificity: No — no location/jurisdiction is named in the excerpt. Weak language: No — does not use ""encourage/promote/explore/aim"" without targets; it states a numeric target. Strong language: Yes — ""sets a target"" coupled with hard numbers (4,000 MW; 2020; ~30,000 GWh) indicates a concrete, measurable commitment. Strict valid rule: Passes because it is an auditable commitment with both timeline and quantifiable target, and weak language is not detected.",True
Achieve a statewide Renewables Portfolio Standard of 33% renewable electricity by 2020.,"Based on Governor Schwarzenegger's call for a statewide 33 percent RPS, the Plan anticipates that California will have 33 percent of its electricity provided by renewable resources by 2020",individual,,4.  Renewables Portfolio Standard,Energy,Clear quantified renewables share target with date.,13,individual,individual,,"The verbatim text includes a measurable outcome (33% of electricity from renewable resources) and an explicit deadline (by 2020). However, the language is anticipatory (“anticipates”) and references a “call” rather than establishing an enforceable mandate in this excerpt, so there is no clear binding mechanism shown. Despite the weak phrasing, it still meets the strict “gold standard” (quantifiable target + timeline), so it can be considered VALID, but with slightly reduced confidence due to lack of explicit enforceability in the provided text.",Yes,Yes,No,Yes,Yes,No,VALID,0.82,"Quantifiable target: Yes — ""33 percent of its electricity provided by renewable resources"". Timeline: Yes — ""by 2020"". Binding mechanism: No — excerpt cites ""Governor Schwarzenegger's call"" and ""the Plan anticipates"" without stating a requirement, mandate, statute, or enforceable regulation. Spatial specificity: Yes — applies statewide/California (""statewide""; ""California""). Weak language: Yes — ""call"" and ""anticipates"" indicate expectation rather than mandate. Strong language: No — no verbs like ""require""/""mandate"" paired with the numeric target. Strict valid rule: Passes because it is an auditable, measurable outcome with both a hard target and a deadline (gold standard). Language weakness lowers confidence, but does not overturn validity because gold standard criteria are met.",True
"Implement the Million Solar Roofs Program goal to install 3,000 MW of new solar capacity by 2017 under existing solar programs.","California has set a goal to install 3,000 megawatts (MW) of new solar capacity by 2017... Created under Senate Bill 1 (Murray, Chapter 132, Statutes of 2006), the Million Solar Roofs Program includes CPUC's California Solar Initiative and CEC's New Solar Homes Partnership",individual,,9.  Million Solar Roofs Program,Energy,Specific capacity goal with year and named program.,14,individual,individual,,"The statement is a clearly defined, auditable commitment: installing **3,000 MW** of new solar capacity with a firm deadline **by 2017**, tied to an established, statutory program (Million Solar Roofs Program created under **SB 1**). The verbatim text provides both the measurable outcome and timeline, and the statutory basis implies a binding mechanism rather than a purely aspirational plan.",Yes,Yes,Yes,Yes,No,Yes,VALID,0.9,"Quantifiable target: verbatim_text states ""a goal to install 3,000 megawatts (MW) of new solar capacity"" (measurable MW outcome). Timeline: verbatim_text includes ""by 2017"" (explicit year deadline). Binding mechanism: verbatim_text says ""Created under Senate Bill 1 (Murray, Chapter 132, Statutes of 2006)"" indicating a statutory program basis rather than voluntary action. Spatial specificity: the program is explicitly in ""California"" (jurisdiction where it applies). Weak language: although the word ""goal"" appears, it is paired with a hard numeric target and deadline under an established program; no standalone 'encourage/explore/aim' framing is present. Strong language: the commitment is to ""install 3,000 MW ... by 2017"" which is an action + hard numbers.",True
Adopt and implement goods movement measures including ship electrification at ports and additional efficiency measures for goods movement activities.,"Implement adopted regulations for the use of shore power for ships at berth. Improve efficiency in goods movement activities... ARB has already adopted a regulation to require ship electrification at ports... ARB is proposing to develop and implement additional measures to reduce greenhouse gas emissions due to goods movement from trucks, ports and other related facilities.",individual,,8.  Goods Movement,Transport,Concrete regulatory/implementation actions (shore power regulation + additional measures).,15,individual,individual,,"The statement references implementing an already adopted regulation requiring shore power/ship electrification at ports, which suggests a binding mechanism exists. However, the excerpt provides no explicit timeline (year/deadline) and no quantifiable outcome target (e.g., % of berths electrified, MW of shore power, emissions reductions by X date). It also includes weak/procedural language (“proposing to develop”) for additional measures. Under the strict rule for individual policies, missing both timeline and quantifiable target makes it NON-SOUND with low confidence.",No,No,Yes,Yes,Yes,No,NON-SOUND,0.4,"Quantifiable target: No hard numbers or measurable outcomes are stated; text says 'reduce greenhouse gas emissions' and 'improve efficiency' but provides no %/tons/MW/coverage metric. Timeline: No explicit deadline/year; phrases like 'Implement adopted regulations' and 'is proposing to develop and implement' do not include a date. Binding mechanism: Yes; text says 'ARB has already adopted a regulation to require ship electrification at ports' and references 'regulations for the use of shore power for ships at berth.' Spatial specificity: Yes; applies 'at ports' and 'ships at berth' (location-specific). Weak language: Yes; 'ARB is proposing to develop and implement additional measures' is exploratory without targets/dates. Strong language: No; while 'require' appears, it is not paired in the excerpt with hard numbers or a compliance deadline. STRICT VALID RULE: fails gold standard because has_timeline='No' and has_quantifiable_target='No', therefore NON-SOUND.",False
Adopt medium- and heavy-duty vehicle efficiency measures including aerodynamic efficiency retrofits and hybridization.,"Adopt medium and heavy-duty vehicle efficiency measures... Requiring retrofits to improve the fuel efficiency of heavy-duty trucks could include a requirement for devices that reduce aerodynamic drag and rolling resistance. In addition, hybridization of medium- and heavy-duty vehicles would also reduce greenhouse gas emissions",individual,,10.  Medium/Heavy-Duty Vehicles,Transport,Specific interventions (retrofits; hybridization) presented as recommended measures.,16,individual,individual,,"The statement describes potential efficiency interventions (aerodynamic/rolling-resistance devices and hybridization) and uses suggestive language (“could include,” “would also reduce”) without specifying a measurable outcome (e.g., % efficiency improvement, number of trucks retrofitted) or a deadline. While it contains a hint of a requirement (“Requiring retrofits…”), the verbatim text does not clearly establish an adopted, enforceable mandate, nor where it applies. Under the strict rule for individual policies, it is NON-SOUND due to missing timeline and quantifiable target and predominantly weak/non-committal phrasing.",No,No,No,No,Yes,No,NON-SOUND,0.35,"Quantifiable target: No. The text mentions measures but no measurable outcome/metric (no %, number of vehicles, mpg improvement, etc.). Evidence: 'could include a requirement for devices that reduce aerodynamic drag and rolling resistance' and 'hybridization ... would also reduce greenhouse gas emissions' (no numbers).
Timeline: No. No explicit deadline/year is provided anywhere in the verbatim text.
Binding mechanism: No. Although it references 'Requiring retrofits', it is framed hypothetically ('could include') and does not cite an enacted ordinance/standard/regulation or clearly state a mandatory requirement is being adopted.
Spatial specificity: No. No jurisdiction or applicability scope is stated (e.g., citywide, fleet-specific, corridor-specific).
Weak language: Yes. Evidence: 'could include' and 'would also reduce' indicate suggestive/conditional framing rather than a firm commitment.
Strong language: No. No hard-number requirement like 'require X% by YEAR' is present.
STRICT VALID RULE: Fails gold standard because has_timeline='No' and has_quantifiable_target='No', so result is NON-SOUND.",False
Require major industrial facilities to conduct energy efficiency and co-benefits audits via regulation to identify cost-effective GHG and co-pollutant reduction opportunities.,"ARB would implement this measure through a regulation, requiring each facility to conduct an energy efficiency audit of individual combustion and other direct sources of greenhouse gases within the facility to determine the potential reduction opportunities, including criteria air pollutants and toxic air contaminants.",individual,,11.  Industrial Emissions,Industry,"Regulatory requirement for audits is a specific intervention, even though reduction amount is TBD.",17,individual,individual,,"This is an auditable commitment because it specifies a regulatory requirement (“through a regulation, requiring each facility to conduct… an energy efficiency audit”) and a clear deliverable (completion of audits covering direct GHG sources and identifying reduction opportunities, including co-pollutants). However, it lacks (1) an explicit timeline/deadline for when audits must be completed and (2) a quantifiable outcome target (e.g., % GHG reduction, number/percent of facilities audited by a given year). Under the strict rule for individual policies, missing either timeline or quantifiable target makes it NON-SOUND.",No,No,Yes,No,No,Yes,NON-SOUND,0.4,"Quantifiable target: No. The text requires audits but provides no measurable outcome (e.g., % reduction, number of facilities audited) and no numeric performance standard. Evidence: ""requiring each facility to conduct an energy efficiency audit... to determine the potential reduction opportunities"" (identification only, not quantified results).
Timeline: No. No year/deadline is stated for completing audits or implementing the regulation.
Binding mechanism: Yes. Evidence: ""implement this measure through a regulation, requiring each facility to conduct"" indicates an enforceable mandate.
Spatial specificity: No. The text does not specify a geography/jurisdiction (e.g., statewide, specific districts); it only refers generally to ""each facility.""
Weak language: No. The key action is mandatory rather than suggestive.
Strong language: Yes. Evidence: ""through a regulation, requiring each facility to conduct"" is directive/mandatory.
Strict valid rule check: Fails gold standard because has_timeline='No' AND has_quantifiable_target='No'; therefore validation_result is NON-SOUND regardless of binding mechanism.",False
"Develop and implement measures to reduce methane emissions from oil and gas production and gas transmission through leak detection, process modifications, equipment retrofits, new equipment, and best management practices.","Two measures would be developed to reduce methane emissions in the oil and gas production and gas transmission processes from leaks and incomplete combustion of methane (used as fuel). These measures would include improved leak detection, process modifications, equipment retrofits, installation of new equipment, and best management practices.",individual,,11.  Industrial Emissions,Industry,Explicit commitment to develop measures with named intervention types targeting fugitive methane.,18,individual,individual,,"The statement describes an intention to develop measures to reduce methane emissions and lists possible intervention types (leak detection, retrofits, new equipment, BMPs). However, the verbatim text provides no measurable outcome (e.g., % methane reduction, number of sites covered) and no deadline/year for implementation. It is also framed as “would be developed,” which is non-binding and process-oriented rather than an auditable commitment with clear deliverables and timelines. Therefore, it fails the strict validity rule for individual policies.",No,No,No,No,Yes,No,NON-SOUND,0.4,"Quantifiable target: No; the text mentions reducing methane and lists actions but provides no measurable outcome (no %, no volume, no number of facilities). Evidence: ""measures would be developed to reduce methane emissions"" and ""would include improved leak detection..."". Timeline: No; there is no explicit year/deadline—only future/conditional language (""would be developed""). Binding mechanism: No; no ordinance/mandate/requirement is stated—only development of measures. Spatial specificity: No; no geographic scope is provided (no city/state/basin/system coverage). Weak language: Yes; conditional/process framing appears via ""would be developed"" and ""would include"" without enforceable commitments. Strong language: No; there are no mandatory verbs paired with hard numbers. Under the STRICT VALID RULE, the policy is NON-SOUND because it lacks both a timeline and a quantifiable target, and uses non-binding language.",False
Adopt refinery measures to limit GHG emissions from refinery flares (while preserving safety flaring) and remove the fugitive methane exemption in most refinery VOC regulations.,Two measures would be developed for oil refineries. The first would limit the greenhouse gas emissions from refinery flares while preserving flaring as needed for safety reasons. The second would remove the current fugitive methane exemption in most refinery Volatile Organic Compounds (VOC) regulations.,individual,,11.  Industrial Emissions,Industry,Specific planned refinery regulatory changes.,19,individual,individual,,"The statement describes two regulatory measures for oil refineries (flare GHG limits; removal of a fugitive methane exemption in VOC rules). However, the text provides no explicit numeric emissions limit/percentage reduction and no deadline/year for adoption or compliance. It is an auditable type of action (a rulemaking/change in regulations), but it is not measurable against a quantified outcome or timeline as written, so it fails the strict “gold standard” validity criteria.",No,No,No,Yes,Yes,No,NON-SOUND,0.4,"Quantifiable target: No, because the text says only it 'would limit the greenhouse gas emissions from refinery flares' and 'would remove the current fugitive methane exemption' but provides no numeric limit, % reduction, or compliance threshold.
Timeline: No, because there is no year/deadline; only 'would be developed'.
Binding mechanism: No, because it describes measures being developed but does not state adoption/enactment of a regulation/standard (e.g., 'shall require', 'mandate', 'rule adopted').
Spatial specificity: Yes, because it specifies the affected sources/where it applies: 'oil refineries' and 'refinery flares' and 'most refinery VOC regulations'.
Weak language: Yes, due to non-committal phrasing like 'would be developed' without a deadline or quantified outcome.
Strong language: No, because there are no hard numbers or explicit mandatory compliance terms tied to measurable targets.
Overall: Fails STRICT VALID RULE because has_timeline='No' and has_quantifiable_target='No'.",False
"Support implementation of a statewide high speed rail system, with Phase 1 first year of service projected for 2020 contingent on voter approval (Proposition 1A).","Support implementation of a high speed rail system... For Phase 1 of the HSR, between San Francisco and Anaheim, 2020 is projected to be the first year of service... HSR implementation is dependent on voter approval, and the 'Safe, Reliable High-Speed Passenger Train Bond Act for the 21st Century' will appear on the November 2008 ballot as Proposition 1A.",individual,,12.  High Speed Rail,Transport,Government support commitment for a major transport project with a stated service timeline (conditional but explicit).,20,individual,individual,,"The statement is about supporting implementation of a statewide high-speed rail system and includes an explicit projected service year (2020) and a defined Phase 1 corridor (San Francisco–Anaheim). However, it does not include a quantifiable outcome target (e.g., miles built, % mode shift, ridership, emissions reductions). The timeline is also explicitly contingent on voter approval, and the language is primarily supportive rather than binding/mandatory. Under the strict rule for individual policies, lack of a quantifiable target makes it NON-SOUND.",No,Yes,No,Yes,Yes,No,NON-SOUND,0.4,"Quantifiable target: No. The text states 'Support implementation of a high speed rail system' and '2020 is projected to be the first year of service' but provides no measurable outcome such as miles of track, funding deployed as an outcome, ridership, or emissions reductions. Timeline: Yes, because it specifies '2020 is projected to be the first year of service.' Binding mechanism: No, because the policy wording is 'Support implementation' and notes 'HSR implementation is dependent on voter approval' with Proposition 1A appearing on the ballot; this indicates contingency rather than an enacted mandate/requirement. Spatial specificity: Yes, because it specifies Phase 1 'between San Francisco and Anaheim' (and refers to a statewide system). Weak language: Yes, due to 'Support implementation' and the conditionality 'dependent on voter approval.' Strong language: No; there are no mandate/require/achieve-type directives with hard numbers. STRICT VALID RULE fails because it does not meet the gold standard (has_quantifiable_target='No', even though has_timeline='Yes').",False
"Expand use of green building practices and implement statewide green building standards, including anticipated adoption of a mandatory commercial green building code in 2011.","In July 2008, the California Building Standards Commission (CBSC) adopted the Green Building Standards Code (GBSC) for all new construction in the state. While the current version of the commercial green building code is voluntary, CBSC anticipates adopting a mandatory code in 2011 which will institute minimum environmental performance standards for all occupancies.",individual,,13.  Green Building Strategy,Buildings,Concrete code adoption and planned shift to mandatory code with a date.,21,individual,individual,,"The verbatim text documents an adopted statewide Green Building Standards Code for all new construction and notes an anticipated (not yet adopted) shift to a mandatory commercial code in 2011. This provides strong spatial specificity (statewide) and a timeline (2011), and it indicates a binding mechanism for the already-adopted code (a state building standards code). However, it does not include a quantifiable, measurable outcome (e.g., % energy reduction, emissions reduction, or number of buildings) and the “anticipates adopting” language is weak/conditional for the mandatory portion. Under the strict rule for an individual policy, lack of a quantifiable target prevents VALID.",No,Yes,Yes,Yes,Yes,No,NON-SOUND,0.4,"Quantifiable target: No—text mentions 'minimum environmental performance standards' but provides no measurable metric (no % reduction, kWh, emissions, counts). Timeline: Yes—'anticipates adopting a mandatory code in 2011'. Binding mechanism: Yes—'adopted the Green Building Standards Code (GBSC) for all new construction in the state' indicates an official building standards code adoption (enforceable mechanism) at least for the GBSC. Spatial specificity: Yes—'for all new construction in the state' (statewide California). Weak language: Yes—'CBSC anticipates adopting a mandatory code in 2011' is conditional. Strong language: No—no hard-number requirements or explicit 'require X%' type mandate is quoted. Strict rule: fails because has_quantifiable_target='No' (gold standard not met), so result is NON-SOUND; confidence capped at 0.4.",False
Require new State buildings to meet LEED-NC Gold and retrofit existing State buildings to LEED-EB Silver equivalent; require new schools to meet CHPS 2009 and modernized schools seeking funds to meet CHPS 2009.,The State of California will set an example by requiring all new State buildings to exceed existing Green Building Initiative energy goals and achieve nationally-recognized building sustainability standards such as Leadership in Energy and Environmental Design - New Construction (LEED-NC) 'Gold' certification. Existing State buildings would also be retrofitted to achieve higher standards equivalent to LEED-EB for existing buildings (EB) 'Silver.' All new schools should be required to meet the Collaborative for High Performance Schools (CHPS) 2009 criteria. Existing schools applying for modernization funds should also be required to meet CHPS 2009 criteria.,individual,,13.  Green Building Strategy,Buildings,Specific procurement/building performance requirements for government buildings and schools.,22,individual,individual,,"The statement describes clear requirements for new state buildings (LEED-NC Gold), existing state buildings (retrofit to LEED-EB Silver equivalent), and schools (meet CHPS 2009, including as a condition for modernization funds). These are auditable performance standards and use strong “requiring/required” language, implying a binding mechanism. However, the excerpt provides no explicit deadline/year by which compliance must be achieved, so it fails the strict “gold standard” requirement (timeline + quantifiable target). While certification levels are measurable, without a timeline the policy is NON-SOUND under the provided rule.",Yes,No,Yes,Yes,No,Yes,NON-SOUND,0.4,"Quantifiable target: YES — measurable certification/criteria levels are specified: ""achieve ... LEED-NC 'Gold' certification"", ""retrofitted to achieve ... equivalent to LEED-EB ... 'Silver'"", and ""required to meet ... CHPS 2009 criteria"".
Timeline: NO — no explicit deadline/year (e.g., 'by 2030') appears; terms like ""will"" and ""would"" are not dated.
Binding mechanism: YES — enforceable-style language is used: ""requiring all new State buildings"", ""should be required"", and ""applying for modernization funds should also be required"" (conditionality tied to funding strengthens enforceability).
Spatial specificity: YES — applies to ""State of California"" and ""all new State buildings"" / ""schools"" (jurisdiction and covered building types are specified).
Weak language: NO — although ""would"" appears for existing state buildings, the overall framing is requirements rather than encouragement.
Strong language: YES — ""requiring"" / ""required"" paired with concrete standards (LEED Gold/Silver, CHPS 2009).
Overall: Fails STRICT VALID RULE because has_timeline='No' (gold standard requires both timeline and quantifiable target), therefore NON-SOUND. Confidence capped at 0.4 due to missing timeline.",False
"Adopt measures to reduce high global warming potential gases, including establishing an upstream mitigation fee on the use of high-GWP gases to reflect their climate impact and encourage alternatives and reduced losses.","ARB is also proposing to establish an upstream mitigation fee on the use of high GWP gases... An upstream fee would ensure that the climate impact of these substances is reflected in the total cost of the product, encouraging reduced use and end-of-life losses, as well as the development of alternatives.",individual,,14.  High Global Warming Potential Gases,F-Gases,Clear proposed economic instrument (fee) tied to specific pollutant class with intended behavioral effect.,23,individual,individual,,"The statement describes a proposed upstream mitigation fee on high-GWP gases intended to internalize climate impacts and encourage reduced use and losses. However, the verbatim text uses proposal language (“proposing”) and does not specify a fee level, emission reduction target, coverage threshold, compliance requirements, enforcement mechanism, geography, or an implementation date. As written, it is an instrument concept rather than an auditable, time-bound, measurable policy commitment.",No,No,No,No,Yes,No,NON-SOUND,0.3,"Quantifiable target: No measurable outcome is stated (no % reduction, fee rate, cap, coverage share). Evidence: text only says it would ""encourag[e] reduced use and end-of-life losses"" and ""development of alternatives"" without numbers. Timeline: No explicit date/deadline/year provided; evidence: no 'by YYYY' or effective date language present. Binding mechanism: Not shown as adopted/required/enforceable; evidence: ""ARB is also proposing to establish"" indicates a proposal, not a mandate or enacted regulation. Spatial specificity: No jurisdictional scope stated in the provided excerpt (e.g., statewide/California/etc.); evidence: excerpt contains no location terms. Weak language: Yes; evidence: ""proposing"" and ""encouraging"". Strong language: No; there is no 'require/mandate' paired with hard numbers. STRICT VALID RULE fails because has_timeline='No' and has_quantifiable_target='No', and weak language is present without a binding mechanism.",False
"Implement recycling and waste measures to reduce landfill methane and increase waste diversion, composting, commercial recycling, and move toward zero-waste, including a discrete early action on landfill methane control.","Reduce methane emissions at landfills. Increase waste diversion, composting, and commercial recycling. Move toward zero-waste... ARB is working closely with the California Integrated Waste Management Board (CIWMB) to develop a Discrete Early Action measure for landfill methane control",individual,,15.  Recycling and Waste,Waste,Specific sectoral measures including a named discrete early action to control landfill methane.,24,individual,individual,,"The statement identifies intended actions in the waste sector (reduce landfill methane, increase diversion/composting/recycling, move toward zero-waste) and mentions development of a “Discrete Early Action measure,” but it does not provide any measurable outcome (e.g., % diversion, tons methane reduced) or any explicit deadline/year. The language is largely aspirational (“increase,” “move toward,” “develop”) and does not clearly indicate a binding mandate or adopted regulation.",No,No,No,No,Yes,No,NON-SOUND,0.4,"Quantifiable target: No. The text includes directional goals—""Reduce methane emissions at landfills"" and ""Increase waste diversion, composting, and commercial recycling"" and ""Move toward zero-waste""—but provides no measurable metrics (no %, tons, facilities, or similar).
Timeline: No. There is no explicit date/deadline/year; ""Discrete Early Action"" is not a timestamp.
Binding mechanism: No. The text states ""ARB is working closely... to develop"" a measure, which indicates planning/development rather than an adopted enforceable mandate.
Spatial specificity: No. While it references landfills and California agencies (ARB, CIWMB), it does not specify a jurisdictional scope such as ""statewide"" or a defined area of application.
Weak language: Yes. Phrases like ""Increase..."" ""Move toward..."" and ""to develop"" indicate aspirational or process-oriented intent without enforceable, measurable commitments.
Strong language: No. No mandatory verbs (e.g., require/mandate) paired with hard numbers are present.
STRICT VALID RULE check: Fails gold standard because has_timeline='No' and has_quantifiable_target='No', therefore NON-SOUND.",False
"Maintain at least 5 MMTCO2E of forest-sector sequestration through sustainable management practices, including reducing catastrophic wildfire risk and avoiding/mitigating land-use changes that reduce carbon storage.","The 2020 Proposed Scoping Plan target for California's forest sector is to maintain the current 5 MMTCO2E of sequestration through sustainable management practices, including reducing the risk of catastrophic wildfire, and the avoidance or mitigation of land-use changes that reduce carbon storage.",individual,,16.  Sustainable Forests,Forestry and land use,Quantified sequestration maintenance target tied to specific strategies.,25,individual,individual,,"The statement contains a quantifiable outcome (“maintain the current 5 MMTCO2E of sequestration”) and specifies the relevant jurisdiction/sector context (California’s forest sector). However, it does not include an explicit deadline/year by which the target must be achieved or maintained, and the language is framed as a “target” rather than an enforceable mandate. Under the strict rule for individual policies, missing an explicit timeline makes it NON-SOUND.",Yes,No,No,Yes,Yes,No,NON-SOUND,0.4,"Quantifiable target: Present — verbatim text says ""maintain the current 5 MMTCO2E of sequestration."" Timeline: Not present — no explicit year/deadline (e.g., 'by 2030') is stated; it is only described as a ""2020 Proposed Scoping Plan target"" without a completion/maintenance date. Binding mechanism: Not indicated — no terms such as ordinance/mandate/requirement or enforceable regulatory language; it is framed as a ""target."" Spatial specificity: Present — ""California's forest sector"" specifies where/what jurisdiction it applies to. Weak language: Present — the phrase ""Proposed Scoping Plan target"" indicates aspirational intent rather than enforceable commitment. Strong language: Absent — no mandatory verbs with hard compliance requirements. STRICT VALID RULE fails because has_timeline='No' even though a quantifiable target exists.",False
"Implement water-sector measures to improve water use efficiency, recycling, and system energy efficiency, and recommend a public goods charge on water to fund actions that improve water and energy efficiency and reduce GHG emissions.",Six greenhouse gas emission reduction measures are proposed for the Water sector... ARB recommends a public goods charge for funding investments in water management actions that improve water and energy efficiency and reduce GHG emissions.,individual,,17.  Water,Water,Explicit recommendation of a funding mechanism (public goods charge) and proposed measures in the water sector.,26,individual,individual,,"The statement and supporting text describe proposed/recommended measures and a recommended funding mechanism (a public goods charge), but they do not specify any measurable outcomes (e.g., % efficiency gains, volume recycled, GHG reductions) or any deadline/year. The language is largely recommendatory (“proposed,” “recommends”) and does not indicate an enforceable mandate. Under the strict individual-policy rule, lack of both a timeline and a quantifiable target makes it NON-SOUND.",No,No,No,No,Yes,No,NON-SOUND,0.4,"Quantifiable target: No—verbatim text mentions general aims ('improve water and energy efficiency and reduce GHG emissions') but provides no measurable outcome (no %, volumes, MWh, or tCO2e). Timeline: No—no deadline or year is stated. Binding mechanism: No—text says 'measures are proposed' and 'ARB recommends a public goods charge', which indicates recommendation rather than an enforceable mandate/ordinance/code. Spatial specificity: No—no location or applicability scope (e.g., statewide, citywide, specific districts) is named in the provided text. Weak language: Yes—'proposed' and 'recommends' are explicitly used. Strong language: No—no mandatory verbs coupled with hard numbers appear. Because the policy lacks both a timeline and a quantifiable target, it fails the gold-standard requirement and is NON-SOUND; confidence capped at 0.4 per rules.",False
"Encourage near-term voluntary investment in manure digesters to capture methane at dairies, and at the five-year Scoping Plan update decide whether to make the program mandatory for large dairies by 2020.","In the near-term, encourage investment in manure digesters and at the five-year Scoping Plan update determine if the program should be made mandatory by 2020.",individual,,18.  Agriculture,Agriculture,Specific action pathway with a decision point and potential future mandate by 2020.,27,individual,individual,,"The text describes an interim voluntary encouragement (“encourage investment in manure digesters”) and a future decision point (“determine if the program should be made mandatory by 2020”) rather than a present, auditable commitment with a measurable outcome. It includes a timeline reference (“by 2020”) but does not specify any quantifiable target (e.g., number of digesters, % methane captured, participating dairies). The language is predominantly weak (“encourage”, “determine if … should”), and there is no binding mechanism actually enacted in the statement—only a possibility of a future mandate.",No,Yes,No,No,Yes,No,NON-SOUND,0.4,"Quantifiable target: No—verbatim text provides no measurable outcome (only 'encourage investment in manure digesters'), and no numbers, coverage, or emissions-reduction quantity. Timeline: Yes—explicit deadline appears in 'mandatory by 2020.' Binding mechanism: No—there is no enacted requirement; it says 'determine if the program should be made mandatory,' which is a future possibility rather than a present mandate. Spatial specificity: No—no location/jurisdiction is specified beyond generic context; 'dairies' is not a defined geographic scope. Weak language: Yes—uses 'encourage' and 'determine if ... should,' indicating non-binding intent/process. Strong language: No—no 'require/mandate/achieve' paired with hard numbers; 'mandatory by 2020' is conditional (depends on a later determination) and lacks numeric target. Under the strict rule, it fails the gold standard because has_quantifiable_target='No', and also lacks a current binding mechanism while using weak language.",False
