policy_id,row_key,source_bundle_key,role,parent_statement,policy_statement,primary_category,typology_code,trace_path,validation_trace_csv,validation_lookup_column,validation_lookup_value,atom_id,parent_row_id,is_atomized_row,is_decomposed,rescue_disposition,rescue_confidence,primary_gate_rescued,primary_category_original,primary_category_rescue_corrected,dropped_by_climate_rescue
011,Waterloo_Ontario_Canada::54b2a4e1335d47fb5f6ca7dc,Waterloo_Ontario_Canada::54b2a4e1335d47fb5f6ca7dc,sub,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",Assess training needs for staff to ensure informed response to extreme weather events.,Adaptation,,policy_traces/011_Assess_training_needs_for_staff_to_ensure_informed_response_.json,trace_initiative_policies_valid.csv,parent_statement,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",,,False,False,,,,,,
012,Waterloo_Ontario_Canada::06c66b7eaaee45b54e0e8b17,Waterloo_Ontario_Canada::06c66b7eaaee45b54e0e8b17,sub,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",Ensure climate change considerations are incorporated into the City's Hazard Identification and Risk Assessment tool as part of the annual review process and training.,Adaptation,,policy_traces/012_Ensure_climate_change_considerations_are_incorporated_into_t.json,trace_initiative_policies_valid.csv,parent_statement,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",,,False,False,,,,,,
013,Waterloo_Ontario_Canada::fd1e9bf1601c0118f9df2f27,Waterloo_Ontario_Canada::fd1e9bf1601c0118f9df2f27,sub,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",Upsize storm sewers to current standards as part of renewal (where possible).,Adaptation,,policy_traces/013_Upsize_storm_sewers_to_current_standards_as_part_of_renewal_.json,trace_initiative_policies_valid.csv,parent_statement,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",,,False,False,,,,,,
014,Waterloo_Ontario_Canada::681d7fd08418eff2d508f2d9,Waterloo_Ontario_Canada::681d7fd08418eff2d508f2d9,sub,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",Establish a process for reviewing localized climate projections at regular time intervals.,Adaptation,,policy_traces/014_Establish_a_process_for_reviewing_localized_climate_projecti.json,trace_initiative_policies_valid.csv,parent_statement,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",,,False,False,,,,,,
015,Waterloo_Ontario_Canada::5246f8d1d95da9ae1c8301fd,Waterloo_Ontario_Canada::5246f8d1d95da9ae1c8301fd,sub,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",Provide training to staff to ensure climate change impacts and risks are considered as part of the Project Management Manual's risk management framework.,Adaptation,,policy_traces/015_Provide_training_to_staff_to_ensure_climate_change_impacts_a.json,trace_initiative_policies_valid.csv,parent_statement,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",,,False,False,,,,,,
016,Waterloo_Ontario_Canada::6ca9b488994113b89e7590ec,Waterloo_Ontario_Canada::6ca9b488994113b89e7590ec,sub,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.","Incorporate climate change considerations into the City's approach to asset management and provide training to staff as required (e.g. lifecycle costing, asset level of service, accelerated deterioration rates).",Adaptation,,policy_traces/016_Incorporate_climate_change_considerations_into_the_Citys_app.json,trace_initiative_policies_valid.csv,parent_statement,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",,,False,False,,,,,,
017,Waterloo_Ontario_Canada::c19d44a8396b0a54bc681376,Waterloo_Ontario_Canada::c19d44a8396b0a54bc681376,sub,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.","Develop an Urban Forest Strategy, including a canopy target.",Adaptation,,policy_traces/017_Develop_an_Urban_Forest_Strategy_including_a_canopy_target.json,trace_initiative_policies_valid.csv,parent_statement,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",,,False,False,,,,,,
018,Waterloo_Ontario_Canada::1decdacbc76d2ccca025804d,Waterloo_Ontario_Canada::1decdacbc76d2ccca025804d,sub,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",Review the canopy cover mapping protocol and identify tree deficit areas.,Adaptation,,policy_traces/018_Review_the_canopy_cover_mapping_protocol_and_identify_tree_d.json,trace_initiative_policies_valid.csv,parent_statement,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",,,False,False,,,,,,
019,Waterloo_Ontario_Canada::63199baa3ed448f26205d707,Waterloo_Ontario_Canada::63199baa3ed448f26205d707,sub,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",Update the Emergency Forestry Plan.,Adaptation,,policy_traces/019_Update_the_Emergency_Forestry_Plan.json,trace_initiative_policies_valid.csv,parent_statement,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",,,False,False,keep,0.9,True,,,False
020,Waterloo_Ontario_Canada::e88a9a321075f08d44c0378c,Waterloo_Ontario_Canada::e88a9a321075f08d44c0378c,sub,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",Continue to incorporate City-owned green infrastructure into the Asset Management Plan.,Adaptation,,policy_traces/020_Continue_to_incorporate_City_owned_green_infrastructure_into.json,trace_initiative_policies_valid.csv,parent_statement,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",,,False,False,,,,,,
021,Waterloo_Ontario_Canada::37606fc024920086ddd7e234,Waterloo_Ontario_Canada::37606fc024920086ddd7e234,sub,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",Review existing regulatory floodplain mapping and prioritize opportunities for updates.,Adaptation,,policy_traces/021_Review_existing_regulatory_floodplain_mapping_and_prioritize.json,trace_initiative_policies_valid.csv,parent_statement,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",,,False,False,,,,,,
022,Waterloo_Ontario_Canada::f3c273e6229f99e0fb9bacae,Waterloo_Ontario_Canada::f3c273e6229f99e0fb9bacae,sub,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",Map areas prone to urban flooding and model scenarios.,Adaptation,,policy_traces/022_Map_areas_prone_to_urban_flooding_and_model_scenarios.json,trace_initiative_policies_valid.csv,parent_statement,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",,,False,False,,,,,,
023,Waterloo_Ontario_Canada::c96408d9fbf029c2c198cbb0,Waterloo_Ontario_Canada::c96408d9fbf029c2c198cbb0,sub,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",Review protocols for inspecting creeks and stormwater infrastructure to minimize flood risks.,Adaptation,,policy_traces/023_Review_protocols_for_inspecting_creeks_and_stormwater_infras.json,trace_initiative_policies_valid.csv,parent_statement,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",,,False,False,,,,,,
024,Waterloo_Ontario_Canada::210ef18892fb0358127bb64a,Waterloo_Ontario_Canada::210ef18892fb0358127bb64a,sub,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",Increase public education on clearing catch basins.,Adaptation,,policy_traces/024_Increase_public_education_on_clearing_catch_basins.json,trace_initiative_policies_valid.csv,parent_statement,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",,,False,False,,,,,,
025,Waterloo_Ontario_Canada::2696d07c5f7c8b452d9c463c,Waterloo_Ontario_Canada::2696d07c5f7c8b452d9c463c,sub,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",Investigate the feasibility of a sump pump disconnection program.,Adaptation,,policy_traces/025_Investigate_the_feasibility_of_a_sump_pump_disconnection_pro.json,trace_initiative_policies_valid.csv,parent_statement,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",,,False,False,keep,0.86,True,,,False
026,Waterloo_Ontario_Canada::c610b7da434a19ae9ce9b249,Waterloo_Ontario_Canada::c610b7da434a19ae9ce9b249,sub,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",Investigate the feasibility of a backwater valve program.,Adaptation,,policy_traces/026_Investigate_the_feasibility_of_a_backwater_valve_program.json,trace_initiative_policies_valid.csv,parent_statement,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",,,False,False,keep,0.86,True,,,False
027,Waterloo_Ontario_Canada::cfcdb6ab02c9ae5030df8db5,Waterloo_Ontario_Canada::cfcdb6ab02c9ae5030df8db5,sub,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",Complete and implement the Stormwater Management Master Plan.,Adaptation,,policy_traces/027_Complete_and_implement_the_Stormwater_Management_Master_Plan.json,trace_initiative_policies_valid.csv,parent_statement,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",,,False,False,,,,,,
028,Waterloo_Ontario_Canada::c7a86df78f8903c8c17530ea,Waterloo_Ontario_Canada::c7a86df78f8903c8c17530ea,sub,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",Review and upgrade flood proofing measures in City-owned buildings in the regulatory floodplain where possible.,Adaptation,,policy_traces/028_Review_and_upgrade_flood_proofing_measures_in_City_owned_bui.json,trace_initiative_policies_valid.csv,parent_statement,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",,,False,False,,,,,,
029,Waterloo_Ontario_Canada::4e3a37fae60efccd4197e0ec,Waterloo_Ontario_Canada::4e3a37fae60efccd4197e0ec,sub,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",Undertake business continuity planning and training to identify and plan for the City's essential and secondary services.,Adaptation,,policy_traces/029_Undertake_business_continuity_planning_and_training_to_ident.json,trace_initiative_policies_valid.csv,parent_statement,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",,,False,False,,,,,,
030,Waterloo_Ontario_Canada::82bdb07b675685a130349d16,Waterloo_Ontario_Canada::82bdb07b675685a130349d16,sub,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",Review practices around back-up power generation and ensure critical facilities are covered.,Adaptation,,policy_traces/030_Review_practices_around_back_up_power_generation_and_ensure_.json,trace_initiative_policies_valid.csv,parent_statement,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",,,False,False,,,,,,
031,Waterloo_Ontario_Canada::1e7e3dd544e253b4624091ac,Waterloo_Ontario_Canada::1e7e3dd544e253b4624091ac,sub,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",Develop a fuel supply protocol to manage supplies during extreme events and emergencies.,Adaptation,,policy_traces/031_Develop_a_fuel_supply_protocol_to_manage_supplies_during_ext.json,trace_initiative_policies_valid.csv,parent_statement,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",,,False,False,,,,,,
032,Waterloo_Ontario_Canada::5c14e7f7cf5ad45009d6ec04,Waterloo_Ontario_Canada::5c14e7f7cf5ad45009d6ec04,sub,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",Consider alternative work arrangements that reduce commuting during extreme weather events and hazardous road conditions.,Adaptation,,policy_traces/032_Consider_alternative_work_arrangements_that_reduce_commuting.json,trace_initiative_policies_valid.csv,parent_statement,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",,,False,False,reclassify,0.74,,Mitigation,True,False
033,Waterloo_Ontario_Canada::3f24d22b6cbf2330d5a7cc0b,Waterloo_Ontario_Canada::3f24d22b6cbf2330d5a7cc0b,sub,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",Review the existing 211 service agreement to identify potential advancements of the 211 network.,Adaptation,,policy_traces/033_Review_the_existing_211_service_agreement_to_identify_potent.json,trace_initiative_policies_valid.csv,parent_statement,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",,,False,False,,,,,,
034,Waterloo_Ontario_Canada::c8c842f24b1477e92c96b2b8,Waterloo_Ontario_Canada::c8c842f24b1477e92c96b2b8,sub,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",Identify financial implications and incorporate adaptation-related costs into short and long-term financial budgets and projections.,Adaptation,,policy_traces/034_Identify_financial_implications_and_incorporate_adaptation_r.json,trace_initiative_policies_valid.csv,parent_statement,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",,,False,False,,,,,,
035,Waterloo_Ontario_Canada::13b88295108c19c380b327a6,Waterloo_Ontario_Canada::13b88295108c19c380b327a6,sub,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",Continue annual reviews of the General Operating Contingency Reserve Policy and the Winter Control Reserve Policy to ensure they appropriately account for extreme weather events.,Adaptation,,policy_traces/035_Continue_annual_reviews_of_the_General_Operating_Contingency.json,trace_initiative_policies_valid.csv,parent_statement,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",,,False,False,,,,,,
036,Waterloo_Ontario_Canada::4bdef90654f9db18e044c616,Waterloo_Ontario_Canada::4bdef90654f9db18e044c616,sub,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.","Review plans, policies, and procedures for alignment with adaptation goals and update where appropriate (e.g. Official Plan, Emergency Response Plan, master plans, maintenance protocols).",Adaptation,,policy_traces/036_Review_plans_policies_and_procedures_for_alignment_with_adap.json,trace_initiative_policies_valid.csv,parent_statement,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",,,False,False,,,,,,
037,Waterloo_Ontario_Canada::c87f2ccf489c6f5a6476b46d,Waterloo_Ontario_Canada::c87f2ccf489c6f5a6476b46d,sub,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",Identify corporate champion(s) to help lead implementation of adaptation actions.,Adaptation,,policy_traces/037_Identify_corporate_champions_to_help_lead_implementation_of_.json,trace_initiative_policies_valid.csv,parent_statement,"Adopt and implement the City of Waterloo Corporate Climate Change Adaptation Plan (CCCAP), outlining 37 actions to adapt City assets, operations, and services to climate change impacts.",,,False,False,,,,,,
