policy_statement,verbatim_text,policy_type,parent_policy_name,section_header,sector,extraction_rationale,cluster_id,cluster_type,role,parent_statement,reasoning,has_quantifiable_target,has_timeline,has_binding_mechanism,has_spatial_specificity,weak_language_detected,strong_language_detected,validation_result,confidence_score,validation_reasoning,final_verdict
"Minister must develop and implement a National Climate Change Policy (NCCP) until 2030 and for successive 10-year periods, publish it online, and conduct public consultations; must also develop monitoring and evaluation frameworks for the NCCP.","The Minister must... develop and implement a NCCP for the period until 2030 and for successive periods of 10 years.

The Minister must publish the NCCP online prior to the commencement of each successive period.

The Minister must develop and implement monitoring and evaluation frameworks and systems to monitor... progress made against development objectives.",individual,,PART 6-DEVELOPMENT AND EVALUATION OF THE NATIONAL CLIMATE CHANGE POLICY — Development of the National Climate Change Policy,Cross-sectoral,Binding policy development with time horizon (to 2030; 10-year cycles) and M&E requirement.,12,individual,individual,,"This is a binding requirement for the Minister to produce, publish, and implement a national policy and associated monitoring/evaluation frameworks. However, it does not state any quantifiable climate outcome (e.g., emissions reductions, renewable capacity, adaptation metrics) to be achieved by a certain date; it is primarily a governance/process obligation. It does include an explicit timeline (“until 2030” and “successive periods of 10 years”) and uses strong mandatory language (“must”). Under the strict rule for individual policies, lacking a quantifiable target makes it NON-SOUND.",No,Yes,Yes,Yes,No,Yes,NON-SOUND,0.4,"Quantifiable target: No. The text requires developing/implementing a policy and M&E frameworks but includes no measurable outcome (no %, MtCO2e, MW, etc.). Evidence: 'develop and implement a NCCP...' and 'develop and implement monitoring and evaluation frameworks...' Timeline: Yes. Evidence: 'for the period until 2030 and for successive periods of 10 years.' Binding mechanism: Yes. Evidence: repeated mandatory language 'The Minister must... develop and implement...' and 'must publish...' Spatial specificity: Yes, implicitly national scope via 'National Climate Change Policy (NCCP)'. Weak language: No; it uses 'must' rather than 'encourage/aim'. Strong language: Yes due to 'must develop and implement' (mandatory), but without hard numeric outcomes. STRICT VALID RULE fails because has_quantifiable_target is 'No' (gold standard not met), so the policy is NON-SOUND as an individual actionable+measurable climate commitment.",False
"Minister must review and amend the NCCP for successive 10-year periods aligned with NDC updates, report findings to Parliament, publish the report online, and Parliament must approve/amend/reject proposed amendments.","The Minister must... review and amend the NCCP for successive 10-year periods in alignment with the review and enhancement of Fiji's successive NDCs...

The Minister must prepare a report... and must- (a) present the report to Parliament; and (b) publish the report online...

Parliament must consider the report and proposed amendments... and must either approve, amend or reject the Minister's proposed amendments to the NCCP.",individual,,PART 6-DEVELOPMENT AND EVALUATION OF THE NATIONAL CLIMATE CHANGE POLICY — Review of the National Climate Change Policy,Governance,Binding review/amendment cycle with legislative oversight and publication.,13,individual,individual,,"This statement describes a legally binding governance process: the Minister is required to review/amend the NCCP on a recurring 10-year cycle aligned with NDC updates, produce a report, submit it to Parliament, publish it online, and Parliament must take a decision (approve/amend/reject). However, it does not include a quantifiable climate outcome target (e.g., emissions reduction %, MW installed) or a specific calendar-year deadline; “successive 10-year periods” is a periodicity but not an explicit dated timeline. Under the strict rule for individual policies, absence of a quantifiable target (and an explicit deadline/year) makes it NON-SOUND for measurability, despite strong binding mechanisms.",No,No,Yes,No,No,Yes,NON-SOUND,0.4,"Quantifiable target: No. The text specifies process deliverables (""review and amend the NCCP"", ""prepare a report"") but contains no measurable outcome such as % emissions reduction, MW, or units.
Timeline: No. It references ""successive 10-year periods"" aligned with NDC review, but provides no explicit dated deadline/year (e.g., ""by 2030"").
Binding mechanism: Yes. Uses mandatory language: ""The Minister must... review and amend"", ""must prepare a report"", ""must... present... to Parliament"" and ""publish the report online"", and ""Parliament must... either approve, amend or reject"".
Spatial specificity: No. No explicit jurisdictional scope (e.g., ""nationwide"", ""specific regions"") is stated in the provided excerpt.
Weak language: No. No ""encourage/promote/aim"" phrasing; duties are mandatory.
Strong language: Yes. Repeated ""must"" obligations and required Parliamentary action indicate enforceability, but without hard numerical targets.
Overall: Fails STRICT VALID RULE because has_timeline != 'Yes' and has_quantifiable_target != 'Yes', so the policy is not measurable as an individual climate action.",False
Minister must develop a Fijian GHG Inventory consistent with UNFCCC/IPCC/CMA methodologies and make it publicly available online on the Information Platform.,"The Minister must develop the Fijian GHG Inventory in accordance with the good practice guidelines and methodologies established under the Convention, accepted by the IPCC and agreed upon by the CMA.

The Minister must make the Fijian GHG Inventory publicly available online on the Information Platform.",individual,,"PART 7-MEASUREMENT, REPORTING AND VERIFICATION — Fijian GHG Inventory",MRV,Binding MRV system component with publication requirement.,14,individual,individual,,"This is a binding, auditable MRV requirement: the text uses “must” and specifies two concrete deliverables (develop a national GHG inventory and publish it online) and references recognized methodologies (UNFCCC/IPCC/CMA). However, it lacks an explicit timeline/deadline and includes no quantifiable target (e.g., update frequency, coverage %, reporting year), so it fails the gold-standard measurability requirements for an individual policy.",No,No,Yes,Yes,No,Yes,NON-SOUND,0.4,"Quantifiable target: No—verbatim text contains no measurable outcome (no %/amount/frequency), only the action to develop and publish an inventory. Timeline: No—no explicit year/deadline is stated. Binding mechanism: Yes—repeated use of mandatory language: “The Minister must develop…” and “The Minister must make… publicly available online…”. Spatial specificity: Yes—applies to the national context (“the Fijian GHG Inventory”) and publication on “the Information Platform.” Language strength: Strong language detected Yes due to “must develop” and “must make… publicly available.” Weak language detected: No—no ‘encourage/aim/explore’ phrasing. STRICT VALID RULE fails because has_timeline='No' and has_quantifiable_target='No', therefore validation_result is NON-SOUND and confidence is capped at 0.4.",False
Specified permanent secretaries must biennially estimate/compile sector emissions and emissions-reduction data and submit it; Director compiles and ensures accuracy; facilities above a regulated threshold must provide requested data.,"The following permanent secretaries must biennially estimate and compile data related to emissions and emissions reductions activities... and submit it...

State entities, and persons who operate a facility or facilities in Fiji that emit in excess of an amount... must- (a) promptly respond... and (b) provide the requested data and information where possible.",individual,,"PART 7-MEASUREMENT, REPORTING AND VERIFICATION — Sector-based collection of data...",MRV,Creates mandated biennial data system and compulsory responses for entities above threshold.,15,individual,individual,,"This policy establishes an auditable MRV obligation (biennial estimation/compilation and submission of emissions data; mandatory responses from regulated facilities). However, it does not specify an explicit year/deadline (“by 2030,” “by 2026,” etc.)—“biennially” indicates frequency but not a concrete timeline marker under the strict rule. It also lacks a quantifiable outcome target (no numeric emissions reduction, coverage %, number of entities, or completeness standard). Because the strict validity rule requires both an explicit timeline and a measurable target, it is NON-SOUND despite having binding/mandatory language.",No,No,Yes,Yes,No,Yes,NON-SOUND,0.4,"Quantifiable target: No. The text requires entities to 'biennially estimate and compile data' and facilities to 'provide the requested data and information' but includes no measurable outcome (e.g., % coverage, emissions reduction amount, number of facilities, or data-quality metric).
Timeline: No. The term 'biennially' specifies frequency but does not provide an explicit deadline/year (e.g., 'by 2026' / 'by 2030'), which is required under the strict rule.
Binding mechanism: Yes. Mandatory language is used: permanent secretaries 'must biennially estimate and compile... and submit it' and operators emitting above a threshold 'must' respond and 'provide the requested data'.
Spatial specificity: Yes. Applies to 'a facility or facilities in Fiji'.
Weak language: No. No 'encourage/promote/explore/aim' phrasing appears.
Strong language: Yes. Uses enforceable 'must' requirements ('must biennially estimate...', 'must... provide the requested data').
STRICT VALID RULE: Fails because has_timeline='No' and has_quantifiable_target='No', therefore validation_result is NON-SOUND regardless of binding language.",False
Fuel importers must keep and biennially report bulk fuel sales data to the transport permanent secretary; Minister must publish guidelines on content/form of information.,"A person who imports fuels into Fiji... must keep and biennially provide information... on the amount of fuel sold...

The Minister must develop and publish guidelines on the content and form of the information that is to be kept and provided...",individual,,"PART 7-MEASUREMENT, REPORTING AND VERIFICATION — Mandatory reporting on bulk sale of fuels",Energy,Binding reporting duty with biennial cadence and guidelines requirement.,16,individual,individual,,"This is an enforceable reporting and recordkeeping requirement for fuel importers, with a biennial reporting frequency and an obligation for the Minister to publish reporting guidelines. However, it does not set a quantifiable climate/energy outcome target (e.g., emissions reduction, renewable share, fuel reduction) and does not include a deadline/year—only an ongoing cadence (“biennially”). Under the strict rule for individual policies, lack of both an explicit timeline and a quantifiable outcome target makes it NON-SOUND as a measurable climate policy outcome (even though it is binding and auditable as a compliance/reporting measure).",No,No,Yes,Yes,No,Yes,NON-SOUND,0.4,"Quantifiable target: No, because the text requires keeping/providing information on fuel sold but does not specify any measurable outcome target (no % reduction, cap, or deployment figure). Evidence: 'must keep and biennially provide information... on the amount of fuel sold'. Timeline: No, because there is no explicit deadline/year such as 'by 2030'; 'biennially' is a reporting frequency, not a time-bound endpoint. Evidence: 'biennially provide information'. Binding mechanism: Yes, because it uses mandatory legal language imposing duties. Evidence: 'must keep and biennially provide information' and 'The Minister must develop and publish guidelines'. Spatial specificity: Yes, it applies in a defined jurisdiction. Evidence: 'imports fuels into Fiji'. Weak language: No, no 'encourage/promote/aim' phrasing. Strong language: Yes, presence of 'must' obligations, though not paired with hard outcome numbers. STRICT VALID RULE fails because has_timeline='No' and has_quantifiable_target='No', so validation_result is NON-SOUND and confidence is capped at 0.4.",False
"Director must prepare a national inventory report biennially, submit it to the Minister ahead of UNFCCC deadlines, and publish it online.","The Director must prepare a national inventory report biennially and in accordance with the Paris Agreement...

The Director must submit each national inventory report to the Minister at least one month prior...

The Director must make national inventory reports publicly available online...",individual,,"PART 7-MEASUREMENT, REPORTING AND VERIFICATION — National inventory report",MRV,Binding biennial reporting and publication obligations.,17,individual,individual,,"The statement describes a binding obligation (“must”) for the Director to (1) prepare a national inventory report on a biennial cadence, (2) submit it to the Minister at least one month before relevant deadlines, and (3) publish it online. This is an auditable, enforceable procedural requirement in the MRV space, but it does not include a quantifiable climate outcome target (e.g., emissions reductions). It does include an explicit timeline/frequency (biennially; at least one month prior).",No,Yes,Yes,Yes,No,Yes,NON-SOUND,0.4,"AUDITABLE COMMITMENT: Yes—clear deliverables and actions are specified: ""must prepare a national inventory report biennially"", ""must submit each national inventory report to the Minister at least one month prior"", and ""must make national inventory reports publicly available online"".
TIMELINE: Yes—explicit frequency/deadline language appears: ""biennially"" and ""at least one month prior"".
QUANTIFIABLE TARGET: No—there is no measurable outcome target (e.g., % emissions reduction, absolute emissions level, number of facilities covered). The text specifies reporting cadence and submission timing, not a quantified climate outcome.
BINDING MECHANISM: Yes—the repeated use of ""must"" indicates a mandatory requirement.
SPATIAL SPECIFICITY: Yes—""national inventory report"" implies national scope.
LANGUAGE STRENGTH/WEAKNESS: Strong language detected due to repeated ""must""; weak language not detected (no ""encourage/promote/aim"").
STRICT VALID RULE: Fails because it lacks the gold-standard pair (has_quantifiable_target='Yes' AND has_timeline='Yes'). Even though binding and auditable, it is not measurable as an outcome target under the rubric.",False
"Within 12 months, Director must develop and maintain a publicly accessible online Information Platform containing specified climate data, policies, reports and tools, and ensure accessibility for people with disabilities.","Within 12 months of the commencement of this section, the Director must develop a publicly accessible Information Platform online...

The Director must maintain the Information Platform...

The Director must take all reasonable steps to ensure that the Information Platform is accessible to people with disabilities.",individual,,"PART 8-RESEARCH, DATA COLLECTION, REPORTING AND COMMUNICATIONS — Information Platform",MRV,Deadline-bound requirement to create and maintain a public data platform with accessibility provisions.,18,individual,individual,,"This is a binding, auditable requirement (“must”) to develop and maintain a public online information platform, with an explicit deadline (“within 12 months”). However, it lacks a quantifiable outcome target beyond the existence of the platform (no metrics like uptime %, number of datasets, update frequency, coverage, or performance standards). Under the strict rule for individual policies, missing a quantifiable target makes it NON-SOUND despite having a timeline and strong language.",No,Yes,Yes,No,No,Yes,NON-SOUND,0.4,"Quantifiable target: No—text requires creation/maintenance of a platform but provides no measurable outcome threshold (e.g., % coverage, update frequency, uptime), only that it exists (""must develop"" / ""must maintain""). Timeline: Yes—""Within 12 months of the commencement of this section"" provides an explicit deadline. Binding mechanism: Yes—repeated mandatory language indicates enforceability: ""the Director must develop"", ""must maintain"", ""must take all reasonable steps"". Spatial specificity: No—the platform is ""publicly accessible"" but no jurisdictional/geographic scope (e.g., citywide, state) is explicitly stated in the excerpt. Weak language: No—no 'encourage/aim/explore' phrasing; requirements are mandatory. Strong language: Yes—""must develop"" and ""must maintain"" are strong directives tied to a deadline. STRICT VALID RULE check: fails gold standard because has_quantifiable_target='No', therefore validation_result is NON-SOUND and confidence is capped.",False
Long-term emissions reduction target is net zero GHG emissions by 2050; Minister must promote achievement via carbon budgets and publish a 5-yearly emissions/progress statement with recommendations.,"The long term emissions reduction target for Fiji is net zero greenhouse gas emissions by 2050.

Every 5 years the Minister must... publish a statement of- (a) Fiji's greenhouse gas emissions over the 5-year period... (b) an assessment of the progress...; and (c) recommendations on measures needed...",individual,,PART 9-CLIMATE CHANGE MITIGATION — Long term emissions reduction target,Mitigation,Quantified national target plus recurring mandatory reporting and recommendations.,19,individual,individual,,"The verbatim text sets a clear, quantifiable long-term outcome (“net zero greenhouse gas emissions by 2050”) and includes an enforceable-sounding procedural requirement (“Every 5 years the Minister must… publish a statement…”). This makes the policy auditable and time-bound. It is not merely aspirational language; it uses “must” and specifies reporting contents. Spatial specificity is implicit at the national level (“for Fiji”). Overall it meets the strict rule (timeline + quantifiable target, plus binding mechanism), so it is VALID.",Yes,Yes,Yes,Yes,No,Yes,VALID,0.88,"Quantifiable target: 'net zero greenhouse gas emissions by 2050' is a measurable outcome (net zero) for GHG emissions. Timeline: explicit year 'by 2050' and an additional recurring schedule 'Every 5 years'. Binding mechanism: enforceable duty language 'Every 5 years the Minister must... publish a statement' indicates a mandatory legal/administrative requirement. Spatial specificity: applies nationally as stated 'for Fiji'. Weak language: although the policy statement mentions 'promote achievement', the verbatim text contains mandatory requirements ('must') and a hard target, so weak-only framing is not dominant. Strong language: presence of 'must' plus hard numbers/intervals ('by 2050', 'Every 5 years') supports strong language detection. Therefore, it satisfies the STRICT VALID RULE (auditable commitment + timeline Yes + quantifiable target Yes; and binding mechanism Yes).",True
"Minister must set 5-year carbon budgets for 2026–2050 with specified determination deadlines, lay them before Parliament, publish them online, ensure each budget is more ambitious than the previous, and promote achievement of each budget.","The Minister... must determine a carbon budget for Fiji in respect of each of the following periods- (a) 1 January 2026 to 31 December 2030; ... (e) 1 January 2046 to 31 December 2050.

The carbon budget... (a) must be determined on or before 31 March 2023... 

The Minister must ensure that each carbon budget constitutes a greater reduction in greenhouse gas emissions than any previous carbon budget...",individual,,PART 9-CLIMATE CHANGE MITIGATION — Carbon budgeting,Mitigation,"Creates binding carbon budget system with periods, deadlines, parliamentary tabling and ambition ratchet.",20,individual,individual,,"This is a binding legal requirement (“must determine”) to establish a series of 5-year carbon budget periods covering 2026–2050, with an explicit determination deadline (“on or before 31 March 2023”) and an ambition-ratcheting rule (“greater reduction… than any previous”). However, the excerpt does not state any numeric emissions cap or quantified reduction for any budget period; it only mandates that budgets exist and be progressively more ambitious. Therefore it lacks a quantifiable target in the provided verbatim text and fails the strict “timeline + quantifiable target” gold-standard requirement for an individual policy.",No,Yes,Yes,Yes,No,No,NON-SOUND,0.4,"Quantifiable target: No — the text requires the Minister to set budgets for periods but provides no measurable outcome value (no tCO2e cap, % reduction, etc.). Evidence: “must determine a carbon budget… in respect of… 1 January 2026 to 31 December 2030; … 1 January 2046 to 31 December 2050” and “must ensure that each carbon budget constitutes a greater reduction… than any previous carbon budget” (comparative, not a numeric target).
Timeline: Yes — explicit deadline and dated periods. Evidence: “must be determined on or before 31 March 2023” and the budget windows “1 January 2026 to 31 December 2030; … 1 January 2046 to 31 December 2050.”
Binding mechanism: Yes — mandatory statutory language. Evidence: repeated “must determine” and “must ensure.”
Spatial specificity: Yes — applies to Fiji. Evidence: “a carbon budget for Fiji.”
Weak language: No — no ‘encourage/aim/explore’ phrasing; obligations use “must.”
Strong language: No — while “must” is strong, the criterion requires hard numbers; none are present in the excerpt.
STRICT VALID RULE: Fails because has_quantifiable_target='No' (gold standard requires both timeline and quantifiable target).",False
"Minister must develop and implement a Transport Decarbonisation Implementation Strategy within 2 years to decarbonise the transport sector by 2050, and review/update it every 5 years.","The Minister must... develop and implement a detailed Transport Decarbonisation Implementation Strategy within 2 years... to decarbonise the transport sector by 2050.

The Minister must review and update the Transport Decarbonisation Implementation Strategy every 5 years.",individual,,PART 9-CLIMATE CHANGE MITIGATION — Transport Decarbonisation Implementation Strategy,Transport,Time-bound strategy requirement with review cycle and explicit sectoral decarbonisation goal.,21,individual,individual,,"This is a binding requirement on the Minister to produce and implement a strategy within a clear timeframe and to periodically review it. However, the only “outcome” referenced is “decarbonise the transport sector by 2050,” which is not defined with a measurable metric (e.g., % emissions reduction from a baseline) in the provided text. Under the strict individual-policy rule, it fails the gold-standard requirement because it has a timeline but not a quantifiable target, so it is NON-SOUND.",No,Yes,Yes,No,No,Yes,NON-SOUND,0.4,"Quantifiable target: No. The text states ""to decarbonise the transport sector by 2050"" but provides no measurable indicator (e.g., % reduction, MtCO2e, zero-emissions vehicle share) or baseline—so it is not auditable as a quantified outcome.
Timeline: Yes. It includes ""within 2 years"" and ""by 2050"" plus a recurring schedule: ""every 5 years.""
Binding mechanism: Yes. Uses mandatory language: ""The Minister must... develop and implement"" and ""must review and update.""
Spatial specificity: No. No explicit jurisdictional scope (e.g., national, state, citywide) is stated in the provided excerpt.
Weak language: No. Uses ""must"" rather than ""encourage/aim/explore.""
Strong language: Yes. Mandatory verbs are present: ""must... develop and implement"" with time requirements.
STRICT VALID RULE check: Fails gold standard because has_timeline=Yes but has_quantifiable_target=No; therefore validation_result = NON-SOUND. Confidence capped at 0.4 due to missing quantifiable target.",False
"Establish carbon sequestration property rights as a registrable, transferable legal interest in land for carbon sequestration and carbon stocks.","carbon sequestration property right means the exclusive and distinct legal right to carbon sequestration and carbon stocks.

A carbon sequestration property right- (a) must be registered in accordance with this Part... (f) ... entitles the right holder to deal with the right whether by sale, transfer, mortgage, charge or pledge.",individual,,PART 10-CARBON SEQUESTRATION PROPERTY RIGHTS AND EMISSIONS REDUCTION PROJECTS — Carbon sequestration property rights,Carbon markets,Creates a legal framework enabling carbon rights registration and transactions (a regulatory mechanism).,22,individual,individual,,"The verbatim text clearly establishes a binding legal mechanism: it defines a “carbon sequestration property right” and requires that it “must be registered” and is transferable/encumberable. However, it does not include any explicit timeline/deadline (e.g., “by 2030”) nor any quantifiable outcome target (e.g., tonnes CO₂ sequestered, number of registrations). Under the strict rule for individual policies, missing either timeline or quantifiable target makes it NON-SOUND, even if the mechanism is enforceable.",No,No,Yes,No,No,Yes,NON-SOUND,0.4,"Quantifiable target: No — the text defines legal rights and registrability/transferability but provides no measurable outcome (no tonnes CO2, no counts, no %). Timeline: No — no explicit year or deadline appears. Binding mechanism: Yes — uses enforceable legal language: 'must be registered in accordance with this Part' and the right 'entitles the right holder to deal with the right whether by sale, transfer, mortgage, charge or pledge.' Spatial specificity: No — no jurisdictional/geographic scope is stated in the provided excerpt. Weak language: No — not framed as 'encourage/aim'; it is definitional/mandatory. Strong language: Yes — 'must be registered' indicates a legal requirement. Overall: Fails strict GOLD STANDARD because has_timeline='No' and has_quantifiable_target='No', therefore NON-SOUND despite being binding.",False
Prohibit approval of mining/logging/extractive activities on land with registered carbon sequestration rights where an approved REDD+ or eligible emissions reduction project/program/activity exists.,"No mining, logging, exploration, exploitation or extractive activity is to be approved on lands over which-
(a) a carbon sequestration property right has been registered; and
(b) an international REDD+ program or emissions reduction project, programme or activity... has been approved.",individual,,PART 10 — Land over which a carbon sequestration property right is registered,AFOLU,Binding prohibition on approvals in specified circumstances (regulatory restriction).,23,individual,individual,,"The verbatim text contains a clear, enforceable prohibition: “No mining, logging… is to be approved” on lands meeting two explicit conditions (registered carbon sequestration property right; approved REDD+/eligible emissions reduction activity). This is a binding land-use restriction with defined applicability, but it does not specify any numeric outcome (e.g., hectares protected, % emissions reduced) or any deadline/year for implementation, so it fails the “gold standard” requirement (timeline + quantifiable target) for an individual policy to be considered VALID.",No,No,Yes,Yes,No,Yes,NON-SOUND,0.4,"Quantifiable target: No hard numbers or measurable outcomes are stated (e.g., no hectares, no % reductions); the text only sets a prohibition condition: “No mining, logging… is to be approved…”. Timeline: No explicit date/year/deadline is provided. Binding mechanism: Yes; mandatory prohibition language is used—“No … is to be approved”—which indicates an enforceable approval restriction. Spatial specificity: Yes; it applies to specific lands defined by conditions: lands where “(a) a carbon sequestration property right has been registered; and (b) an international REDD+ program or emissions reduction project… has been approved.” Weak language: No; there is no ‘encourage/aim/explore’ phrasing. Strong language: Yes; categorical prohibition “No … is to be approved” is strong mandatory language. Under the strict individual-policy rule, absence of both timeline and quantifiable target makes it NON-SOUND despite being binding.",False
"Forests minister is responsible for developing/updating national REDD+ policy and strategy, setting forest reference emissions level, safeguards/procedures, participation in international REDD+ programmes, and benefit-sharing arrangements.","The Minister responsible for forests is responsible for-
(a) developing and updating Fiji's national REDD+ policy and strategy...
(b) developing the national forest reference emissions level;
(c) developing policies, procedures and safeguards...
(d) Fiji's participation in international REDD+ programmes; and
(e) developing a benefit sharing arrangement...",individual,,PART 10 — REDD+ Policy,AFOLU,"Assigns specific, concrete responsibilities to develop REDD+ frameworks and benefit sharing.",24,individual,individual,,"The verbatim text assigns formal responsibilities to the Minister for forests to develop/update REDD+ policy/strategy, a forest reference emissions level, safeguards/procedures, participation in international programs, and benefit-sharing arrangements. This is an auditable governance assignment, but it lacks any explicit deadline/year and does not specify measurable outcome targets (e.g., emissions reductions, hectares, % coverage). Therefore it does not meet the “gold standard” requirement (timeline + quantifiable target) for an individual policy to be considered VALID.",No,No,Yes,Yes,No,No,NON-SOUND,0.4,"Quantifiable target: No — the text lists duties such as “developing and updating Fiji's national REDD+ policy and strategy” and “developing the national forest reference emissions level” but provides no measurable outcome (no % reduction, tCO2e, hectares, etc.). Timeline: No — no explicit deadline/year appears; only ongoing responsibilities are described. Binding mechanism: Yes — the clause states “The Minister responsible for forests is responsible for- (a)… (e)…”, indicating a formal, enforceable assignment of duties within a legal/policy instrument. Spatial specificity: Yes — it explicitly refers to “Fiji's national REDD+ policy and strategy” and “the national forest reference emissions level,” establishing national applicability. Weak language: No — no terms like “encourage/promote/aim/explore” are used; instead it uses directive responsibility language (“is responsible for,” “developing”). Strong language: No — although responsibilities are clearly assigned, there are no hard numbers/targets accompanying mandate-like verbs. STRICT VALID RULE check: fails because has_timeline='No' and has_quantifiable_target='No' (gold standard not met), so overall NON-SOUND for an individual policy statement despite being a clear governance assignment.",False
"Within 12 months, Director must develop and keep a publicly accessible online Fijian Registry for emissions reduction projects and units (including ITMOs/Fijian Mitigation Outcome Units) and publish annual totals issued.","This section establishes the Fijian Registry.

The Director must keep and maintain the Registry by electronic means.

The Director must make the Registry publicly accessible online.

The Director must publish the following information on the Registry as soon as practicable after the end of each financial year- (a) the total number of Fijian Mitigation Outcome Units issued...",individual,,PART 10 — Fijian Registry,Carbon markets,Creates a mandatory registry system with public access and annual publication requirement.,25,individual,individual,,"The verbatim text establishes a binding requirement (“must”) for the Director to maintain an electronic, publicly accessible online Fijian Registry and to publish specified annual information after each financial year ends. This is an auditable institutional deliverable (registry existence/maintenance + public access + annual publication), but it does not include an explicit “within 12 months” deadline, nor a quantifiable outcome target (it requires publishing totals, but does not set a numeric target to achieve). Therefore it fails the strict gold-standard rule requiring both timeline and quantifiable target.",No,No,Yes,Yes,No,Yes,NON-SOUND,0.4,"AUDITABLE COMMITMENT: Yes. The text creates a concrete deliverable: a registry that must be maintained and made public, plus required disclosures: (1) ""The Director must keep and maintain the Registry by electronic means."" (2) ""The Director must make the Registry publicly accessible online."" (3) ""The Director must publish the following information on the Registry as soon as practicable after the end of each financial year- (a) the total number of Fijian Mitigation Outcome Units issued..."" 
TIMELINE: No. The statement ""as soon as practicable after the end of each financial year"" is not an explicit deadline/year; the verbatim text does not contain ""within 12 months"" or a specific date/year.
QUANTIFIABLE TARGET: No. While it requires publishing ""the total number ... issued"", it does not set a measurable outcome to be achieved (no target number/%/cap).
BINDING MECHANISM: Yes, due to mandatory language: multiple uses of ""must"".
SPATIAL SPECIFICITY: Yes. It specifies the jurisdictional instrument ""Fijian Registry"" / ""Fijian Mitigation Outcome Units"" indicating application to Fiji.
LANGUAGE STRENGTH: Strong language present via ""must keep and maintain"" and ""must make ... publicly accessible""; weak language not present.
STRICT VALID RULE: Fails because has_timeline='No' AND has_quantifiable_target='No' (gold standard not met), so overall NON-SOUND under the rubric despite being binding and auditable.",False
"NAP Steering Committee must prepare successive National Adaptation Plans (NAPs), conduct public consultations, and publish updated NAPs and reports online via the Director.","The NAP Steering Committee must prepare successive NAPs...

The NAP Steering Committee, when developing and reviewing successive NAPs, must conduct public consultations...

The Director must make the updated NAP and the reports of the NAP Steering Committee publicly available online, including on the Information Platform.",individual,,PART 11-CLIMATE CHANGE ADAPTATION AND RESILIENT DEVELOPMENT — National Adaptation Plan,Adaptation,Binding planning instrument with consultation and publication requirements.,26,individual,individual,,"This statement describes binding procedural requirements (prepare successive plans, consult the public, publish documents online), but it lacks any explicit deadline/year and any quantifiable adaptation outcome target. Because it is primarily a process/planning obligation rather than a measurable climate outcome with a timeline, it does not meet the strict “individual policy” validity rule.",No,No,Yes,No,No,No,NON-SOUND,0.4,"Quantifiable target: No. The text specifies procedural actions—""must prepare successive NAPs"", ""must conduct public consultations"", and ""must make the updated NAP and the reports ... publicly available online""—but contains no measurable outcome (no % reduction, number of projects, coverage targets, etc.). Timeline: No. There is no explicit date/year or deadline; ""successive"" and ""updated"" do not specify when. Binding mechanism: Yes, due to repeated mandatory language ""must"" applied to the Steering Committee and Director. Spatial specificity: No; it references online publication ""including on the Information Platform"" but does not define a geographic area of application (e.g., national/regional/municipal) in the provided excerpt. Language strength/weakness: Weak language detected = No because obligations are framed as ""must"" rather than ""encourage/explore""; strong language detected = No because, although mandatory, it is not paired with hard numeric targets. Strict valid rule fails because has_timeline='No' AND has_quantifiable_target='No' (gold standard not met), so overall result is NON-SOUND for an individual actionable+measurable policy.",False
Minister may introduce and implement adaptation regulations/policies/measures and must record them on the Adaptation Registry.,"The Minister has the power to introduce and implement regulations, policies, measures, adaptation planning processes and actions with the purpose of increasing Fiji's resilience to climate change...

The Director must record any regulations, policies, measures, adaptation planning processes and actions implemented... on the Adaptation Registry.",individual,,"PART 11 — Minister has the power to introduce and implement regulations, policies, measures, adptation planning processes and actions",Adaptation,Provides a concrete adaptation governance mechanism including mandatory recording in a registry.,27,individual,individual,,"The text establishes ministerial authority to introduce and implement adaptation-related instruments and a mandatory requirement to record implemented items on an Adaptation Registry. However, it does not specify any measurable adaptation outcomes (e.g., number of plans, coverage, resilience metrics) nor any deadline/year by which actions must be taken or recorded. It is therefore an enabling governance provision rather than an auditable, time-bound, outcome-targeted policy.",No,No,Yes,Yes,No,No,NON-SOUND,0.4,"Quantifiable target: No—verbatim text contains no measurable outcome/metric (it lists powers to 'introduce and implement regulations, policies, measures...' but no numbers or defined performance targets). Timeline: No—no explicit deadline or year is stated for introducing/implementing or recording actions. Binding mechanism: Yes—uses mandatory/legal authority language: 'The Minister has the power to introduce and implement...' and 'The Director must record any...' indicating enforceable duties. Spatial specificity: Yes—applies to Fiji as stated: 'increasing Fiji's resilience to climate change'. Weak language: No—does not rely on 'encourage/promote/explore/aim'; it uses authority/obligation language ('has the power', 'must record'). Strong language: No—although 'must record' is mandatory, the schema requires strong language paired with hard numbers; none are present. STRICT VALID RULE fails because has_timeline='No' and has_quantifiable_target='No', so the policy is not measurable/time-bound even if binding.",False
