policy_id,row_key,source_bundle_key,role,parent_statement,parent_row_type,policy_statement,primary_category,secondary_categories,typology_code,trace_path,atom_id,parent_row_id,is_atomized_row,is_decomposed,source_bundle_policy_statement,validation_inherited_from_bundle,rescue_disposition,rescue_confidence,primary_gate_rescued,primary_category_original,primary_category_rescue_corrected,dropped_by_climate_rescue
011,Kuwait::6927dbd30a71d7cb328ec8b9,Kuwait::6927dbd30a71d7cb328ec8b9,sub,"Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,"Build additional desalination capacity: Kuwait produced around 3.85 MCM/d of desalinated water in 2016; eight additional plants were being commissioned and additional IWPP/plant projects are planned, including Al-Zour North (250 MGD), Al-Zour South (145 MGD), Al Khiran (125 MGD), and Doha (60 MGD), with further projects planned to be tendered as of 2019 (~285 MGD additional).",Adaptation,,,policy_traces/011_Build_additional_desalination_capacity_Kuwait_produced_aroun.json,,,False,False,,,,,,,,
012,Kuwait::ac139dd9c6fed70a0f775fe2,Kuwait::ac139dd9c6fed70a0f775fe2,sub,"Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,"Invest USD 5.5 million jointly with MIT to research updates to current desalination plants and next-generation desalination plants (since 2016, ongoing).",Adaptation,,,policy_traces/012_Invest_USD_55_million_jointly_with_MIT_to_research_updates_t.json,,,False,False,,,,,,,,
013,Kuwait::9fa68ff656c60fc2aaa2524f,Kuwait::9fa68ff656c60fc2aaa2524f,sub,"Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,"Provide education on 'in-house water desalination techniques' for rural households, implemented jointly with the United Nations (started 2016).",Adaptation,,,policy_traces/013_Provide_education_on_in_house_water_desalination_techniques_.json,,,False,False,,,,,,,,
014,Kuwait::7660a90212118cde6d0cabd1,Kuwait::7660a90212118cde6d0cabd1,sub,"Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,"Implement Kuwait Integrated Environmental Information Network Phase-IV (KIEIN-IV), a GIS-based system compiling environmental indicator data and serving as a spatial decision support tool (run 2012–2014; budget $1,200,000).",Adaptation,,,policy_traces/014_Implement_Kuwait_Integrated_Environmental_Information_Networ.json,,,False,False,,,,,,,,
015,Kuwait::40529c9492ee8aa79ee74a61,Kuwait::40529c9492ee8aa79ee74a61,sub,"Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,"Implement the Kuwait Environmental Governance Initiative (KEGI) to support design of the National Adaptation Plan (NAP) and relevant initiatives linked to water, city planning, and other sectors (2017–2018; budget $2,000,000).",Adaptation,,,policy_traces/015_Implement_the_Kuwait_Environmental_Governance_Initiative_KEG.json,,,False,False,,,,,,,,
016,Kuwait::2020c715dd80fe812d319e83,Kuwait::2020c715dd80fe812d319e83,sub,"Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,"Establish land and marine nature reserves to safeguard marine and land ecosystems, including reserves in Sabah Al-Ahmed natural reserve area and Jahra pool natural reserve area (2011–2016).",Nature-Based Solutions,,,policy_traces/016_Establish_land_and_marine_nature_reserves_to_safeguard_marin.json,,,False,False,,,,,,,,
017,Kuwait::e8d49737b028cb16b3ef83bd,Kuwait::e8d49737b028cb16b3ef83bd,sub,"Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,Apply water conservation technologies as an adaptation option to reduce water consumption by 20% (project started in 2012 and ongoing).,Resource Efficiency,,,policy_traces/017_Apply_water_conservation_technologies_as_an_adaptation_optio.json,,,False,False,,,,,,,,
018,Kuwait::ef35592ff017e26123e94658,Kuwait::ef35592ff017e26123e94658,sub,"Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,Establish a Coastal Information System (CIS) to provide coastal area information to planners and decision makers as an adaptation measure; started in 2006 and ongoing.,Adaptation,,,policy_traces/018_Establish_a_Coastal_Information_System_CIS_to_provide_coasta.json,,,False,False,,,,,,,,
019,Kuwait::57a00281c39ea8fe4cdf1dfc,Kuwait::57a00281c39ea8fe4cdf1dfc,sub,"Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,Construct tidal barriers in new developments (Sabah Al Ahmad Sea City) including a tidal gate system and offshore breakwater to cope with rising sea levels and protect from erosion; completed in 2016.,Adaptation,,,policy_traces/019_Construct_tidal_barriers_in_new_developments_Sabah_Al_Ahmad_.json,,,False,False,,,,,,,,
020,Kuwait::97c593914691bb2bec79cee0,Kuwait::97c593914691bb2bec79cee0,sub,"Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,"Conduct awareness campaigns and symposiums regarding sea level rise, including the 2017 'Our Seas: Theories, Data, and Policies' symposium to increase awareness among stakeholders and the public.",Adaptation,,,policy_traces/020_Conduct_awareness_campaigns_and_symposiums_regarding_sea_lev.json,,,False,False,,,,,,,,
021,Kuwait::848621c8ccc4b717299ea341,Kuwait::848621c8ccc4b717299ea341,sub,"Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,Implement the Coastal Management Program (CMP) to produce Integrated Coastal Zone Management (ICZM) for Kuwait (Phase 1 completed; Phase 2 ongoing; started 1979).,Adaptation,,,policy_traces/021_Implement_the_Coastal_Management_Program_CMP_to_produce_Inte.json,,,False,False,,,,,,,,
022,Kuwait::34c326d277e69e3930b6b50f,Kuwait::34c326d277e69e3930b6b50f,sub,"Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,"Initiate a Water Resources Development and Management Program (WRDM) to develop integrated water policies, management options, and action plans to solve water scarcity and increase water security and resilience (ongoing).",Adaptation,,,policy_traces/022_Initiate_a_Water_Resources_Development_and_Management_Progra.json,,,False,False,,,,,,,,
023,Kuwait::4c86f3231fc537238c90ba8b,Kuwait::4c86f3231fc537238c90ba8b,sub,"Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,Construct desalination using Multi-Stage Flash (MSF) technology: operate 40 MSF units with total production capacity of 234 MGD (completed).,Adaptation,,,policy_traces/023_Construct_desalination_using_Multi_Stage_Flash_MSF_technolog.json,,,False,False,,,,,,,,
024,Kuwait::3bee42f61733a73d6aa88df5,Kuwait::3bee42f61733a73d6aa88df5,sub,"Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,Implement a Wastewater Treatment and Reclamation Technologies Program to research reclaiming and reusing wastewater for irrigation; MPW reported about 65% of treated wastewater is reused in irrigation (ongoing).,Adaptation,,,policy_traces/024_Implement_a_Wastewater_Treatment_and_Reclamation_Technologie.json,,,False,False,,,,,,,,
025,Kuwait::febc40bfaa0a032fc931397c,Kuwait::febc40bfaa0a032fc931397c,sub,"Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,"Conduct an awareness campaign on KEPA Articles 76 (ambient air and air quality zone compliance actions) and 79 (emission sources and evaluation), completed in 2010.",Mitigation,,,policy_traces/025_Conduct_an_awareness_campaign_on_KEPA_Articles_76_ambient_ai.json,,,False,False,,,,,,,,
026,Kuwait::eddd963e4c3dabca345a3697,Kuwait::eddd963e4c3dabca345a3697,sub,"Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,"Implement the Beatona initiative (EPA website) to increase public awareness by sharing real-time environmental news and information and providing GIS map layers (started 2012, ongoing).",Adaptation,,,policy_traces/026_Implement_the_Beatona_initiative_EPA_website_to_increase_pub.json,,,False,False,,,,,,,,
027,Kuwait::658821567625ab221add0aa9,Kuwait::658821567625ab221add0aa9,sub,"Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,Implement the Tarsheed campaign to reduce per-capita consumption of electricity and water (completed 2007).,Resource Efficiency,,,policy_traces/027_Implement_the_Tarsheed_campaign_to_reduce_per_capita_consump.json,,,False,False,,,,,,,,
028,Kuwait::5dfdbef6846be70c58b6de92,Kuwait::5dfdbef6846be70c58b6de92,sub,"Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,"Implement Tarsheed Campaign II to encourage 'Reduce, Reuse and Recycle' waste management (completed 2013).",Mitigation,,,policy_traces/028_Implement_Tarsheed_Campaign_II_to_encourage_Reduce_Reuse_and.json,,,False,False,,,,,,,,
029,Kuwait::23c365a7320cba3415d48dc6,Kuwait::23c365a7320cba3415d48dc6,sub,"Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,Utilize treated sewage effluent (TSE) from Umm Al-Hayman WWTP for irrigation of green and agricultural areas (project implemented 2012–2018 by MPW).,Adaptation,,,policy_traces/029_Utilize_treated_sewage_effluent_TSE_from_Umm_Al_Hayman_WWTP_.json,,,False,False,,,,,,,,
030,Kuwait::c5e8772307450dc0a3a71a23,Kuwait::c5e8772307450dc0a3a71a23,sub,"Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,Issue and enforce a national law to stop outdoor work from 11:00 AM to 16:00 during June through August (issued 2005; cited as started by EPA in 2018 under public health sector).,Adaptation,,,policy_traces/030_Issue_and_enforce_a_national_law_to_stop_outdoor_work_from_1.json,,,False,False,,,,,,,,
031,Kuwait::492e62103d644a7b70326485,Kuwait::492e62103d644a7b70326485,sub,"Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,"Support Kuwait to prepare and submit its Second National Communication (SNC) and first Biennial Update Report (BUR) to UNFCCC via a GEF-funded project (started 2014; budget $1,517,000).",Adaptation,,,policy_traces/031_Support_Kuwait_to_prepare_and_submit_its_Second_National_Com.json,,,False,False,,,,,,,,
032,Kuwait::3ca5c1af5b0709e002f36d66,Kuwait::3ca5c1af5b0709e002f36d66,sub,"Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,"Operate the Environmental Pollution and Climate (EPC) Program to assess pollution and climate change challenges in atmospheric, aquatic, and terrestrial environments (ongoing).",Adaptation,,,policy_traces/032_Operate_the_Environmental_Pollution_and_Climate_EPC_Program_.json,,,False,False,,,,,,,,
033,Kuwait::dd6220f761cf0a24c37409fe,Kuwait::dd6220f761cf0a24c37409fe,sub,"Projects and National Initiatives: Kuwait lists ongoing and past climate change adaptation projects and initiatives across sectors (water, agriculture, fisheries, coastal, health, waste, awareness).",structural header,Implement Omniya plastic bottle recycling initiative to collect and recycle empty plastic bottles instead of sending them to landfills (started 2015; ongoing).,Mitigation,,,policy_traces/033_Implement_Omniya_plastic_bottle_recycling_initiative_to_coll.json,,,False,False,,,,,,,,
