location,policy_commitment,source_quote,has_measurable_target,has_deadline,has_legal_mandate,has_geographic_scope,extraction_notes,is_actionable,soundness_confidence,validation_reasoning,weak_language_detected,strong_language_detected,climate_strategy_type,additional_strategy_types,causal_mechanism,policy_instruments,classification_signals,classification_confidence,co_benefits_identified,classification_notes
Chicago,Divert 90% of residential waste by 2040.,Divert 90%ofresidential waste by 2040,Yes — 'Divert 90% of residential waste by 2040'.,Yes — by 2040.,No; CAP objective requiring program changes to reach goal.,Yes — residential waste citywide (Chicago).,Residential waste diversion target with a long-term deadline and percent target.,True,0.78,VALID,,,Resource Efficiency,,Same service → DECREASED waste output,Waste-diversion target / mandate; recycling and composting programs; mandatory source-separation (organics/ recyclables); curbside collection expansion; bans on organics to landfill; pay-as-you-throw pricing; extended producer responsibility (EPR) for packaging; investment in materials recovery facilities; anaerobic digestion/composting infrastructure; public education and behaviour-change campaigns,"""Divert 90% of residential waste""; ""residential waste""; ""divert""; target by 2040",0.95,Emissions reduction (reduced landfill methane); landfill-space savings; resource conservation and material recovery; circular economy outcomes; reduced pollution; potential job creation in recycling/compost sectors,
Chicago,Increase Divvy bikes and shared micromobility trips by 30% by 2030.,Increase Divvy bikes and shared micromobility trips30% by 2030,Yes — 'Increase Divvy bikes and shared micromobility trips 30% by 2030'.,Yes — by 2030.,No; CAP target to be delivered through investments and programs (Divvy expansion noted).,Yes — citywide (Chicago) Divvy/shared micromobility network.,Target to increase shared micromobility ridership with percentage and deadline.,True,0.82,VALID,,,Mitigation,Resource Efficiency,Human activity (modal shift to shared micromobility) → DECREASED GHG emissions,Service and demand expansion for micromobility (bike‑share fleet/station expansion; trip subsidies/incentives; marketing and outreach; integration with transit; pricing/ fare incentives),"""Divvy bikes""; ""shared micromobility trips""; ""increase ... 30% by 2030""; ""bike/share trips""; ""modal shift to micromobility""",0.87,Reduced traffic congestion; improved air quality; public health/active transport benefits; reduced parking demand; increased mobility equity,
Chicago,"Enable walking, biking, transit, or shared micromobility for 45% of all trips in Chicago by 2040.","Enable Chicagoans to walk, bike, take transit, or use shared micromobility for 45%ofall trips by 2040","Yes — 'Enable Chicagoans to walk, bike, take transit, or use shared micromobility for 45% of all trips by 2040'.",Yes — by 2040.,No; a modal-shift target to be achieved by investments in infrastructure and policy.,Yes — citywide (Chicago).,Mode-share target for all trips — explicit percentage and long-term deadline.,True,0.72,VALID,,,Mitigation,Resource Efficiency,Human activity (modal shift away from private car trips) → decreased GHG emissions,Mode‑share target; enabling infrastructure and programs for active and shared mobility (e.g.; protected bike lanes; pedestrian improvements; transit improvements and frequency; micromobility services and integration; parking and road‑space reallocation; incentives/behavioral programs),"""walk; bike; take transit; or use shared micromobility""; ""45% of all trips""; ""enable""; modal‑shift/ mode‑share target",0.87,Improved public health (active travel); air‑quality improvement; reduced congestion; equity/accessibility benefits; reduced noise; local economic benefits,
Chicago,Increase CTA ridership by 20% by 2030 (relative to pre-pandemic baseline).,Increase CTA ridership 20% by 2030,Yes — 'Increase CTA ridership 20% by 2030'.,Yes — by 2030.,No; a performance target that will require coordinated investments and programs.,Yes — CTA system serving Chicago/Chicagoland (focus in city).,Transit ridership target with percentage and deadline — quantifiable municipal objective.,True,0.86,VALID,,,Resource Efficiency,Mitigation,Same transport service → DECREASED energy/material input per passenger (↑ transit modal share → ↓ private vehicle km and energy per passenger),Mode-shift / ridership target (policy target). Implied mechanisms (not specified in text): transit service improvements (frequency; reliability); fare incentives; marketing/behavior-change campaigns; network/infrastructure investments; transit-priority measures.,"""increase CTA ridership""; ""ridership 20% by 2030""; ""CTA ridership""",0.87,Emissions reduction (GHG); reduced congestion; improved air quality; public-health benefits (less pollution; active travel integration); equity and accessibility improvements; reduced energy use per passenger,
Chicago,Electrify 100% of the City's fleet by 2035.,Electrify 100% of the City's fleet by 2035,Yes — 'Electrify 100% of the City's fleet by 2035'.,Yes — by 2035.,No; CAP commitment by City departments (implementation requires procurement and infrastructure).,Yes — City of Chicago municipal fleet.,Fleet electrification target for municipal fleet with deadline and percentage.,True,0.87,VALID,,,Mitigation,,Human activity → decreased GHG emissions (fleet combustion → electrification → ↓ emissions),Fleet electrification mandate / EV procurement requirements; phase-out schedule for internal combustion engine (ICE) vehicles; deployment of electric vehicle charging infrastructure; municipal procurement and replacement policy,"""Electrify""; ""100% of the City's fleet""; ""by 2035""; ""fleet electrification""",0.95,Improved local air quality; reduced tailpipe pollutants (NOx/PM); lower noise; potential operational cost savings (fuel/maintenance); potential grid flexibility if paired with smart charging or V2G; public health benefits,
Chicago,Achieve zero-emission transit fleets across Chicagoland by 2040.,Achieve zero-emission transit fleets across Chicagoland by 2040,Yes — 'Achieve zero-emission transit fleets across Chicagoland by 2040'.,Yes — by 2040.,No; commitment oriented and coordinated with transit agencies (CTA/Metra/PACE).,Yes — Chicagoland transit fleets (regional).,Target for zero-emission transit across the region with a deadline — a sector-wide emissions elimination goal.,True,0.82,VALID,,,Mitigation,,Human activity (transit vehicle fuel use) → ↓ GHG emissions (zero-emission fleets) → ↓ atmospheric forcing,Zero-emission fleet mandate/target; fleet electrification or fuel-switching (e.g.; electric/hydrogen buses) through procurement targets; phase-out of fossil-fuel transit vehicles; likely accompanying funding/incentives and charging/refueling infrastructure deployment,"""zero-emission""; ""transit fleets""; ""2040""; ""Achieve zero-emission transit fleets""",0.95,Improved local air quality and public health; reduced noise; potential operational cost savings; energy diversification/resilience; reduced local pollution exposure,
Chicago,"Aggregate 5,000 megawatts of clean renewable energy within a 250-mile radius of Chicago by 2030.","Aggregate 5,000 megawatts of clean renewable energy within a 250-mile radius of Chicago by 2030","Yes — 'Aggregate 5,000 megawatts of clean renewable energy within a 250-mile radius of Chicago by 2030'.",Yes — by 2030.,No; CAP target to be pursued via regional partnerships and procurement (may require contracts/PPA).,Yes — within a 250-mile radius of Chicago (regional).,Large regional renewable procurement/aggregation target with MW and deadline — quantifiable clean energy commitment.,True,0.88,VALID,,,Mitigation,,Increased deployment of clean renewable energy → ↓ fossil fuel generation/use → ↓ GHG emissions (↓ atmospheric forcing),Renewable energy aggregation/targets; procurement and capacity buildout (e.g.; PPAs; utility-scale renewables deployment; renewable portfolio targets or incentives); coordinated regional clean energy development,"""clean renewable energy""; ""5; 000 megawatts""; capacity target; deployment/aggregation; ""by 2030""",0.95,Improved local air quality; reduced local pollution; energy security/resilience; job creation and economic development; potential reductions in local emissions of co-pollutants,
Chicago,Install 30 megawatts of clean renewable energy projects on City property by 2030.,Install 30 megawatts of clean renewable energy projects on City property by 2030,Yes — 'Install 30 megawatts of clean renewable energy projects on City property by 2030'.,Yes — by 2030.,No; City-led target requiring project development and funding.,Yes — City-owned property in Chicago.,Target to install renewable capacity on City property with MW and deadline.,True,0.88,VALID,,,Mitigation,,Human activity (deployment of renewables) → ↓ GHG emissions (reduced fossil fuel generation) → ↓ atmospheric forcing,Municipal renewable energy installations (e.g.; on-site solar PV or wind); development/commissioning of renewable energy projects on city-owned land/buildings; possible use of power purchase agreements (PPAs) or municipal project procurement to deploy renewables,"""clean renewable energy""; ""30 megawatts""; ""install""; ""projects""; ""by 2030""; ""City property""",0.95,Energy cost savings; increased local energy resilience/reliability; reduced local air pollution; local job creation and economic activity,
Chicago,Achieve 100% clean renewable energy community-wide by 2035.,Achieve 100%clean renewable energy community-wide by 2035,Yes — 'Achieve 100% clean renewable energy community-wide by 2035'.,Yes — by 2035.,No; target to be pursued in partnership with utilities and other actors; plan notes steps to formalize agreements.,Yes — community-wide (Chicago).,Community-wide clean energy target with a date — quantifiable policy goal.,True,0.78,VALID,,,Mitigation,,Human activity → DECREASED GHG emissions (via switching energy supply to renewables),Renewable energy mandate / clean energy standard; renewable procurement targets (e.g.; municipal PPAs); renewable portfolio standard; incentives for distributed generation (solar; wind); municipal utility decarbonization / community choice aggregation,"""100% clean renewable energy""; ""renewable energy""; ""clean""; ""community-wide""; ""by 2035""; ""100%""",0.95,Improved local air quality; public health benefits; local job creation/economic development; energy security and potential grid resilience improvements,
Chicago,Ensure 150 megawatts of energy storage capacity by 2025.,Ensure 150 megawatts of energy storage by 2025,Yes — 'Ensure 150 megawatts of energy storage by 2025'.,Yes — by 2025.,No; CAP infrastructure target that requires project deployment and partner coordination.,Yes — Chicago and City-partnered sites as listed.,Energy storage capacity target with a short deadline — quantifiable infrastructure commitment.,True,0.9,VALID,,,Mitigation,Adaptation,Human activity → DECREASED GHG emissions (by enabling renewable integration and reducing fossil-fired generation),Energy storage capacity target/mandate; deployment of grid-scale batteries and other storage technologies; procurement/installation incentives or targets for storage capacity,"""energy storage""; ""150 megawatts""; ""capacity by 2025""; ""ensure ... storage""",0.85,Grid reliability/resilience; reduced curtailment of renewables; potential reduction in use of fossil peaker plants; improved system flexibility; potential local air quality benefits,
Chicago,"Plant 75,000 trees across Chicago over five years (goal by 2026), prioritizing underserved areas.","Together with city departments and community partners, Chicago has the goal of planting 75,000 trees by 2026.","Yes — 'planting 75,000 trees by 2026' (over 5 years).",Yes — by 2026 (5-year program).,No; CAP commitment and funded program (Chicago Recovery Plan funding noted).,Yes — prioritized in underserved community areas of Chicago.,Tree-planting numeric target with an explicit year — resource and nature-based intervention.,True,0.85,VALID,,,Nature-Based Solutions,Adaptation; Mitigation,Ecosystem restoration/creation (urban trees) → ↑ functioning of living systems (canopy cover) → ↓ exposure to heat and flooding / ↑ adaptive capacity (and also ↑ carbon sequestration as a secondary pathway),Urban tree-planting program; canopy expansion via community partnerships and municipal planting; targeted greening of underserved neighborhoods,"""plant 75; 000 trees""; ""planting""; ""trees""; ""prioritizing underserved areas""; ""city departments and community partners""",0.92,Urban heat reduction (cooling); stormwater management/flood risk reduction; carbon sequestration; air quality improvement; biodiversity enhancement; equitable access to green space,
Chicago,The City has allocated $188 million for historic climate resiliency and mitigation investments as part of the Chicago Recovery Plan.,"In October 2021, Chicago's City Council approved $188 million for climate resiliency and mitigation, as part of Mayor Lori Lightfoot's $2.5 billion Chicago Recovery Plan.",Yes — '$188 million in climate resiliency and mitigation investments (total climate funding of $188M)'.,No specific single deadline attached to the $188M statement in the excerpt; funding allocated as part of the Chicago Recovery Plan (2021/2022).,Yes — City Council-approved budget allocation and Recovery Plan funding (legal municipal budget appropriation).,Yes — funds allocated for Chicago programs and neighborhoods.,Explicit resource allocation in the Recovery Plan tied to climate interventions — counts as committed funding.,True,0.88,VALID,,,Adaptation,Mitigation,Climate hazard → Increased adaptive capacity (and/or ↓ exposure/sensitivity),Capital investments/grants for unspecified resiliency and mitigation projects (funding for resilience infrastructure; climate-proofing; and emissions-reduction measures),"""climate resiliency""; ""mitigation""; ""resiliency and mitigation investments""; ""Chicago Recovery Plan""; ""$188 million allocated""",0.75,Emissions reduction (if mitigation projects funded); infrastructure modernization; public health and safety; job creation,
Chicago,"Enable 2,500 new public passenger electric vehicle charging stations in Chicago by 2035, prioritizing low- and middle-income communities.","Enable 2,500 new public passenger electric vehicle charging stations by 2035","Yes — 'Enable 2,500 new public passenger electric vehicle charging stations by 2035'.",Yes — by 2035.,No; CAP enabling target — implementation depends on coordination with private operators and building owners.,Yes — priority given to low- and middle-income communities in Chicago.,EV charging infrastructure target with a numeric station count and deadline.,True,0.82,VALID,,,Mitigation,,Human activity (enable EV adoption via charging infrastructure) → ↓ GHG emissions,Deployment/expansion of public EV charging infrastructure; targeted siting/prioritization to underserved communities; likely public investment/subsidies or permitting/streamlining to expand charger availability,"""electric vehicle charging stations""; ""public passenger electric vehicle""; ""Enable 2; 500 new""; ""by 2035""; ""prioritizing low- and middle-income communities""",0.92,Improved local air quality; reduced tailpipe pollution; increased transport equity/accessibility for low- and middle-income communities; local job/installation opportunities; potential reductions in fuel costs for drivers,
