location,policy_commitment,source_quote,has_measurable_target,has_deadline,has_legal_mandate,has_geographic_scope,extraction_notes,is_actionable,soundness_confidence,validation_reasoning,weak_language_detected,strong_language_detected,climate_strategy_type,additional_strategy_types,causal_mechanism,policy_instruments,classification_signals,classification_confidence,co_benefits_identified,classification_notes
las_vegas,"Amend LVMC/zoning and plant at least 100,000 high-quality native/adaptive public and private trees to raise city canopy to 20%.","- LVMC and zoning amendments for trees
- At least 100,000 public and private high quality, native and adaptive trees that increase the canopy are planted to increase the canopy to 20%","Yes — 'At least 100,000 public and private high quality, native and adaptive trees' and 'increase the canopy to 20%.'","No — no explicit deadline or year is provided in the quoted text (although the plan horizon is 2050, the item itself has no explicit timeline).",Yes — references to 'LVMC and zoning amendments for trees' indicate a regulatory/legal mechanism (amendments to municipal code/zoning).,Yes — City of Las Vegas (citywide public and private trees).,"This is a clear, measurable tree-planting and canopy target (100,000 trees and canopy increase to 20%) and references LVMC and zoning amendments — a specific intervention with implied regulatory action. Extracted because it contains quantifiable targets and a named regulatory mechanism.",True,0.82,VALID,,,Nature-Based Solutions,Adaptation; Mitigation,Ecosystem enhancement (urban tree canopy) → ↓ exposure to heat and storm impacts (and ↑ ecosystem services),Urban tree-planting program; municipal code/zoning amendments to require/enable tree planting; public-private planting incentives/requirements; canopy target setting and monitoring; native/adaptive species selection guidelines,"""plant at least 100; 000""; ""high-quality native and adaptive trees""; ""increase the canopy to 20%""; ""LVMC and zoning amendments""; ""public and private""",0.93,Urban heat reduction and shading; stormwater attenuation and reduced runoff; carbon sequestration; increased biodiversity and habitat; improved air quality; public health and well-being; potential property/streetscape benefits,
las_vegas,"Develop a Parks System Plan, achieve CAPRA certification, increase park acreage to 7 acres per 1,000 residents, and ensure 85% of dwelling units are within a short walk of a park or trail.","- Develop  a  Parks  System  Plan  and  achieve  CAPRA certification
- Increase park acreage to 7 acres per 1,000 residents, specifically in noted areas of need
- Ensure 85% of dwelling units are within a short walk of a park or trail","Yes — 'achieve CAPRA certification', 'Increase park acreage to 7 acres per 1,000 residents', and 'Ensure 85% of dwelling units are within a short walk of a park or trail.'",No — no explicit deadline given in the quoted lines.,No — the text commits to develop a plan and achieve certification but does not specify a legal mandate; implementation would be via city planning actions (policy/plans) rather than an immediately binding law in the quoted lines.,"Yes — City of Las Vegas / citywide (references 'park acreage' per 1,000 residents and dwelling-unit proximity within the City).","Contains explicit, measurable park system targets (CAPRA certification, 7 acres per 1,000 residents, and 85% walk-access), which are concrete outcomes tied to city planning actions — qualifies as policy.",True,0.78,VALID,,,Nature-Based Solutions,Adaptation,"Ecosystem creation/provision (parks & trails) → Increased adaptive capacity and reduced exposure to climate hazards (e.g., heat, runoff)",Develop/expand parks and trails; park system planning and governance (Parks System Plan); achieve CAPRA accreditation (standards/accreditation); set park acreage targets; spatial/proximity standards to ensure walkable access; targeted land acquisition or investment in park infrastructure,"""Parks System Plan""; ""increase park acreage""; ""7 acres per 1; 000 residents""; ""within a short walk of a park or trail""; ""CAPRA certification""",0.87,Health and recreation; urban cooling/heat mitigation; stormwater management/flood attenuation; biodiversity and habitat; active transport/walkability; social cohesion,
las_vegas,"Align with SNWA to reduce per-person water consumption to 90 gallons/day through code changes, pricing, incentives, and education.","In the face of a changing climate, this plan is closely linked to Southern Nevada Water Authority's Water Resources Plan and aligns a target to reduce water consumption to 90 gallons per person per day. This can be done by making corresponding code changes, pricing, incentives, and education efforts   to meet regional water resources and conservation goals.",Yes — 'reduce water consumption to 90 gallons per person per day.',No — no explicit deadline in the quoted text (it is presented as a plan target; plan horizon is 2050 but not explicitly tied to this line).,"Yes — the sentence notes achieving the target via 'making corresponding code changes, pricing, incentives, and education efforts' and alignment with SNWA's Water Resources Plan, indicating regulatory and pricing mechanisms are intended.",Yes — regional / City of Las Vegas in coordination with Southern Nevada Water Authority (SNWA).,"Explicit regional/city water-consumption target (90 gallons per person per day) linked to SNWA Water Resources Plan. This is a quantifiable resource-consumption target and mentions policy instruments (code changes, pricing, incentives, education), making it extractable and partly actionable.",True,0.82,VALID,,,Resource Efficiency,Adaptation,Same service → decreased water input per person (reduced per-capita water consumption),Water-efficiency codes/standards (building/plumbing codes); tiered pricing or water-rate reform; financial incentives/rebates for efficient fixtures/landscaping; public education and outreach programs,"""reduce per-person water consumption to 90 gallons/day""; ""code changes""; ""pricing""; ""incentives""; ""education""; ""water resources and conservation goals""; ""Southern Nevada Water Authority's Water Resources Plan""",0.92,Increased drought resilience; reduced energy use for water supply/pumping; cost savings for consumers and utilities; possible small GHG emissions reductions from lower pumping/treatment demand; improved long-term water security,
las_vegas,"Prioritize infill and redevelopment by linking regional centers with mixed-use transit-oriented development corridors and adopt modest amendments to Title 19 to support higher-density, mixed housing types.","To accomplish an infill strategy that ties with many additional goals throughout the plan, the plan links identified regional centers with mixed-use transit-oriented development (TOD) corridors, accented at key nodes. These corridors must be prioritized for higher density development that integrates a diverse range of affordable housing types. A number of new place types are recommended, as well as a corresponding land use tool-box, zoning typology, and modest amendments to Title 19, including:","No — the policy prescribes the approach (infill/TOD, prioritize corridors) but does not include numeric density or acreage targets in the quoted lines.",No — no explicit timeline provided in the quoted text (it is framed as the 2050 General Plan approach).,"Yes — references 'modest amendments to Title 19' (zoning code) and prioritization of corridors, implying regulatory changes via municipal code amendments — a binding mechanism when adopted.",Yes — links 'identified regional centers with mixed-use transit-oriented development (TOD) corridors' and prioritizes corridors and nodes within the City.,"The plan defines a concrete land-use strategy: prioritize infill, mixed-use TOD corridors and modest amendments to Title 19 (zoning) to direct higher-density development. This names interventions (infill, TOD, zoning amendments) that address sprawl, water use, and urban heat — an extractable policy.",True,0.78,VALID,,,Resource Efficiency,Mitigation,Same service (housing + access) → decreased energy/transport/material input (reduced vehicle miles travelled and infrastructure/land per capita),Land-use and zoning reform (higher-density zoning; TOD corridors); mixed-use development promotion; place-type definitions and land-use toolbox; targeted amendments to Title 19 to enable infill/redevelopment,"""infill""; ""redevelopment""; ""mixed-use transit-oriented development (TOD) corridors""; ""prioritized for higher density development""; ""higher-density""; ""zoning typology""; ""modest amendments to Title 19""; ""land use tool-box""; ""regional centers""; ""affordable housing types""",0.85,Emissions reduction (reduced VMT); improved transit access and reduced car dependence; lower per-capita infrastructure and land consumption; increased housing affordability and diversity; reduced lifecycle energy for buildings,
miami_dade,"Miami-Dade County will cut communitywide greenhouse gas emissions 50% by 2030 from 2019 levels, and achieve net zero by 2050.","this plan describes work taking place on multiple fronts to cut MiamiDade's greenhouse gas emissions 50 percent by 2030 from 2019 levels,  with  the  goal  of  achieving  net  zero  by  2050.

This pledge is mobilizing communities to swiftly enact measures to reduce GHG emissions 50% by 2030 compared to 2019 levels and then progress forward to achieve net zero by 2050.",Yes — '50% by 2030 (from 2019)'; net zero by 2050,Yes — 50% by 2030; net-zero by 2050,No (County commitment / pledge; not presented as a legally binding ordinance in the excerpt),Yes — Miami-Dade County (communitywide),"Clear, numerical community target and repeated as the Strategy's core goal (quantifiable target). It is a stated County commitment (Race to Zero pledge) and frames the Strategy.",True,0.85,VALID,,,Mitigation,,Human activity → ↓ GHG emissions / ↑ carbon sinks → ↓ atmospheric forcing,Not specified in the text (mechanism is a target/pledge). Likely/typical mechanisms to meet the target could include: renewable energy deployment; electrification of transport and buildings; energy efficiency measures; fuel switching; carbon sequestration/offsets; and decarbonization of waste and industrial sectors.,"""cut ... greenhouse gas emissions 50% by 2030""; ""net zero by 2050""; ""reduce GHG emissions 50% by 2030 compared to 2019 levels""; ""pledge ... enact measures to reduce GHG emissions""",0.95,,
miami_dade,Retune 1.1 billion square feet of communitywide buildings by 2030.,RETUNE 1.1 BILLION SQUARE FOOTAGE OF COMMUNITY WIDE BUILDINGS BY 2030,Yes — Retune 1.1 billion sq ft by 2030,Yes — by 2030,"No (target stated; the text elsewhere recommends an ordinance, but this line is a target)",Yes — communitywide (Miami-Dade County),Explicit numerical target for retuning (quantifiable target and specific intervention).,True,0.85,VALID,,,Resource Efficiency,Mitigation,Same service → ↓ energy input (reduced energy consumption per service),Building tune-ups / retro-commissioning / recommissioning; HVAC controls optimization; operations & maintenance improvements; building automation tuning; efficiency measures (no explicit new construction or ecosystem action),"""Retune""; ""buildings""; ""communitywide""; ""1.1 billion square feet""; ""by 2030"" (implies building operational optimization/retro‑commissioning at scale)",0.9,GHG emissions reductions; reduced energy costs; peak load reduction; improved occupant comfort/indoor environmental quality,
miami_dade,"Retrofit 167,500 homes (prioritizing LMI households) to reduce energy costs by 28% by 2030.","RETROFIT 167,500 HOMES TO REDUCE ENERGY COSTS 28% PRIORITIZING LOW TO MODERATE INCOME (LMI) HOMES BY 2030","Yes — Retrofit 167,500 homes to reduce energy costs 28% by 2030",Yes — by 2030,No (stated target and prioritization; not shown as a legal mandate),"Yes — communitywide (Miami-Dade County), prioritizing Low- to Moderate-Income (LMI) homes","Specific numerical retrofit target and performance outcome for homes, prioritized for LMI households (quantifiable target + equity focus).",True,0.87,VALID,,,Resource Efficiency,Mitigation,Same service (housing thermal comfort/utility) → ↓ energy input/use per household,Home/building energy retrofits including insulation and air-sealing; window upgrades; HVAC/heating system upgrades or replacement; efficient appliances and lighting; energy audits; weatherization programs; targeted subsidies/grants or financing for LMI households; program outreach and prioritization,"""Retrofit 167; 500 homes""; ""reduce energy costs 28%""; ""homes""; ""prioritizing LMI""; ""by 2030""",0.95,Emissions reduction (lower GHGs); improved occupant comfort and indoor air quality; reduced energy poverty for LMI households; health benefits; lower peak demand and grid stress; local job creation in retrofit services,
miami_dade,"Install 61,725 kW of solar energy by 2030 on County buildings, land, and water.","INSTALL 61,725 KW OF SOLAR ENERGY BY 2030 ON COUNTY BUILDINGS, LAND, AND WATER EQUIVALENT TO 7,498 HOMES' ELECTRICITY USE FOR ONE YEAR","Yes — Install 61,725 kW on County buildings/land/water by 2030",Yes — by 2030,No (targeted installations and program participation; specific financing/programs are proposed elsewhere but not a binding law in this line),"Yes — on County buildings, land, and water (Miami-Dade County)",Solar-installation capacity targets are explicit numeric commitments distinguishing County assets from commercial/residential (quantifiable targets and specific interventions).,True,0.82,VALID,,,Mitigation,,Deployment of low-carbon electricity (solar PV) → ↓ fossil-fuel electricity generation → ↓ GHG emissions / ↓ atmospheric forcing,Deployment of solar photovoltaic (PV) systems on county assets — rooftop and ground-mounted solar; and floating/over-water solar installations; on-site renewable electricity generation to displace grid fossil generation,"""Install""; ""solar energy""; ""61; 725 kW""; ""by 2030""; ""on County buildings; land; and water""; ""equivalent to 7; 498 homes' electricity use""",0.95,Increased local energy resilience and reliability; reduced energy bills/cost savings; local air quality improvements; job creation in installation and maintenance,
miami_dade,"Install 794,000 kW of solar energy by 2030 on commercial and residential buildings.","INSTALL 794,000 KW OF SOLAR ENERGY BY 2030 ON COMMERCIAL AND RESIDENTIAL BUILDINGS EQUIVALENT TO 104,014 HOMES' ELECTRICITY USE FOR ONE YEAR","Yes — Install 794,000 kW on commercial and residential buildings by 2030",Yes — by 2030,No (target for installations across commercial and residential buildings; not presented as regulatory requirement),Yes — commercial and residential buildings across Miami-Dade County (communitywide),Large commercial/residential solar capacity target (quantifiable target and sectoral specificity).,True,0.78,VALID,,,Mitigation,,Increased deployment of renewable electricity (solar PV) → ↓ GHG emissions from power generation → ↓ atmospheric forcing,Deployment/installation of rooftop and building-integrated solar PV capacity; explicit capacity target (794; 000 kW) with a deadline (by 2030),"""Install 794; 000 kW of solar""; ""solar energy""; ""by 2030""; ""commercial and residential buildings""; ""equivalent to 104; 014 homes' electricity use""",0.95,Energy cost savings for households/businesses; improved energy security/resilience; local job creation in installation/maintenance; reduced air pollution,
miami_dade,Reduce the energy use intensity of new buildings 20% by 2030 below 2020 levels.,REDUCE THE ENERGY USE INTENSITY OF NEW BUILDINGS 20% BY 2030 BELOW 2020 LEVELS,Yes — Reduce EUI of new buildings 20% by 2030 below 2020 levels,Yes — by 2030 (relative to 2020 baseline),No (stated performance target; other text indicates County programs to require ULE for County buildings but this line is a target),Yes — new buildings in Miami-Dade County (communitywide/new construction),Clear numerical energy-performance target for new buildings (quantifiable target and specific intervention towards efficiency).,True,0.82,VALID,,,Resource Efficiency,Mitigation,Same service → DECREASED energy input,Building energy efficiency standards / codes; energy performance targets for new construction; mandatory energy use intensity benchmarking for new buildings,"""Reduce the energy use intensity""; ""new buildings""; ""20% by 2030 below 2020 levels""; energy performance target",0.92,Emissions reduction (lower CO2); lower energy bills / operating cost savings; reduced peak electricity demand; improved building performance,
miami_dade,All new County buildings will be Ultra-Low Energy (ULE) by 2030.,All new County buildings will be Ultra-Low Energy by 2030,Yes — all new County buildings will be Ultra-Low Energy by 2030 (performance standard),Yes — by 2030,Yes — County policy/administrative requirement (statement: 'All new County buildings will be Ultra-Low Energy by 2030'),Yes — County-owned new buildings (Miami-Dade County government operations),Direct County-level commitment that requires County construction to meet a specific standard (specific intervention and County-level administrative requirement).,True,0.9,VALID,,,Resource Efficiency,Mitigation,Same service → DECREASED energy input,Mandatory building performance/energy efficiency standard for new County buildings (ULE requirement); procurement/design requirements; building codes or internal county construction specifications to achieve ultra-low energy use (insulation/airtightness; high-efficiency HVAC; passive design; energy modelling/verification),"""Ultra-Low Energy (ULE)""; ""All new County buildings""; ""by 2030""; building performance/standard implication",0.92,Emissions reduction (lower operational GHGs); reduced energy bills/operational costs; improved occupant comfort/indoor environmental quality; reduced peak electricity demand,
miami_dade,Adopt a Building Performance Ordinance to ensure benchmarking and retuning of large existing buildings community-wide.,Adopt a Building Performance Ordinance to ensure benchmarking and retuning of large existing buildings community-wide,No (the ordinance is a binding mechanism; the benchmarking/retuning targets are separate items already captured),No explicit deadline in the quoted sentence (ordinance adoption proposed as action),Yes — proposed legal/regulatory mechanism ('Adopt a Building Performance Ordinance') to mandate benchmarking and retuning,Yes — large existing buildings community-wide in Miami-Dade County,Explicit proposed regulatory measure to ensure benchmarking and retuning of large buildings (binding mechanism / specific intervention).,True,0.8,VALID,,,Resource Efficiency,Mitigation,Same service → DECREASED energy input,Energy benchmarking and disclosure; mandatory building performance standards/ordinance; periodic building tune-ups/retuning (operational optimization); compliance/reporting requirements for large existing buildings,"""Building Performance Ordinance""; ""benchmarking""; ""retuning""; ""large existing buildings""; ""performance""",0.92,Emissions reduction (GHG savings); lower energy costs; reduced peak electricity demand; improved occupant comfort/indoor environment; potential public health benefits,
