policy_statement,verbatim_text,policy_type,parent_policy_name,section_header,sector,extraction_rationale,cluster_id,cluster_type,role,parent_statement,reasoning,has_quantifiable_target,has_timeline,has_binding_mechanism,has_spatial_specificity,weak_language_detected,strong_language_detected,validation_result,confidence_score,validation_reasoning,final_verdict
"The Investment Allowance – Energy Efficiency Scheme allows an additional 30% investment allowance for energy efficiency investments against taxable income, on top of normal capital allowances.","The Investment Allowance - Energy Efficiency Scheme (IA) allows an additional 30 per cent investment allowance for energy efficiency investments against taxable income, on top of normal capital allowances.",individual,,"Besides grants, tax incentive schemes are also available.",Industry,Specific tax incentive with quantified allowance (30%).,14,individual,individual,,"This is a clearly specified tax incentive (additional 30% investment allowance) for energy-efficiency investments, which is a binding fiscal mechanism in the sense that it establishes a concrete allowance rule. However, it does not state any measurable climate/energy outcome (e.g., energy saved, emissions reduced, number of projects) and it provides no deadline or applicability period. Under the strict “individual policy” rule, missing both a quantifiable outcome target and a timeline makes it NON-SOUND.",No,No,Yes,No,No,No,NON-SOUND,0.4,"Quantifiable target: No — the only number is an incentive rate, not an outcome: ""additional 30 per cent investment allowance""; there is no stated energy/emissions reduction, uptake, or implementation volume. Timeline: No — no date range or deadline is provided. Binding mechanism: Yes — it establishes a concrete tax allowance rule: ""allows an additional 30 per cent investment allowance... against taxable income"". Spatial specificity: No — no jurisdiction/location is named in the text provided. Weak language: No — does not use 'encourage/aim/explore'; it states an allowance exists. Strong language: No — no mandates/requirements and no hard outcome numbers; the 30% is an incentive parameter rather than an achieved target. Because has_timeline='No' and has_quantifiable_target='No', the strict gold-standard requirement fails, so result is NON-SOUND.",False
EDB and NEA will study policy options to support measures and technologies to reduce non-CO2 GHG emissions from the semiconductor sub-sector.,EDB and NEA will study policy options to support the implementation of appropriate measures and technologies to reduce non-CO 2 GHG emissions from the sub-sector.,individual,,Reducing Non-CO2 GHGs,Industry,Government commitment to develop policy options for a defined mitigation action area (non-CO2 in semiconductors).,15,individual,individual,,"The statement is a process commitment (“will study policy options”) rather than an auditable, deliverable mitigation action. It provides no explicit timeline (no year/deadline) and no quantifiable outcome target (no % or absolute emissions reduction). It is spatially scoped to a specific sub-sector (“semiconductor sub-sector”), but lacks binding/enforceable mechanisms and uses weak language.",No,No,No,Yes,Yes,No,NON-SOUND,0.4,"Quantifiable target: No—text only says ""reduce non-CO 2 GHG emissions"" with no measurable level (no %, baseline, or amount). Timeline: No—no date/deadline is provided; it only says ""will study"". Binding mechanism: No—""will study policy options"" is not an enforceable mandate, ordinance, or code requirement. Spatial/scope specificity: Yes—applies to a defined scope: ""from the sub-sector"" (semiconductor sub-sector). Weak language: Yes—""will study policy options to support"" indicates exploratory/process intent rather than a committed outcome. Strong language: No—no verbs like require/mandate/achieve with hard numbers. STRICT VALID RULE fails because has_timeline='No' and has_quantifiable_target='No', and the commitment is not an auditable deliverable beyond studying options.",False
EDB and NEA will study further policy options to facilitate switching industrial heating fuels to cleaner fuels such as natural gas.,EDB and NEA will study further policy options to facilitate this switch.,individual,,Adopting Cleaner Fuels in Industry,Industry,Explicit commitment to policy development to enable cleaner fuel switching.,16,individual,individual,,"The statement is a commitment to “study further policy options,” which is a process activity rather than an auditable, outcome-based policy. The verbatim text contains no deadline/year, no measurable target (e.g., % fuel switching, emissions reductions, number of facilities), and no binding mechanism. Therefore it fails the strict individual-policy validity rule.",No,No,No,No,Yes,No,NON-SOUND,0.2,"Quantifiable target: No — verbatim text only says ""will study further policy options"" and provides no measurable outcome (no %, no facilities, no emissions reductions).
Timeline: No — no explicit date/year/deadline is stated.
Binding mechanism: No — no ordinance/mandate/requirement is described; only an intention to study.
Spatial specificity: No — no location/jurisdictional scope is specified in the verbatim text.
Weak language: Yes — ""will study"" indicates exploration/planning without commitment to implement a specific action.
Strong language: No — no mandate/require/install/achieve language with hard numbers.
STRICT VALID RULE check: Fails (no timeline + no quantifiable target; also primarily process-oriented).",False
"MEPS for air-conditioners will be raised again in September 2016, and minimum standards for appliances will be progressively raised.","MEPS for air-conditioners were raised in 2013, and will be raised again in September 2016. The minimum standards for appliances will be progressively raised to increase the efficiency of the appliances on the market , while ensuring that product availability and consumer choice are not adversely affected.",individual,,Raising Minimum Energy Performance Standards,Buildings,Regulatory performance standards with a specified effective date (Sept 2016) and an explicit commitment to progressive tightening.,17,individual,individual,,"The text describes an actionable regulatory move (raising MEPS) with a specific effective date (September 2016), which supports timeline and binding intent. However, it does not include any quantifiable outcome (e.g., the new MEPS level, % efficiency improvement, or coverage), and “progressively raised” is not tied to measurable increments or deadlines. Under the strict rule for individual policies, missing a quantifiable target makes it NON-SOUND and caps confidence.",No,Yes,Yes,No,Yes,No,NON-SOUND,0.4,"Quantifiable target: No—text states MEPS 'will be raised again in September 2016' and 'minimum standards for appliances will be progressively raised' but gives no numeric MEPS level, % efficiency gain, or other measurable outcome. Timeline: Yes—explicit date 'September 2016'. Binding mechanism: Yes—MEPS (minimum energy performance standards) imply an enforceable regulatory standard; wording 'will be raised' indicates a mandatory standard change rather than a voluntary program. Spatial specificity: No—no jurisdictional scope is stated in the excerpt (e.g., national, citywide). Weak language: Yes—'progressively raised' and 'to increase the efficiency' are directional without hard targets or deadlines. Strong language: No—no hard numbers or explicit required performance levels are included. STRICT VALID RULE fails because it lacks a quantifiable target (gold standard not met), so result is NON-SOUND; confidence capped at 0.4 due to has_quantifiable_target='No'.",False
NEA will consider including other appliances under the Mandatory Energy Labelling Scheme (MELS) in the future.,"MELS currently covers household refrigerators, air-conditioners, clothes dryers, televisions, and lamps. NEA will consider including other appliances in the future.",individual,,Promoting and Increasing Awareness about Energy Efficient Appliances,Buildings,Forward-looking government action to potentially expand a mandatory labelling scheme.,18,individual,individual,,"The statement describes a possible future consideration to expand an existing mandatory labelling scheme, but it does not commit to a specific action, deadline, or measurable outcome. The language is explicitly tentative (“will consider”), making it non-auditable as an individual policy commitment.",No,No,No,No,Yes,No,NON-SOUND,0.2,"Quantifiable target: No—text provides no measurable outcome (no numbers such as % coverage, # of appliances, or efficiency levels); it only says, “NEA will consider including other appliances in the future.” Timeline: No—no year/deadline is given; “in the future” is vague. Binding mechanism: No—the verbatim text does not state a new requirement/mandate; it references an existing scheme (“MELS currently covers...”) but the proposed change is only under consideration. Spatial specificity: No—no explicit jurisdictional scope (e.g., nationwide/citywide) is stated in the excerpt. Weak language: Yes—“will consider” indicates non-committal intent. Strong language: No—no enforceable action verbs tied to hard targets or deadlines. Therefore it fails the strict valid rule (no timeline and no quantifiable target, and weak language without a binding commitment).",False
HEMS smart home technologies are being piloted in selected households in Yuhua estate to assess feasibility of larger-scale implementation.,HEMS are currently being piloted in selected households in the Yuhua estate to assess the feasibility of larger scale implementation.,individual,,Smart Home Technologies,Buildings,Concrete intervention (pilot programme) aimed at potential scale-up.,19,individual,individual,,"This statement describes a pilot (“currently being piloted”) intended to “assess feasibility” for possible future scale-up. It does not specify any measurable outcome target (e.g., number of homes to be equipped, expected energy savings) nor any explicit timeline/deadline. It is spatially specific (Yuhua estate) but lacks binding/enforceable language and reads as exploratory/process-oriented, so it does not meet the strict criteria for an individually VALID, auditable policy.",No,No,No,Yes,Yes,No,NON-SOUND,0.35,"Quantifiable target: No—text only says ""being piloted in selected households"" and provides no count, % outcome, or performance metric. Timeline: No—""currently"" is not an explicit deadline/year. Binding mechanism: No—no ordinance/mandate/requirement is stated; it is a pilot activity. Spatial specificity: Yes—applies to ""selected households in the Yuhua estate."" Weak language: Yes—""assess the feasibility"" indicates evaluation/exploration rather than a committed outcome. Strong language: No—no verbs like require/mandate/achieve with hard numbers. Under the strict rule for individual policies, lacking both a timeline and quantifiable target makes it NON-SOUND.",False
PUB is pilot testing technologies such as electrochemical desalting with the aim of halving the energy used in seawater desalination.,"PUB is pilot testing new technologies such as electrochemical desalting, with the aim of halving the energy used in the seawater desalination process.",individual,,Increasing Efficiency of Water Treatment,Water,Specific intervention (pilot testing) with quantified goal (halve energy use).,20,individual,individual,,"The statement describes an R&D/pilot activity (“pilot testing new technologies”) and includes a quantified aspiration (“aim of halving the energy used”), but it lacks an explicit deadline/year and does not clearly establish a binding requirement to achieve the halving outcome. The use of “aim” indicates weak/non-binding language, so it does not meet the strict “individual policy” validity rule (needs both a quantifiable target and a timeline, plus either no weak language or a binding mechanism).",Yes,No,No,No,Yes,No,NON-SOUND,0.4,"Quantifiable target: Yes — contains a measurable outcome: ""halving the energy used in the seawater desalination process."" Timeline: No — no explicit year/deadline is provided. Binding mechanism: No — text describes activity ""pilot testing"" and does not state any enforceable requirement/mandate. Spatial specificity: No — does not specify where it applies beyond general reference to seawater desalination. Weak language: Yes — uses non-committal phrasing: ""with the aim of"". Strong language: No — no mandate/require/achieve wording tied to an enforceable commitment. Under the strict rule for individual policies, missing timeline (and presence of weak language without a binding mechanism) makes it NON-SOUND.",False
NEA is conducting a pilot programme to evaluate district-level food waste collection and processing for anaerobic co-digestion with used water sludge at Ulu Pandan WRP.,NEA is also conducting a pilot programme to evaluate the economic viability and feasibility of the district-level collection and processing of food waste for anaerobic co-digestion with used water sludge at the Ulu Pandan Water Reclamation Plant.,individual,,Increasing Efficiency of Water Treatment,Waste,Concrete government-led pilot programme with defined scope and site.,21,individual,individual,,"This is a specific pilot programme with a defined activity (evaluate feasibility/economic viability of district-level food waste collection/processing for co-digestion) and a defined site (Ulu Pandan Water Reclamation Plant). However, it is primarily evaluative (a study/pilot to assess viability) and does not state any measurable outcome target (e.g., tonnes of food waste processed) or any explicit timeline/deadline. Under the strict rule for individual policies, it is therefore NON-SOUND.",No,No,No,Yes,Yes,No,NON-SOUND,0.4,"Quantifiable target: No—text describes a pilot to 'evaluate the economic viability and feasibility' and contains no measurable outcome (no tonnes, %, capacity, or adoption target). Timeline: No—no deadline/year is provided. Binding mechanism: No—no mandate/requirement/ordinance is stated; it is an agency-led pilot ('conducting a pilot programme'). Spatial specificity: Yes—explicit location 'at the Ulu Pandan Water Reclamation Plant.' Weak language: Yes—'evaluate' and 'feasibility' indicate exploratory intent rather than a committed, auditable delivery. Strong language: No—no hard-number requirements or achievement verbs are present. STRICT VALID RULE fails because has_timeline='No' and has_quantifiable_target='No'.",False
NEA aims to increase Singapore’s overall recycling rate from 61% (2015) to 70% in 2030.,"NEA aims to increase the overall recycling rate from 61 per cent in 2015 to 70 per cent in 2030, by increasing awareness and implementing other policy initiatives (see feature story).",individual,,Increasing Energy and Carbon Efficiency in the Waste Management Process,Waste,Quantified national target with baseline and deadline.,22,individual,individual,,"The statement includes a clear, measurable outcome (recycling rate increase from 61% to 70%) and an explicit deadline (2030). However, the verbatim uses weak, non-binding language (“aims”) and frames delivery via awareness/other initiatives without indicating an enforceable mandate. It is still auditable and time-bound, so it meets the “gold standard” criteria, but lacks binding force; overall it can be considered VALID under the provided strict rule because it has both timeline and quantifiable target.",Yes,Yes,No,Yes,Yes,No,VALID,0.82,"Quantifiable target: Explicit measurable outcome stated: “increase the overall recycling rate from 61 per cent in 2015 to 70 per cent in 2030.” Timeline: Explicit year/deadline given: “in 2030.” Binding mechanism: No enforceable instrument is cited; text says “aims” and references “increasing awareness and implementing other policy initiatives,” but no mandate/requirement/ordinance/code is specified. Spatial specificity: Applies to Singapore overall, evidenced by “Singapore’s overall recycling rate” / “overall recycling rate” in national context. Weak language: “NEA aims to increase…” indicates aspirational intent. Strong language: No verbs like mandate/require/achieve with enforcement; “increase” is tied to a target but still framed as an aim. STRICT VALID RULE: (1) Auditable commitment: yes—recycling rate is measurable. (2) Gold standard: yes—timeline and quantifiable target both present. (3) Language strength: although weak language is present, the rule allows validity when gold standard criteria are met and the commitment is still auditable; however, absence of binding mechanism lowers confidence.",True
All new HDB developments launched from 2014 will be fitted with Centralised Chutes for Recyclables.,All new HDB developments launched from 2014 will be fitted with Centralised Chutes for Recyclables.,individual,,INITIATIVES TO REDUCE WASTE AND INCREASE EFFICIENCY IN THE WASTE SECTOR,Waste,Clear implementation requirement tied to new developments (mandated feature from 2014).,23,individual,individual,,"This is an auditable implementation requirement: it specifies a concrete deliverable (“fitted with Centralised Chutes for Recyclables”) and a clear applicability condition (“All new HDB developments launched from 2014”). It includes an explicit start year, but it does not include a quantifiable outcome target (e.g., % of developments, number of chutes, recycling rate increase). The wording (“will be fitted”) is strong and implies a mandate-like requirement for new developments, though it does not explicitly cite a binding instrument (law/regulation).",No,Yes,No,Yes,No,Yes,NON-SOUND,0.4,"Quantifiable target: No — the text states 'All new HDB developments launched from 2014 will be fitted with Centralised Chutes for Recyclables' but provides no measurable outcome (no number/% of developments, no recycling diversion rate). Timeline: Yes — 'from 2014' is an explicit year/start date. Binding mechanism: No — it uses strong directive language ('will be fitted') but does not cite an ordinance, regulation, code, or other enforceable instrument. Spatial specificity: Yes — it applies to 'HDB developments' (a defined public housing development context). Weak language: No — no 'encourage/aim/explore' phrasing. Strong language: Yes — 'will be fitted' is a clear implementation requirement. Under the strict rule for individual policies, it fails the gold standard because has_quantifiable_target='No', so it is NON-SOUND.",False
