cluster_id,cluster_type,role,sector,section_header,policy_statement,parent_statement,verbatim_text,extraction_rationale
,parent_with_subs,parent,Waste,Pillar 2 | Strategy 1. Reduce waste and landfilling,"Pillar 2 Strategy 1: Reduce waste and landfilling with targets for organics collection, source prevention, and diversion across waste streams.",,"2 Build circular economies to create jobs and reduce waste | 1. Reduce waste and landfilling | A. Introduce community-wide organic waste collection and decomposition by 2025 B. Implement equitable waste source prevention strategies by 2030 C. Divert 90%ofcommercial, industrial, and institutional waste by 2030 D. Divert 75%of construction and demolition waste by 2030 E. Enable building design for disassembly and reuse by 2035 F. Divert 90%ofresidential waste by 2040","Named strategy with multiple lettered, quantified actions and deadlines."
,parent_with_subs,sub,Waste,Pillar 2 | Strategy 1. Reduce waste and landfilling,Introduce community-wide organic waste collection and decomposition by 2025.,"Pillar 2 Strategy 1: Reduce waste and landfilling with targets for organics collection, source prevention, and diversion across waste streams.",A. Introduce community-wide organic waste collection and decomposition by 2025,Lettered action with explicit deadline.
,parent_with_subs,sub,Waste,Pillar 2 | Strategy 1. Reduce waste and landfilling,Implement equitable waste source prevention strategies by 2030.,"Pillar 2 Strategy 1: Reduce waste and landfilling with targets for organics collection, source prevention, and diversion across waste streams.",B. Implement equitable waste source prevention strategies by 2030,Lettered action with explicit deadline.
,parent_with_subs,sub,Waste,Pillar 2 | Strategy 1. Reduce waste and landfilling,"Divert 90% of commercial, industrial, and institutional waste by 2030.","Pillar 2 Strategy 1: Reduce waste and landfilling with targets for organics collection, source prevention, and diversion across waste streams.","C. Divert 90%ofcommercial, industrial, and institutional waste by 2030",Lettered action with quantified diversion target and deadline.
,parent_with_subs,sub,Waste,Pillar 2 | Strategy 1. Reduce waste and landfilling,Divert 75% of construction and demolition waste by 2030.,"Pillar 2 Strategy 1: Reduce waste and landfilling with targets for organics collection, source prevention, and diversion across waste streams.",D. Divert 75%of construction and demolition waste by 2030,Lettered action with quantified diversion target and deadline.
,parent_with_subs,sub,Waste,Pillar 2 | Strategy 1. Reduce waste and landfilling,Enable building design for disassembly and reuse by 2035.,"Pillar 2 Strategy 1: Reduce waste and landfilling with targets for organics collection, source prevention, and diversion across waste streams.",E. Enable building design for disassembly and reuse by 2035,Lettered action with deadline.
,parent_with_subs,sub,Waste,Pillar 2 | Strategy 1. Reduce waste and landfilling,Divert 90% of residential waste by 2040.,"Pillar 2 Strategy 1: Reduce waste and landfilling with targets for organics collection, source prevention, and diversion across waste streams.",F. Divert 90%ofresidential waste by 2040,Lettered action with quantified diversion target and deadline.
,parent_with_subs,parent,Transport,"Pillar 3 | Strategy 1. Make walking, biking, or transit viable options for all trips","Pillar 3 Strategy 1: Make walking, biking, or transit viable options for all trips with actions to expand bikeways/trails, increase shared micromobility, and reach 45% non-car mode share by 2040.",,"3 Deliver a robust zero-emission mobility network that connects communities and improves air quality | 1. Makewalking, biking, or transit viable options for all trips | A. Expand high-quality and low-stress on-street bikeways and off-street trails B. Increase Divvy bikes and shared micromobility trips30% by 2030 C. Enable Chicagoans to walk, bike, take transit, or use shared micromobility for 45%ofall trips by 2040",Named strategy with multiple lettered sub-actions including quantified targets/dates.
,parent_with_subs,sub,Transport,"Pillar 3 | Strategy 1. Make walking, biking, or transit viable options for all trips",Expand high-quality and low-stress on-street bikeways and off-street trails.,"Pillar 3 Strategy 1: Make walking, biking, or transit viable options for all trips with actions to expand bikeways/trails, increase shared micromobility, and reach 45% non-car mode share by 2040.",A. Expand high-quality and low-stress on-street bikeways and off-street trails,Specific intervention listed as a lettered action under a parent strategy (even though not quantified in the table row).
,parent_with_subs,sub,Transport,"Pillar 3 | Strategy 1. Make walking, biking, or transit viable options for all trips",Increase Divvy bikes and shared micromobility trips 30% by 2030.,"Pillar 3 Strategy 1: Make walking, biking, or transit viable options for all trips with actions to expand bikeways/trails, increase shared micromobility, and reach 45% non-car mode share by 2040.",B. Increase Divvy bikes and shared micromobility trips30% by 2030,Lettered action with quantified percent increase and deadline.
,parent_with_subs,sub,Transport,"Pillar 3 | Strategy 1. Make walking, biking, or transit viable options for all trips","Enable Chicagoans to walk, bike, take transit, or use shared micromobility for 45% of all trips by 2040.","Pillar 3 Strategy 1: Make walking, biking, or transit viable options for all trips with actions to expand bikeways/trails, increase shared micromobility, and reach 45% non-car mode share by 2040.","C. Enable Chicagoans to walk, bike, take transit, or use shared micromobility for 45%ofall trips by 2040",Lettered action with quantified mode-share target and deadline.
,parent_with_subs,parent,Transport,Pillar 3 | Strategy 2. Increase transit performance and encourage equitable transit-oriented development,"Pillar 3 Strategy 2: Increase transit performance and encourage equitable transit-oriented development through land use updates, commuter benefits, transportation demand management, and parking requirement updates.",,"3 Deliver a robust zero-emission mobility network that connects communities and improves air quality | 2. Increase transit performance and encourage equitable transit-oriented development | A. Update land use policies to encourage sustainable devel- opment, accessibility, and street safety by 2023 B. Expand use of commuter benefits by 2024 C. Require transportation demandmanagementplans for newdevelopment by 2025 D. Update citywide car and bike parking requirements by 2025",Named strategy with multiple lettered actions and deadlines.
,parent_with_subs,sub,Transport,Pillar 3 | Strategy 2. Increase transit performance and encourage equitable transit-oriented development,"Update land use policies to encourage sustainable development, accessibility, and street safety by 2023.","Pillar 3 Strategy 2: Increase transit performance and encourage equitable transit-oriented development through land use updates, commuter benefits, transportation demand management, and parking requirement updates.","A. Update land use policies to encourage sustainable devel- opment, accessibility, and street safety by 2023",Lettered action with deadline.
,parent_with_subs,sub,Transport,Pillar 3 | Strategy 2. Increase transit performance and encourage equitable transit-oriented development,Expand use of commuter benefits by 2024.,"Pillar 3 Strategy 2: Increase transit performance and encourage equitable transit-oriented development through land use updates, commuter benefits, transportation demand management, and parking requirement updates.",B. Expand use of commuter benefits by 2024,Lettered action with deadline.
,parent_with_subs,sub,Transport,Pillar 3 | Strategy 2. Increase transit performance and encourage equitable transit-oriented development,Require transportation demand management plans for new development by 2025.,"Pillar 3 Strategy 2: Increase transit performance and encourage equitable transit-oriented development through land use updates, commuter benefits, transportation demand management, and parking requirement updates.",C. Require transportation demandmanagementplans for newdevelopment by 2025,Lettered action with deadline; specifies a regulatory requirement (TDM plans).
,parent_with_subs,sub,Transport,Pillar 3 | Strategy 2. Increase transit performance and encourage equitable transit-oriented development,Update citywide car and bike parking requirements by 2025.,"Pillar 3 Strategy 2: Increase transit performance and encourage equitable transit-oriented development through land use updates, commuter benefits, transportation demand management, and parking requirement updates.",D. Update citywide car and bike parking requirements by 2025,Lettered action with deadline; indicates regulatory update.
,parent_with_subs,parent,Transport,Pillar 3 | Strategy 3. Enable zero-emission transit and fleets,"Pillar 3 Strategy 3: Enable zero-emission transit and fleets, including ride-hail/taxi electrification, delivery fleet electrification, City fleet electrification, and regional zero-emission transit fleets.",,3. Enable zero- emission transit and fleets | B. Support equitable electrification of ride-hail and taxi fleets by 2030 C. Enable 100% electrification of delivery fleets by 2035 D. Electrify 100%oftheCity's fleetby2035 E. Achieve zero-emission transit fleets across Chicagoland by 2040,"Named strategy with multiple lettered, time-bound electrification actions."
,parent_with_subs,sub,Transport,Pillar 3 | Strategy 3. Enable zero-emission transit and fleets,Support equitable electrification of ride-hail and taxi fleets by 2030.,"Pillar 3 Strategy 3: Enable zero-emission transit and fleets, including ride-hail/taxi electrification, delivery fleet electrification, City fleet electrification, and regional zero-emission transit fleets.",B. Support equitable electrification of ride-hail and taxi fleets by 2030,Lettered action with deadline.
,parent_with_subs,sub,Transport,Pillar 3 | Strategy 3. Enable zero-emission transit and fleets,Enable 100% electrification of delivery fleets by 2035.,"Pillar 3 Strategy 3: Enable zero-emission transit and fleets, including ride-hail/taxi electrification, delivery fleet electrification, City fleet electrification, and regional zero-emission transit fleets.",C. Enable 100% electrification of delivery fleets by 2035,Lettered action with 100% target and deadline.
,parent_with_subs,sub,Transport,Pillar 3 | Strategy 3. Enable zero-emission transit and fleets,Electrify 100% of the City's fleet by 2035.,"Pillar 3 Strategy 3: Enable zero-emission transit and fleets, including ride-hail/taxi electrification, delivery fleet electrification, City fleet electrification, and regional zero-emission transit fleets.",D. Electrify 100%oftheCity's fleetby2035,Lettered action with 100% target and deadline.
,parent_with_subs,sub,Transport,Pillar 3 | Strategy 3. Enable zero-emission transit and fleets,Achieve zero-emission transit fleets across Chicagoland by 2040.,"Pillar 3 Strategy 3: Enable zero-emission transit and fleets, including ride-hail/taxi electrification, delivery fleet electrification, City fleet electrification, and regional zero-emission transit fleets.",E. Achieve zero-emission transit fleets across Chicagoland by 2040,Lettered action with deadline.
,parent_with_subs,parent,Energy,Pillar 4 | Strategy 1. 100% clean renewable energy,"Pillar 4 Strategy 1: Achieve 100% clean renewable energy via aggregation of regional clean energy, installing renewables on City property, and reaching community-wide 100% clean renewable energy by 2035.",,"4 Drive equitable development of Chicago's cleanenergy future | 1. 100%clean renewable energy | A. Aggregate 5,000 megawatts of clean renewable energy within a 250-mile radius of Chicago by 2030 B. Install 30 megawatts of clean renewable energy projects on City property by 2030 C. Achieve 100%clean renewable energy community-wide by 2035",Named strategy with multiple quantified targets and dates.
,parent_with_subs,sub,Energy,Pillar 4 | Strategy 1. 100% clean renewable energy,"Aggregate 5,000 megawatts of clean renewable energy within a 250-mile radius of Chicago by 2030.","Pillar 4 Strategy 1: Achieve 100% clean renewable energy via aggregation of regional clean energy, installing renewables on City property, and reaching community-wide 100% clean renewable energy by 2035.","A. Aggregate 5,000 megawatts of clean renewable energy within a 250-mile radius of Chicago by 2030",Lettered action with quantified MW target and deadline.
,parent_with_subs,sub,Energy,Pillar 4 | Strategy 1. 100% clean renewable energy,Install 30 megawatts of clean renewable energy projects on City property by 2030.,"Pillar 4 Strategy 1: Achieve 100% clean renewable energy via aggregation of regional clean energy, installing renewables on City property, and reaching community-wide 100% clean renewable energy by 2035.",B. Install 30 megawatts of clean renewable energy projects on City property by 2030,Lettered action with quantified MW target and deadline.
,parent_with_subs,sub,Energy,Pillar 4 | Strategy 1. 100% clean renewable energy,Achieve 100% clean renewable energy community-wide by 2035.,"Pillar 4 Strategy 1: Achieve 100% clean renewable energy via aggregation of regional clean energy, installing renewables on City property, and reaching community-wide 100% clean renewable energy by 2035.",C. Achieve 100%clean renewable energy community-wide by 2035,Lettered action with 100% target and deadline.
,parent_with_subs,parent,Buildings,Pillar 4 | Strategy 2. Enable building and personal vehicle electrification,"Pillar 4 Strategy 2: Enable building and personal vehicle electrification with policy support for electrified renovations/new construction and electrification targets across building types, plus expanded EV charging infrastructure.",,4 Drive equitable development of Chicago's cleanenergy future | 2. Enable buildingand personal vehicle electrification | A. Enact policies that support electrified renovations and newconstruction by 2023 B. Electrify 30%oftotal existing residential buildings by 2035 C. Electrify 20%oftotal existing industrial buildings by 2035 D. Electrify 10%of total existing commercial buildings by 2035 E. Electrify 90%oftotal existing City-owned buildings by 2035,Named strategy with multiple lettered actions and deadlines; includes regulatory/policy commitments and quantified electrification targets.
,parent_with_subs,sub,Buildings,Pillar 4 | Strategy 2. Enable building and personal vehicle electrification,Enact policies that support electrified renovations and new construction by 2023.,"Pillar 4 Strategy 2: Enable building and personal vehicle electrification with policy support for electrified renovations/new construction and electrification targets across building types, plus expanded EV charging infrastructure.",A. Enact policies that support electrified renovations and newconstruction by 2023,Lettered action with deadline and explicit policy mechanism.
,parent_with_subs,sub,Buildings,Pillar 4 | Strategy 2. Enable building and personal vehicle electrification,Electrify 30% of total existing residential buildings by 2035.,"Pillar 4 Strategy 2: Enable building and personal vehicle electrification with policy support for electrified renovations/new construction and electrification targets across building types, plus expanded EV charging infrastructure.",B. Electrify 30%oftotal existing residential buildings by 2035,Lettered action with quantified target and deadline.
,parent_with_subs,sub,Buildings,Pillar 4 | Strategy 2. Enable building and personal vehicle electrification,Electrify 20% of total existing industrial buildings by 2035.,"Pillar 4 Strategy 2: Enable building and personal vehicle electrification with policy support for electrified renovations/new construction and electrification targets across building types, plus expanded EV charging infrastructure.",C. Electrify 20%oftotal existing industrial buildings by 2035,Lettered action with quantified target and deadline.
,parent_with_subs,sub,Buildings,Pillar 4 | Strategy 2. Enable building and personal vehicle electrification,Electrify 10% of total existing commercial buildings by 2035.,"Pillar 4 Strategy 2: Enable building and personal vehicle electrification with policy support for electrified renovations/new construction and electrification targets across building types, plus expanded EV charging infrastructure.",D. Electrify 10%of total existing commercial buildings by 2035,Lettered action with quantified target and deadline.
,parent_with_subs,sub,Buildings,Pillar 4 | Strategy 2. Enable building and personal vehicle electrification,Electrify 90% of total existing City-owned buildings by 2035.,"Pillar 4 Strategy 2: Enable building and personal vehicle electrification with policy support for electrified renovations/new construction and electrification targets across building types, plus expanded EV charging infrastructure.",E. Electrify 90%oftotal existing City-owned buildings by 2035,Lettered action with quantified target and deadline.
,parent_with_subs,parent,Buildings,Pillar 4 | Strategy 3. Align building codes and standards with climate best practices,"Pillar 4 Strategy 3: Align building codes and standards with climate best practices, including strengthening policies for green roofs/walls and enabling net-zero-carbon construction.",,"4 Drive equitable development of Chicago's cleanenergy future | 3. Align building codes and standards with climate best practices | A. Strengthen policies that support installation of green roofs and walls, tree planting, and other vegetative cover by 2023 B. Enable net-zero-carbon construction by 2040",Named strategy with lettered actions and deadlines.
,parent_with_subs,sub,Buildings,Pillar 4 | Strategy 3. Align building codes and standards with climate best practices,"Strengthen policies that support installation of green roofs and walls, tree planting, and other vegetative cover by 2023.","Pillar 4 Strategy 3: Align building codes and standards with climate best practices, including strengthening policies for green roofs/walls and enabling net-zero-carbon construction.","A. Strengthen policies that support installation of green roofs and walls, tree planting, and other vegetative cover by 2023",Lettered action with explicit deadline.
,parent_with_subs,sub,Buildings,Pillar 4 | Strategy 3. Align building codes and standards with climate best practices,Enable net-zero-carbon construction by 2040.,"Pillar 4 Strategy 3: Align building codes and standards with climate best practices, including strengthening policies for green roofs/walls and enabling net-zero-carbon construction.",B. Enable net-zero-carbon construction by 2040,Lettered action with explicit deadline.
,parent_with_subs,parent,Energy,Pillar 4 | Strategy 4. Decommission fossil power,Pillar 4 Strategy 4: Decommission fossil power by developing a fossil-fuel plants transition strategy by 2024.,,4 Drive equitable development of Chicago's cleanenergy future | 4. Decommission fossil power | A. Develop a fossil-fuel plants transition strategy by 2024,Named strategy with at least one time-bound action; structured as strategy/action.
,parent_with_subs,sub,Energy,Pillar 4 | Strategy 4. Decommission fossil power,Develop a fossil-fuel plants transition strategy by 2024.,Pillar 4 Strategy 4: Decommission fossil power by developing a fossil-fuel plants transition strategy by 2024.,A. Develop a fossil-fuel plants transition strategy by 2024,Lettered action with explicit deadline.
,parent_with_subs,parent,Energy,Pillar 4 | Strategy 5. Enable interconnection and storage,"Pillar 4 Strategy 5: Enable interconnection and storage by ensuring 150 MW of energy storage by 2025 and expanding energy demand reduction targets (1,000 MW by 2030; 3,000 MW by 2040).",,"4 Drive equitable development of Chicago's cleanenergy future | 5. Enable interconnection | A. Ensure 150 megawatts of energy storage by 2025 B. Encourage 1,000 megawattsofnewenergydemand reduction by 2030, and 3,000 megawatts by 2040","Named strategy with multiple quantified, time-bound actions."
,parent_with_subs,sub,Energy,Pillar 4 | Strategy 5. Enable interconnection and storage,Ensure 150 megawatts of energy storage by 2025.,"Pillar 4 Strategy 5: Enable interconnection and storage by ensuring 150 MW of energy storage by 2025 and expanding energy demand reduction targets (1,000 MW by 2030; 3,000 MW by 2040).",A. Ensure 150 megawatts of energy storage by 2025,Lettered action with quantified MW target and deadline.
,parent_with_subs,sub,Energy,Pillar 4 | Strategy 5. Enable interconnection and storage,"Encourage 1,000 megawatts of new energy demand reduction by 2030, and 3,000 megawatts by 2040.","Pillar 4 Strategy 5: Enable interconnection and storage by ensuring 150 MW of energy storage by 2025 and expanding energy demand reduction targets (1,000 MW by 2030; 3,000 MW by 2040).","B. Encourage 1,000 megawattsofnewenergydemand reduction by 2030, and 3,000 megawatts by 2040",Lettered action with quantified MW targets and deadlines.
,parent_with_subs,parent,Cross-sector,Pillar 5 | Strategy 1. Collect relevant data,"Pillar 5 Strategy 1: Collect relevant data including reporting energy burden by community area, developing a water and soil quality measurement and mitigation strategy, and establishing an outdoor air quality monitoring network.",,5 | 1. Collect relevant data | A. Report energy burden by community area by 2023 B. Develop a water and soil quality measurement and miti- gation strategy by 2023 C. Establish a robust outdoor air quality monitoring network by 2025,"Named strategy with lettered, time-bound monitoring/reporting actions."
,parent_with_subs,sub,Cross-sector,Pillar 5 | Strategy 1. Collect relevant data,Report energy burden by community area by 2023.,"Pillar 5 Strategy 1: Collect relevant data including reporting energy burden by community area, developing a water and soil quality measurement and mitigation strategy, and establishing an outdoor air quality monitoring network.",A. Report energy burden by community area by 2023,Lettered action with explicit deadline.
,parent_with_subs,sub,Cross-sector,Pillar 5 | Strategy 1. Collect relevant data,Develop a water and soil quality measurement and mitigation strategy by 2023.,"Pillar 5 Strategy 1: Collect relevant data including reporting energy burden by community area, developing a water and soil quality measurement and mitigation strategy, and establishing an outdoor air quality monitoring network.",B. Develop a water and soil quality measurement and miti- gation strategy by 2023,Lettered action with explicit deadline.
,parent_with_subs,sub,Cross-sector,Pillar 5 | Strategy 1. Collect relevant data,Establish a robust outdoor air quality monitoring network by 2025.,"Pillar 5 Strategy 1: Collect relevant data including reporting energy burden by community area, developing a water and soil quality measurement and mitigation strategy, and establishing an outdoor air quality monitoring network.",C. Establish a robust outdoor air quality monitoring network by 2025,Lettered action with explicit deadline and specific intervention (monitoring network).
,parent_with_subs,parent,Cross-sector,Pillar 5 | Strategy 2. Enable data-driven decision-making,Pillar 5 Strategy 2: Enable data-driven decision-making through publishing just transition metrics; integrating resilience and climate justice criteria into departmental planning and budgets; developing a Heat Vulnerability Index; publishing quality-of-life metrics; and optimizing emergency management strategies.,,"5 | 2. Enable data-driven decision-making | A. Publish clean energy just transition metrics by 2022 B. Integrate community resilience and climate justice criteria into department-level strategic planning and annual budget setting by 2023 C. Develop a Heat Vulnerability Index and integrate into planning and development, community safety, and public health planning processes beginning in 2023 D. Publish citywide and community-level quality-of-life metrics on equity and sustainability by 2023 E. Assess and optimize community-level emergency management strategies related to climate preparedness by 2024","Named strategy with multiple lettered, time-bound actions."
,parent_with_subs,sub,Cross-sector,Pillar 5 | Strategy 2. Enable data-driven decision-making,Publish clean energy just transition metrics by 2022.,Pillar 5 Strategy 2: Enable data-driven decision-making through publishing just transition metrics; integrating resilience and climate justice criteria into departmental planning and budgets; developing a Heat Vulnerability Index; publishing quality-of-life metrics; and optimizing emergency management strategies.,A. Publish clean energy just transition metrics by 2022,Lettered action with explicit deadline.
,parent_with_subs,sub,Cross-sector,Pillar 5 | Strategy 2. Enable data-driven decision-making,Integrate community resilience and climate justice criteria into department-level strategic planning and annual budget setting by 2023.,Pillar 5 Strategy 2: Enable data-driven decision-making through publishing just transition metrics; integrating resilience and climate justice criteria into departmental planning and budgets; developing a Heat Vulnerability Index; publishing quality-of-life metrics; and optimizing emergency management strategies.,B. Integrate community resilience and climate justice criteria into department-level strategic planning and annual budget setting by 2023,Lettered action with deadline; specifies integration into planning/budget processes.
,parent_with_subs,sub,Cross-sector,Pillar 5 | Strategy 2. Enable data-driven decision-making,"Develop a Heat Vulnerability Index and integrate it into planning and development, community safety, and public health planning processes beginning in 2023.",Pillar 5 Strategy 2: Enable data-driven decision-making through publishing just transition metrics; integrating resilience and climate justice criteria into departmental planning and budgets; developing a Heat Vulnerability Index; publishing quality-of-life metrics; and optimizing emergency management strategies.,"C. Develop a Heat Vulnerability Index and integrate into planning and development, community safety, and public health planning processes beginning in 2023",Lettered action with start date and defined tool (Heat Vulnerability Index).
,parent_with_subs,sub,Cross-sector,Pillar 5 | Strategy 2. Enable data-driven decision-making,"Publish citywide and community-level quality-of-life metrics on equity and sustainability by 2023, reported every year.",Pillar 5 Strategy 2: Enable data-driven decision-making through publishing just transition metrics; integrating resilience and climate justice criteria into departmental planning and budgets; developing a Heat Vulnerability Index; publishing quality-of-life metrics; and optimizing emergency management strategies.,"D. Publish citywide and community-level quality-of-life metrics on equity and sustainability by 2023

These metrics will be measured and publicly reported every year.",Lettered action with deadline plus explicit commitment to annual public reporting.
,parent_with_subs,sub,Cross-sector,Pillar 5 | Strategy 2. Enable data-driven decision-making,Assess and optimize community-level emergency management strategies related to climate preparedness by 2024.,Pillar 5 Strategy 2: Enable data-driven decision-making through publishing just transition metrics; integrating resilience and climate justice criteria into departmental planning and budgets; developing a Heat Vulnerability Index; publishing quality-of-life metrics; and optimizing emergency management strategies.,E. Assess and optimize community-level emergency management strategies related to climate preparedness by 2024,Lettered action with explicit deadline.
,parent_with_subs,parent,Adaptation,Pillar 5 | Strategy 3. Enable community resiliency,Pillar 5 Strategy 3: Enable community resiliency by resourcing community-led climate infrastructure projects and integrating community resiliency strategies with the City's hazard mitigation planning.,,5 | 3. Enable community resiliency | A. Resource community-led climate infrastructure projects by 2022 B. Integrate community resiliency strategies with the City's hazard mitigation planning by 2023,"Named strategy with lettered, time-bound actions."
,parent_with_subs,sub,Adaptation,Pillar 5 | Strategy 3. Enable community resiliency,Resource community-led climate infrastructure projects by 2022.,Pillar 5 Strategy 3: Enable community resiliency by resourcing community-led climate infrastructure projects and integrating community resiliency strategies with the City's hazard mitigation planning.,A. Resource community-led climate infrastructure projects by 2022,Lettered action with explicit deadline.
,parent_with_subs,sub,Adaptation,Pillar 5 | Strategy 3. Enable community resiliency,Integrate community resiliency strategies with the City's hazard mitigation planning by 2023.,Pillar 5 Strategy 3: Enable community resiliency by resourcing community-led climate infrastructure projects and integrating community resiliency strategies with the City's hazard mitigation planning.,B. Integrate community resiliency strategies with the City's hazard mitigation planning by 2023,Lettered action with explicit deadline.
