policy_id,row_key,source_bundle_key,role,parent_statement,parent_row_type,policy_statement,primary_category,secondary_categories,typology_code,trace_path,atom_id,parent_row_id,is_atomized_row,is_decomposed,source_bundle_policy_statement,validation_inherited_from_bundle,rescue_disposition,rescue_confidence,primary_gate_rescued,primary_category_original,primary_category_rescue_corrected,dropped_by_climate_rescue
039,Helsinki_Finland::3be14f62bcc703f505f8d338,Helsinki_Finland::3be14f62bcc703f505f8d338,sub,Residential and service buildings and outdoor lighting owned by the City (key actions related to the service buildings of the City).,structural header,"Strengthen commitment and competence of actors responsible for construction/maintenance regarding low emissions, energy efficiency, lifecycle impacts and procurement environmental criteria (2018–2019).",Resource Efficiency,,,policy_traces/039_Strengthen_commitment_and_competence_of_actors_responsible_f.json,,,False,False,,,,,,,,
040,Helsinki_Finland::f66699c8ce06a2589784d677,Helsinki_Finland::f66699c8ce06a2589784d677,sub,Residential and service buildings and outdoor lighting owned by the City (key actions related to the service buildings of the City).,structural header,"Set policies, objectives and procedures for facility projects to address conflicting interests related to energy efficiency and renewable energy (costs, profitability, protection values, architecture, cityscape).",Mitigation,,,policy_traces/040_Set_policies_objectives_and_procedures_for_facility_projects.json,,,False,False,,,,,,,,
041,Helsinki_Finland::592a12c792d420dea89ad6a8,Helsinki_Finland::592a12c792d420dea89ad6a8,sub,Residential and service buildings and outdoor lighting owned by the City (key actions related to the service buildings of the City).,structural header,Develop project planning and cost calculations to ensure maximum prices in project decisions do not impede cost-efficient energy-efficiency and emissions-reduction solutions (2018).,Resource Efficiency,,,policy_traces/041_Develop_project_planning_and_cost_calculations_to_ensure_max.json,,,False,False,,,,,,,,
042,Helsinki_Finland::6e27259fcc20679f068cf132,Helsinki_Finland::6e27259fcc20679f068cf132,sub,Residential and service buildings and outdoor lighting owned by the City (key actions related to the service buildings of the City).,structural header,"Minimise lifecycle emissions from City construction and infrastructure projects by developing tools/methods/databases, reporting current state and opportunities, setting emissions objectives and procurement criteria by project type, and piloting lifecycle calculation tools across planning and construction.",Mitigation,,,policy_traces/042_Minimise_lifecycle_emissions_from_City_construction_and_infr.json,,,False,False,,,,,,,,
043,Helsinki_Finland::8764ed8f53019f45047466f8,Helsinki_Finland::8764ed8f53019f45047466f8,sub,Residential and service buildings and outdoor lighting owned by the City (key actions related to the service buildings of the City).,structural header,"Pilot energy-plus construction, assess costs/challenges, and prepare a plan to gradually move toward energy-plus construction.",Mitigation,,,policy_traces/043_Pilot_energy_plus_construction_assess_costschallenges_and_pr.json,,,False,False,,,keep,0.93,True,,,False
045,Helsinki_Finland::7c28c45c91a68efe7f22a59c,Helsinki_Finland::7c28c45c91a68efe7f22a59c,sub,Circular economy in construction projects (key actions related to circular economy in construction projects).,structural header,"Prepare actions and instructions to increase use of recycled materials in housing construction, infrastructure construction and maintenance by identifying obstacles and opportunities.",Mitigation,,,policy_traces/045_Prepare_actions_and_instructions_to_increase_use_of_recycled.json,,,False,False,,,,,,,,
046,Helsinki_Finland::ac2d2bbcc82db116606b7db9,Helsinki_Finland::ac2d2bbcc82db116606b7db9,sub,Circular economy in construction projects (key actions related to circular economy in construction projects).,structural header,"Implement principles and a 2018–2021 action plan for using excavated earth, rock and demolition material in groundwork, and participate in developing/adopting the regional landmass GIS tool (SeutuMaisa).",Mitigation,,,policy_traces/046_Implement_principles_and_a_20182021_action_plan_for_using_ex.json,,,False,False,,,,,,,,
047,Helsinki_Finland::ec0ccf94c1d906a3290f88b6,Helsinki_Finland::ec0ccf94c1d906a3290f88b6,sub,Circular economy in construction projects (key actions related to circular economy in construction projects).,structural header,Pilot emission-free construction sites in City projects and adopt a model and criteria for all sites based on pilot experiences; include criteria in project environmental documentation and steer other builders to use them.,Mitigation,,,policy_traces/047_Pilot_emission_free_construction_sites_in_City_projects_and_.json,,,False,False,,,,,,,,
048,Helsinki_Finland::631d0ad2c41d8a07f573990d,Helsinki_Finland::631d0ad2c41d8a07f573990d,sub,Key actions related to City-owned residential buildings.,structural header,Implement heat recovery from exhaust air and sewage in renovated locations (heat recovery ventilation or EAHP) and implement EAHP projects without renovations where economically viable (payback under 15 years).,Resource Efficiency,,,policy_traces/048_Implement_heat_recovery_from_exhaust_air_and_sewage_in_renov.json,,,False,False,,,keep,0.9,True,,,False
049,Helsinki_Finland::d0dc47b72607e06f268209ee,Helsinki_Finland::d0dc47b72607e06f268209ee,sub,Key actions related to City-owned residential buildings.,structural header,Pursue high energy efficiency in renovations of City-owned housing and implement measures where viable on a lifecycle cost basis.,Mitigation,,,policy_traces/049_Pursue_high_energy_efficiency_in_renovations_of_City_owned_h.json,,,False,False,,,keep,0.93,True,,,False
050,Helsinki_Finland::f8d4cfcfaf4a8c0914a47226,Helsinki_Finland::f8d4cfcfaf4a8c0914a47226,sub,Key actions related to City-owned residential buildings.,structural header,"Plan and implement renovations and energy-efficiency measures according to long-term maintenance plans, including annual measures; complete the plan by end of 2018 with annual monitoring.",Mitigation,,,policy_traces/050_Plan_and_implement_renovations_and_energy_efficiency_measure.json,,,False,False,,,keep,0.9,True,,,False
051,Helsinki_Finland::85c123ee4601e91c03747d09,Helsinki_Finland::85c123ee4601e91c03747d09,sub,Key actions related to City-owned residential buildings.,structural header,Upgrade Heka's old property automation systems to improve energy efficiency and enable remote reading/measuring of water consumption with HSY.,Mitigation,,,policy_traces/051_Upgrade_Hekas_old_property_automation_systems_to_improve_ene.json,,,False,False,,,keep,0.9,True,,,False
052,Helsinki_Finland::427e264f2837c3d4cb41a2b7,Helsinki_Finland::427e264f2837c3d4cb41a2b7,sub,Key actions related to City-owned residential buildings.,structural header,Investigate renewable energy use in City and subsidiary building stock to find cost-efficient targets (10–15 year payback) for local heat/electricity production and prepare a scheduled implementation plan.,Mitigation,,,policy_traces/052_Investigate_renewable_energy_use_in_City_and_subsidiary_buil.json,,,False,False,,,,,,,,
053,Helsinki_Finland::2dafe382b2758588ee526875,Helsinki_Finland::2dafe382b2758588ee526875,sub,Key actions related to City-owned residential buildings.,structural header,Pilot geothermal/marine heating in Heka buildings and expand its use based on experiences.,Mitigation,,,policy_traces/053_Pilot_geothermalmarine_heating_in_Heka_buildings_and_expand_.json,,,False,False,,,,,,,,
054,Helsinki_Finland::44ede40dc0b0dd8ceac0ec4d,Helsinki_Finland::44ede40dc0b0dd8ceac0ec4d,sub,Key actions related to City-owned residential buildings.,structural header,"Prepare general/common renovation guidelines and technical concept solutions including energy targets, renewable energy adoption, heat recovery measures, and consider demolition for unprotected locations where renovation costs approach new build costs.",Resource Efficiency,,,policy_traces/054_Prepare_generalcommon_renovation_guidelines_and_technical_co.json,,,False,False,,,,,,,,
055,Helsinki_Finland::5b5c0eb84c5d5b24e00df56c,Helsinki_Finland::5b5c0eb84c5d5b24e00df56c,sub,Key actions related to plot conveyance.,structural header,"Include energy-efficiency requirements stricter than national level in City plot conveyance conditions, actively assess and update requirements as national requirements advance, and use requirements to promote energy conservation and renewable energy production in buildings.",Mitigation,Resource Efficiency,M-1,policy_traces/055_Include_energy_efficiency_requirements_stricter_than_nationa.json,,,False,False,,,,,,,,
056,Helsinki_Finland::d901f01dbc461e909d080735,Helsinki_Finland::d901f01dbc461e909d080735,sub,Key actions related to plot conveyance.,structural header,Include carbon footprint and eco-efficiency criteria in quality-based plot conveyance competitions.,Mitigation,,,policy_traces/056_Include_carbon_footprint_and_eco_efficiency_criteria_in_qual.json,,,False,False,,,,,,,,
057,Helsinki_Finland::7552f004da0d40cf150450fa,Helsinki_Finland::7552f004da0d40cf150450fa,sub,Key actions related to plot conveyance.,structural header,"Implement plot conveyance competitions that specifically aim at carbon-neutrality, analyse experiences, and use lessons to develop plot conveyance terms and conditions (pilots during 2017–2021; experiences included by 2035).",Mitigation,,,policy_traces/057_Implement_plot_conveyance_competitions_that_specifically_aim.json,,,False,False,,,,,,,,
058,Helsinki_Finland::32f2b3127c0bb452f8e91692,Helsinki_Finland::32f2b3127c0bb452f8e91692,sub,Key actions related to building control.,structural header,"Develop pre-emptive guidance for housing companies to promote energy-efficient renovations and renewable energy, including adopting TOP11 geothermal instructions and exploring fee exemptions for geothermal projects.",Mitigation,,,policy_traces/058_Develop_pre_emptive_guidance_for_housing_companies_to_promot.json,,,False,False,,,,,,,,
059,Helsinki_Finland::48ba8cbb3c71518f8724bd84,Helsinki_Finland::48ba8cbb3c71518f8724bd84,sub,Key actions related to building control.,structural header,Prepare operating models and examples for energy-efficient solutions in renovation of protected buildings.,Resource Efficiency,,,policy_traces/059_Prepare_operating_models_and_examples_for_energy_efficient_s.json,,,False,False,,,,,,,,
060,Helsinki_Finland::ef67ea9f24f0b48b6ff12df1,Helsinki_Finland::ef67ea9f24f0b48b6ff12df1,sub,Key actions related to building control.,structural header,Examine how climate objectives can be taken into account when updating the building code.,Mitigation,,,policy_traces/060_Examine_how_climate_objectives_can_be_taken_into_account_whe.json,,,False,False,,,keep,0.86,True,,,False
061,Helsinki_Finland::2dfa54a2dcef68284f0e62a4,Helsinki_Finland::2dfa54a2dcef68284f0e62a4,sub,Key actions related to building control.,structural header,Prepare a roadmap/service path for developing building control across all project stages to enable energy-efficient construction (pilots 2017–2021; experiences included by 2035).,Mitigation,,,policy_traces/061_Prepare_a_roadmapservice_path_for_developing_building_contro.json,,,False,False,,,keep,0.9,True,,,False
062,Helsinki_Finland::7cb0a14075c1d449ca38551c,Helsinki_Finland::7cb0a14075c1d449ca38551c,sub,Key actions related to the energy renaissance.,structural header,Prepare an energy renaissance programme to support energy-efficient renovation of neighbourhoods and existing private building stock (planning 2017–2021; implementation 2022–2035).,Mitigation,,,policy_traces/062_Prepare_an_energy_renaissance_programme_to_support_energy_ef.json,,,False,False,,,keep,0.93,True,,,False
063,Helsinki_Finland::e75c66c0c1f898f9130e2f2d,Helsinki_Finland::e75c66c0c1f898f9130e2f2d,sub,Key actions related to the energy renaissance.,structural header,"Investigate ending oil heating by 2035 and improving renewable energy use and energy efficiency in electrically heated buildings, including selecting a pilot area and examining options with residents.",Mitigation,Resource Efficiency,M-1,policy_traces/063_Investigate_ending_oil_heating_by_2035_and_improving_renewab.json,,,False,False,,,,,,,,
064,Helsinki_Finland::05144b3915e7108a935faaed,Helsinki_Finland::05144b3915e7108a935faaed,sub,Key actions related to the energy renaissance.,structural header,Develop the Energy and Climate Atlas (3D model) for resident energy-efficiency guidance and develop tools for assessing costs and improvement potential in building energy consumption.,Mitigation,,,policy_traces/064_Develop_the_Energy_and_Climate_Atlas_3D_model_for_resident_e.json,,,False,False,,,keep,0.87,True,,,False
065,Helsinki_Finland::15b8fcf497fed99cb0eb1b33,Helsinki_Finland::15b8fcf497fed99cb0eb1b33,sub,Key actions related to the energy renaissance.,structural header,Improve energy-related competence of housing cooperative decision-makers through training and case presentations on energy efficiency and renewable energy.,Mitigation,,,policy_traces/065_Improve_energy_related_competence_of_housing_cooperative_dec.json,,,False,False,,,,,,,,
067,Helsinki_Finland::ecbb1c3848c05ae7934f3d66,Helsinki_Finland::ecbb1c3848c05ae7934f3d66,sub,Key actions related to new energy solutions.,structural header,"Helen will implement customer-end emissions reduction actions including improving district heating connection measurements and tariff adjustments, examining hourly district heating tariffs, and developing energy monitoring interfaces for customers.",Mitigation,Adaptation,M-2,policy_traces/067_Helen_will_implement_customer_end_emissions_reduction_action.json,,,False,False,,,,,,,,
068,Helsinki_Finland::dd4dcac05007b65dc560376c,Helsinki_Finland::dd4dcac05007b65dc560376c,sub,Key actions related to new energy solutions.,structural header,Identify and schedule renewable district heating procurement for the City organisation and create a plan to reach 100% renewable district heating.,Mitigation,,,policy_traces/068_Identify_and_schedule_renewable_district_heating_procurement.json,,,False,False,,,,,,,,
069,Helsinki_Finland::0835ef5f88bde79ef75a7816,Helsinki_Finland::0835ef5f88bde79ef75a7816,sub,Key actions related to new energy solutions.,structural header,The City will purchase renewable/emission-free electricity and each purchasing unit will prepare a scheduled plan for switching to renewable electricity.,Mitigation,,,policy_traces/069_The_City_will_purchase_renewableemission_free_electricity_an.json,,,False,False,,,,,,,,
070,Helsinki_Finland::e43107b38af6935f33b416f1,Helsinki_Finland::e43107b38af6935f33b416f1,sub,Key actions related to new energy solutions.,structural header,Automate and make water consumption measurement hour-based and remotely readable; HSY recommends consumption-based invoicing.,Resource Efficiency,,,policy_traces/070_Automate_and_make_water_consumption_measurement_hour_based_a.json,,,False,False,,,,,,,,
071,Helsinki_Finland::47c8564cff5ed8f00370fd14,Helsinki_Finland::47c8564cff5ed8f00370fd14,sub,Key actions related to new energy solutions.,structural header,"Encourage all properties to improve energy efficiency by creating a privacy-preserving 'energy wellness' data model comparing properties to reference groups (budget €200,000).",Mitigation,,,policy_traces/071_Encourage_all_properties_to_improve_energy_efficiency_by_cre.json,,,False,False,,,keep,0.86,True,,,False
072,Helsinki_Finland::d57cbf47e7616547e6f5b17b,Helsinki_Finland::d57cbf47e7616547e6f5b17b,sub,Key actions related to new energy solutions.,structural header,"Investigate, pilot and adopt two-way district heating in City properties.",Mitigation,,,policy_traces/072_Investigate_pilot_and_adopt_two_way_district_heating_in_City.json,,,False,False,,,,,,,,
073,Helsinki_Finland::80b75c777ade7872124b3a47,Helsinki_Finland::80b75c777ade7872124b3a47,sub,Key actions related to new energy solutions.,structural header,"Study technical, economic and emissions impacts of hybrid heating systems (heat pump + district heating), verify existing systems, and produce recommendations for efficient connections and implementation (budget €150,000).",Mitigation,,,policy_traces/073_Study_technical_economic_and_emissions_impacts_of_hybrid_hea.json,,,False,False,,,,,,,,
074,Helsinki_Finland::e6bc844a0ba40fc5de93edfa,Helsinki_Finland::e6bc844a0ba40fc5de93edfa,sub,Key actions related to new energy solutions.,structural header,Account for land-use needs of centralised and regional renewable energy production.,Mitigation,,,policy_traces/074_Account_for_land_use_needs_of_centralised_and_regional_renew.json,,,False,False,,,,,,,,
075,Helsinki_Finland::b660b2eea457bdfc0ac19f59,Helsinki_Finland::b660b2eea457bdfc0ac19f59,sub,Key actions related to new energy solutions.,structural header,"Identify major waste-heat locations and plan actions to utilise waste heat, including analysing impacts of property sewage heating on the wastewater treatment plant.",Mitigation,,,policy_traces/075_Identify_major_waste_heat_locations_and_plan_actions_to_util.json,,,False,False,,,keep,0.9,True,,,False
