policy_id,row_key,source_bundle_key,role,parent_statement,policy_statement,primary_category,typology_code,trace_path,validation_trace_csv,validation_lookup_column,validation_lookup_value,atom_id,parent_row_id,is_atomized_row,is_decomposed,rescue_disposition,rescue_confidence,primary_gate_rescued,primary_category_original,primary_category_rescue_corrected,dropped_by_climate_rescue
016,Perugia_Italy::04895109c9c0d0906af0e3af,Perugia_Italy::04895109c9c0d0906af0e3af,sub,"Agreement Protocol (Turin, 5 June 2001) by the Conference of Presidents of Regional Governments and Autonomous Provinces coordinates policies aimed at reducing greenhouse gas emissions, including preparing an Environmental Energy Plan by end-2002.",Regions and Autonomous Provinces commit to orient their policies as far as possible toward reducing greenhouse gases and to coordinate central-state and local initiatives/financing with sustainability as a priority objective.,Mitigation,,policy_traces/016_Regions_and_Autonomous_Provinces_commit_to_orient_their_poli.json,trace_initiative_policies_valid.csv,parent_statement,"Agreement Protocol (Turin, 5 June 2001) by the Conference of Presidents of Regional Governments and Autonomous Provinces coordinates policies aimed at reducing greenhouse gas emissions, including preparing an Environmental Energy Plan by end-2002.",,,False,False,,,,,,
017,Perugia_Italy::2e469a4e33d717f535e73110,Perugia_Italy::2e469a4e33d717f535e73110,sub,"Agreement Protocol (Turin, 5 June 2001) by the Conference of Presidents of Regional Governments and Autonomous Provinces coordinates policies aimed at reducing greenhouse gas emissions, including preparing an Environmental Energy Plan by end-2002.",Regions and Autonomous Provinces commit to formulate optimal GHG reduction strategies within Plans for the Safeguarding and Reclamation of Air Quality.,Adaptation,,policy_traces/017_Regions_and_Autonomous_Provinces_commit_to_formulate_optimal.json,trace_initiative_policies_valid.csv,parent_statement,"Agreement Protocol (Turin, 5 June 2001) by the Conference of Presidents of Regional Governments and Autonomous Provinces coordinates policies aimed at reducing greenhouse gas emissions, including preparing an Environmental Energy Plan by end-2002.",,,False,False,,,,,,
018,Perugia_Italy::15b48cdc815b3014ab986dbe,Perugia_Italy::15b48cdc815b3014ab986dbe,sub,"Agreement Protocol (Turin, 5 June 2001) by the Conference of Presidents of Regional Governments and Autonomous Provinces coordinates policies aimed at reducing greenhouse gas emissions, including preparing an Environmental Energy Plan by end-2002.","An Environmental Energy Plan will be drawn up by end of 2002, based on energy balances and favoring renewable sources and technological innovation.",Mitigation,,policy_traces/018_An_Environmental_Energy_Plan_will_be_drawn_up_by_end_of_2002.json,trace_initiative_policies_valid.csv,parent_statement,"Agreement Protocol (Turin, 5 June 2001) by the Conference of Presidents of Regional Governments and Autonomous Provinces coordinates policies aimed at reducing greenhouse gas emissions, including preparing an Environmental Energy Plan by end-2002.",,,False,False,,,,,,
019,Perugia_Italy::3509ee91a9a55cd3d8fe1231,Perugia_Italy::3509ee91a9a55cd3d8fe1231,sub,"Agreement Protocol (Turin, 5 June 2001) by the Conference of Presidents of Regional Governments and Autonomous Provinces coordinates policies aimed at reducing greenhouse gas emissions, including preparing an Environmental Energy Plan by end-2002.","The Environmental Energy Plan will include rationalisation of electricity production and rationalisation of energy consumption, including potential introduction of energy certification for the civil sector.",Mitigation,,policy_traces/019_The_Environmental_Energy_Plan_will_include_rationalisation_o.json,trace_initiative_policies_valid.csv,parent_statement,"Agreement Protocol (Turin, 5 June 2001) by the Conference of Presidents of Regional Governments and Autonomous Provinces coordinates policies aimed at reducing greenhouse gas emissions, including preparing an Environmental Energy Plan by end-2002.",,,False,False,keep,0.86,True,,,False
020,Perugia_Italy::20a7d6f1a3133f86643c85b5,Perugia_Italy::20a7d6f1a3133f86643c85b5,sub,"Agreement Protocol (Turin, 5 June 2001) by the Conference of Presidents of Regional Governments and Autonomous Provinces coordinates policies aimed at reducing greenhouse gas emissions, including preparing an Environmental Energy Plan by end-2002.","The Environmental Energy Plan will link planning sectors for sustainability and promote eco-efficiency in the production sector, technological innovation support policies, and macroeconomic tools (taxation, fees, incentives), including international cooperation.",Mitigation,,policy_traces/020_The_Environmental_Energy_Plan_will_link_planning_sectors_for.json,trace_initiative_policies_valid.csv,parent_statement,"Agreement Protocol (Turin, 5 June 2001) by the Conference of Presidents of Regional Governments and Autonomous Provinces coordinates policies aimed at reducing greenhouse gas emissions, including preparing an Environmental Energy Plan by end-2002.",,,False,False,,,,,,
022,Perugia_Italy::7c6863d66a276e3e0b604b29,Perugia_Italy::7c6863d66a276e3e0b604b29,sub,"Enel voluntary agreement aims to reduce emissions by 22 MtCO2 by 2006 compared to 1990 through power plant efficiency/CC conversion, renewables obligation, distribution leak reductions, and DSM measures.","Increase efficiency of existing plants and convert 15,000 MW to combined-cycle plants under the Enel voluntary agreement to cut CO2 emissions.",Mitigation,,policy_traces/022_Increase_efficiency_of_existing_plants_and_convert_15000_MW_.json,trace_initiative_policies_valid.csv,parent_statement,"Enel voluntary agreement aims to reduce emissions by 22 MtCO2 by 2006 compared to 1990 through power plant efficiency/CC conversion, renewables obligation, distribution leak reductions, and DSM measures.",,,False,False,,,,,,
023,Perugia_Italy::50cd7cee0a994cd8b5b3dcc4,Perugia_Italy::50cd7cee0a994cd8b5b3dcc4,sub,"Enel voluntary agreement aims to reduce emissions by 22 MtCO2 by 2006 compared to 1990 through power plant efficiency/CC conversion, renewables obligation, distribution leak reductions, and DSM measures.",Increase the use of renewable sources via a 2% obligation under the Enel voluntary agreement to reduce emissions (stated as 2 MtCO2 in the agreement).,Mitigation,,policy_traces/023_Increase_the_use_of_renewable_sources_via_a_2_obligation_und.json,trace_initiative_policies_valid.csv,parent_statement,"Enel voluntary agreement aims to reduce emissions by 22 MtCO2 by 2006 compared to 1990 through power plant efficiency/CC conversion, renewables obligation, distribution leak reductions, and DSM measures.",,,False,False,,,,,,
024,Perugia_Italy::d7839b16db2d82d1cd503e56,Perugia_Italy::d7839b16db2d82d1cd503e56,sub,"Enel voluntary agreement aims to reduce emissions by 22 MtCO2 by 2006 compared to 1990 through power plant efficiency/CC conversion, renewables obligation, distribution leak reductions, and DSM measures.",Reduce leaks from electricity distribution networks by 0.1 MtCO2 under the Enel voluntary agreement.,Mitigation,,policy_traces/024_Reduce_leaks_from_electricity_distribution_networks_by_01_Mt.json,trace_initiative_policies_valid.csv,parent_statement,"Enel voluntary agreement aims to reduce emissions by 22 MtCO2 by 2006 compared to 1990 through power plant efficiency/CC conversion, renewables obligation, distribution leak reductions, and DSM measures.",,,False,False,,,,,,
025,Perugia_Italy::005c29fbc087435243afdf42,Perugia_Italy::005c29fbc087435243afdf42,sub,"Enel voluntary agreement aims to reduce emissions by 22 MtCO2 by 2006 compared to 1990 through power plant efficiency/CC conversion, renewables obligation, distribution leak reductions, and DSM measures.",Implement DSM measures to spread more efficient electric technologies with a net reduction effect of 0.4 MtCO2 (stated) under the Enel voluntary agreement.,Mitigation,,policy_traces/025_Implement_DSM_measures_to_spread_more_efficient_electric_tec.json,trace_initiative_policies_valid.csv,parent_statement,"Enel voluntary agreement aims to reduce emissions by 22 MtCO2 by 2006 compared to 1990 through power plant efficiency/CC conversion, renewables obligation, distribution leak reductions, and DSM measures.",,,False,False,,,,,,
027,Perugia_Italy::ff16c51873a642576dddf206,Perugia_Italy::ff16c51873a642576dddf206,sub,"Law 388/2000 (2001 Budget Law) introduces multiple sustainable development measures, including tax relief for SMEs’ environmental investments, excise tax exemptions/reductions for certain biofuels and environmentally defensive fuel products, tax credits for geothermal/biomass district heating connections, incentives for sustainable development measures, and establishment of a fund to reduce atmospheric emissions and promote energy efficiency and renewables.",Law 388/2000 excludes from taxable income the portion of SMEs’ income earmarked for environmental investments (with resources available in 2001–2002 stated as 307.7 billion Lire).,Mitigation,,policy_traces/027_Law_3882000_excludes_from_taxable_income_the_portion_of_SMEs.json,trace_initiative_policies_valid.csv,parent_statement,"Law 388/2000 (2001 Budget Law) introduces multiple sustainable development measures, including tax relief for SMEs’ environmental investments, excise tax exemptions/reductions for certain biofuels and environmentally defensive fuel products, tax credits for geothermal/biomass district heating connections, incentives for sustainable development measures, and establishment of a fund to reduce atmospheric emissions and promote energy efficiency and renewables.",,,False,False,,,,,,
028,Perugia_Italy::1d38655dbc4d4ac187cb90d5,Perugia_Italy::1d38655dbc4d4ac187cb90d5,sub,"Law 388/2000 (2001 Budget Law) introduces multiple sustainable development measures, including tax relief for SMEs’ environmental investments, excise tax exemptions/reductions for certain biofuels and environmentally defensive fuel products, tax credits for geothermal/biomass district heating connections, incentives for sustainable development measures, and establishment of a fund to reduce atmospheric emissions and promote energy efficiency and renewables.","Law 388/2000 provides excise tax exemptions for biodiesel fuel and reduces excise taxes on specified biofuel-related products used as fuels (bio-ethanol and certain additives/alcohol for unleaded gasoline and diesel, excluding biodiesel).",Mitigation,,policy_traces/028_Law_3882000_provides_excise_tax_exemptions_for_biodiesel_fue.json,trace_initiative_policies_valid.csv,parent_statement,"Law 388/2000 (2001 Budget Law) introduces multiple sustainable development measures, including tax relief for SMEs’ environmental investments, excise tax exemptions/reductions for certain biofuels and environmentally defensive fuel products, tax credits for geothermal/biomass district heating connections, incentives for sustainable development measures, and establishment of a fund to reduce atmospheric emissions and promote energy efficiency and renewables.",,,False,False,,,,,,
029,Perugia_Italy::4eba9e3b2d6a351bcc01b1fa,Perugia_Italy::4eba9e3b2d6a351bcc01b1fa,sub,"Law 388/2000 (2001 Budget Law) introduces multiple sustainable development measures, including tax relief for SMEs’ environmental investments, excise tax exemptions/reductions for certain biofuels and environmentally defensive fuel products, tax credits for geothermal/biomass district heating connections, incentives for sustainable development measures, and establishment of a fund to reduce atmospheric emissions and promote energy efficiency and renewables.","Law 388/2000 provides a tax credit of 40,000 Lire per kW to users connecting to district-heating networks operating on geothermal energy or fuelled by biomass.",Mitigation,,policy_traces/029_Law_3882000_provides_a_tax_credit_of_40000_Lire_per_kW_to_us.json,trace_initiative_policies_valid.csv,parent_statement,"Law 388/2000 (2001 Budget Law) introduces multiple sustainable development measures, including tax relief for SMEs’ environmental investments, excise tax exemptions/reductions for certain biofuels and environmentally defensive fuel products, tax credits for geothermal/biomass district heating connections, incentives for sustainable development measures, and establishment of a fund to reduce atmospheric emissions and promote energy efficiency and renewables.",,,False,False,,,,,,
030,Perugia_Italy::93f876177f5261d30817a7d1,Perugia_Italy::93f876177f5261d30817a7d1,sub,"Law 388/2000 (2001 Budget Law) introduces multiple sustainable development measures, including tax relief for SMEs’ environmental investments, excise tax exemptions/reductions for certain biofuels and environmentally defensive fuel products, tax credits for geothermal/biomass district heating connections, incentives for sustainable development measures, and establishment of a fund to reduce atmospheric emissions and promote energy efficiency and renewables.","Law 388/2000 establishes a fund for the reduction of atmospheric emissions and for promotion of energy efficiency and renewable energy sources, financing national and regional programs and including incentives such as 80% support for solar panels (as described).",Mitigation,,policy_traces/030_Law_3882000_establishes_a_fund_for_the_reduction_of_atmosphe.json,trace_initiative_policies_valid.csv,parent_statement,"Law 388/2000 (2001 Budget Law) introduces multiple sustainable development measures, including tax relief for SMEs’ environmental investments, excise tax exemptions/reductions for certain biofuels and environmentally defensive fuel products, tax credits for geothermal/biomass district heating connections, incentives for sustainable development measures, and establishment of a fund to reduce atmospheric emissions and promote energy efficiency and renewables.",,,False,False,,,,,,
