policy_statement,verbatim_text,policy_type,parent_policy_name,section_header,sector,extraction_rationale,cluster_id,cluster_type,role,parent_statement,reasoning,has_quantifiable_target,has_timeline,has_binding_mechanism,has_spatial_specificity,weak_language_detected,strong_language_detected,validation_result,confidence_score,validation_reasoning,final_verdict
Neighborhood Power Project Expansion: complete deep retrofits in at least 10 community anchor buildings and develop a network of resiliency hubs (Chicago Recovery Plan investment).,Neighborhood Power Project Expansion | $10 million | Completedeepretrofits in at least 10 communityanchorbuildings ... Thisprogramaimstodevelopanetworkofresiliencyhubsthroughout Chicago,individual,,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Buildings,Funded program with minimum deliverable (at least 10 buildings) and resiliency hub network aim.,15,individual,individual,,"The statement includes a measurable deliverable (“complete deep retrofits in at least 10 community anchor buildings”) and a clear location (“throughout Chicago”), but the provided verbatim text does not include an explicit deadline/year. It also uses weak/aspirational phrasing (“aims to develop”) and does not clearly indicate a binding mechanism (ordinance/mandate/requirement). Under the strict rule for individual policies, lack of an explicit timeline prevents VALID classification.",Yes,No,No,Yes,Yes,No,NON-SOUND,0.4,"Quantifiable target: Yes — verbatim states ""Complete deep retrofits in at least 10 community anchor buildings"" (""at least 10"" is measurable). Timeline: No — no explicit deadline/year appears in the provided text. Binding mechanism: No — text describes a funded program/investment but does not show enforceable authority (no ""require/mandate/ordinance""). Spatial specificity: Yes — applies ""throughout Chicago."" Weak language: Yes — ""This program aims to develop a network of resiliency hubs"" uses aspirational ""aims"" without a hard outcome/number. Strong language: No — while ""Complete deep retrofits"" is action-oriented, the strict criterion for strong language here requires hard numbers tied to mandate/require/achieve framing; the text does not indicate a requirement and includes aspirational language for hubs. Therefore fails GOLD STANDARD due to has_timeline='No' and fails language-strength condition (weak language present without binding mechanism), so result is NON-SOUND.",False
Library Power Project: enable retrofits and install solar panels at up to 10 Chicago Public Libraries (Chicago Recovery Plan investment).,Library Power Project | $5 million | Enable retrofits and install solar panels at up to 10 Chicago Public Libraries,individual,,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Buildings,Funded commitment with quantified number of libraries and budget.,16,individual,individual,,"The statement describes a funded project and a concrete action (“enable retrofits and install solar panels”) with a capped count (“up to 10 Chicago Public Libraries”), and it is spatially specific (Chicago Public Libraries). However, it lacks an explicit timeline/year and does not provide a measurable outcome metric (e.g., kW installed, kWh generated, emissions reduced). “Up to 10” is an activity scope but not an outcome target, and the budget figure alone is not sufficient for quantifiable outcomes under the strict rule.",No,No,No,Yes,No,No,NON-SOUND,0.4,"Quantifiable target: The text gives scope ('at up to 10 Chicago Public Libraries') and budget ('$5 million') but no measurable outcome such as kW solar installed, % energy reduction, or emissions reduction; budget alone does not qualify. Timeline: No deadline/year is stated anywhere in 'Library Power Project | $5 million | Enable retrofits and install solar panels at up to 10 Chicago Public Libraries'. Binding mechanism: No ordinance/requirement/mandate language is present; it reads as a project description. Spatial specificity: 'Chicago Public Libraries' specifies the location/application. Language strength: 'Enable retrofits and install solar panels' indicates intended action but without hard numeric performance targets, so strong-language-with-hard-numbers is not met; weak verbs like 'encourage/explore' are not present.",False
"Community solar on industrial roofs: generate solar energy to power at least hundreds of households via community solar in an industrial community, prioritizing subscriptions in EJ/frontline/underserved communities (Chicago Recovery Plan investment).","CommunitySolar on Industrial Roofs | $5 million | Generate solar energy to power at least hundreds of households via a community solarinanindustrialcommunity. Communitysolarsubscriptionstobeprioritizedin environmental justice, frontline, and/or underserved communities",individual,,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Energy,Funded renewable energy program with minimum service scale and equity prioritization.,17,individual,individual,,"The statement describes a funded community solar program on industrial roofs with an intended outcome (“power at least hundreds of households”) and an equity prioritization for subscriptions. However, it lacks an explicit deadline/year and does not clearly establish a binding mechanism (it reads like a program/investment description rather than an enforceable mandate). Because an “individual policy” must include both a quantifiable target and a timeline to be VALID under the strict rule, this is NON-SOUND despite having a rough scale target.",Yes,No,No,Yes,Yes,No,NON-SOUND,0.4,"Quantifiable target: Yes — the text specifies an outcome scale: “Generate solar energy to power at least hundreds of households.” Timeline: No — no explicit deadline/year is provided anywhere in “CommunitySolar on Industrial Roofs | $5 million | Generate solar energy to power at least hundreds of households…”. Binding mechanism: No — the excerpt is framed as an investment line item (“$5 million”) and does not indicate an ordinance/mandate/requirement. Spatial specificity: Yes — applies “inanindustrialcommunity” and prioritizes subscriptions in “environmental justice, frontline, and/or underserved communities.” Weak language: Yes — “to be prioritized” indicates intent without enforceable requirement details. Strong language: No — while “Generate” is action-oriented, there are no hard implementation requirements (e.g., must install X MW by Y date) or enforceable terms like “require/mandate.” Under the STRICT VALID RULE, missing timeline fails the gold standard (timeline+quant target), so result is NON-SOUND. Confidence capped at 0.4 due to has_timeline='No'.",False
Install green alleys and develop targeted green infrastructure flood mitigation projects in flood-burdened communities (Chicago Recovery Plan investment).,CommunityGreenInfrastructure Investments | $5 million | Install green alleys anddeveloptargeted green infrastructure flood mitigation projects in flood-burdened communities.,individual,,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Adaptation,Funded green infrastructure commitment with budget and specified purpose/target areas.,18,individual,individual,,"The statement describes an investment action (“Install green alleys” and “develop targeted green infrastructure flood mitigation projects”) and includes a budget ($5 million) plus a target community type (“flood-burdened communities”). However, it lacks an explicit timeline/deadline and lacks a quantifiable outcome (no number of alleys/projects, acreage managed, or flood reduction metric). The language includes “develop” and “targeted,” which reads more like an intent/process component without measurable deliverables.",No,No,No,Yes,Yes,No,NON-SOUND,0.25,"Quantifiable target: No—text provides only a budget (""$5 million"") and actions (""Install green alleys"" / ""develop targeted ... projects"") but no measurable outcome (e.g., number of alleys or projects). Timeline: No—no year or deadline is stated. Binding mechanism: No—framed as an investment line item; no ordinance/mandate/requirement language is present. Spatial specificity: Yes—applies to ""flood-burdened communities."" Weak language: Yes—includes process-oriented phrasing ""develop targeted ... projects"" without hard targets. Strong language: No—""Install"" appears, but not with auditable quantities or deadlines. STRICT VALID RULE fails because both has_timeline and has_quantifiable_target are 'No' and weak language is present without a binding mechanism.",False
Install new community compost collection hubs in neighborhoods underserved by organics collection services (Chicago Recovery Plan investment).,CommunityComposting Pilot | $45 thousand | Install new community compost collection hubs in neighborhoods underserved by organics collection services.,individual,,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Waste,Funded pilot with clear intervention and target communities.,19,individual,individual,,"The statement describes a concrete action (“Install new community compost collection hubs”) and specifies the beneficiary area (“neighborhoods underserved by organics collection services”), but it provides only a budget line ($45 thousand) with no measurable outcome (e.g., number of hubs) and no deadline/year. It is presented as a “Pilot,” which suggests an initiative but not an enforceable mandate. Under the strict rule for individual policies, the absence of both an explicit timeline and a quantifiable target makes it NON-SOUND.",No,No,No,Yes,No,No,NON-SOUND,0.4,"Quantifiable target: No—text states ""Install new community compost collection hubs"" but gives no count/volume; ""$45 thousand"" is a budget, which is not an outcome metric. Timeline: No—no year/deadline appears. Binding mechanism: No—described as ""CommunityComposting Pilot"" and an ""investment"" with no ordinance/requirement language. Spatial specificity: Yes—applies to ""neighborhoods underserved by organics collection services."" Weak language: No—does not use 'encourage/aim/explore'; it uses 'Install' but without hard numbers. Strong language: No—although 'Install' is directive, there are no hard numbers or enforceable requirement indicated. Therefore it fails the gold standard (no timeline and no quantifiable target) and is NON-SOUND.",False
"Invest in municipal fleet electrification combined with EV charging, prioritizing fleet electrification in pollution-burdened neighborhoods (Chicago Recovery Plan investment).",City Fleet and Building Decarbonization | $8.3 million | Invest in municipal fleet electrification combinedwithelectric vehicle charging. This program will prioritize fleet electrification in pollution-burdened neighborhoods.,individual,,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Transport,Funded electrification program with budget and explicit prioritization.,20,individual,individual,,"The verbatim text describes a funded investment program (“$8.3 million”) to electrify the municipal fleet and add EV charging, with a stated prioritization for “pollution-burdened neighborhoods.” However, it does not specify any measurable outcome (e.g., number of vehicles, chargers, or emissions reductions) nor any deadline/year. The language is primarily “Invest” and “will prioritize,” which indicates intent and program direction but not an auditable target with a timeline. Under the strict rule for individual policies, it is therefore NON-SOUND.",No,No,No,Yes,Yes,No,NON-SOUND,0.4,"Quantifiable target: No. The text provides only a budget figure (“$8.3 million”) and a general action (“Invest in municipal fleet electrification combined with electric vehicle charging”) but no measurable outcome (no # of EVs, chargers, % conversion, or emissions reduction). Timeline: No. No deadline or year is stated. Binding mechanism: No. The text describes an investment program but does not cite an enforceable mandate/ordinance/requirement. Spatial specificity: Yes. It specifies prioritization “in pollution-burdened neighborhoods.” Weak language: Yes. Uses non-auditable framing such as “Invest in…” and “This program will prioritize…,” without hard targets. Strong language: No. No mandates/requirements tied to numeric targets. STRICT VALID RULE: Fails gold standard because has_quantifiable_target=No and has_timeline=No, so result is NON-SOUND.",False
"Low-Carbon Mobility Projects: expand bike/micromobility infrastructure and walkability investments and provide 5,000 bikes, helmets, and locks to underserved Chicagoans (Chicago Recovery Plan investment).","Low-Carbon Mobility Projects | $10 million | Expansion of bike and micromobility infrastructure and walkability investments in priority communities. This project will provide 5,000 bikes, helmets, and locks to underserved Chicagoans.",individual,,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Transport,Funded mobility program with quantified deliverables and target population.,21,individual,individual,,"The verbatim text describes a funded project with a specific, auditable deliverable (“provide 5,000 bikes, helmets, and locks”) and a defined beneficiary group (“underserved Chicagoans”) and area focus (“priority communities”). However, it does not include any explicit timeline/deadline (no year or “by” date). It also reads as an investment/project description rather than an enforceable mandate, so binding mechanism is not evidenced. Under the strict rule for individual policies, missing a timeline prevents it from being VALID.",Yes,No,No,Yes,No,Yes,NON-SOUND,0.4,"Quantifiable target: Yes — explicit deliverable: ""provide 5,000 bikes, helmets, and locks"". Timeline: No — no deadline/year appears; only funding and project description are given (""$10 million""; ""Expansion...""). Binding mechanism: No — text does not indicate an ordinance/requirement/mandate; it is framed as an investment/project (""Chicago Recovery Plan investment""). Spatial specificity: Yes — applies to ""priority communities"" and beneficiaries are ""underserved Chicagoans"" (Chicago-specific). Weak language: No — not framed as ""encourage/explore/aim""; it commits to providing items. Strong language: Yes — includes an action commitment with a hard number (""will provide 5,000...""). Strict validity fails because has_timeline is No (gold standard requires timeline + quantifiable target).",False
Invest in a citywide air monitoring network and partial remediation of the former Schroud Superfund site (Chicago Recovery Plan investment).,Air Quality Monitoring and Land Remediation Project | $24 million | Investment in a Citywide air monitoring network and partial remediation of the former Schroud Superfund site.,individual,,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Cross-sector,Funded environmental monitoring/remediation commitment with budget.,22,individual,individual,,"The verbatim text describes a $24 million investment to build a citywide air monitoring network and conduct partial remediation at a named Superfund site. While it is a concrete activity, it lacks an explicit deadline/year and lacks a quantifiable outcome metric (the dollar amount is not an outcome; “partial remediation” is not measurable without scope). Therefore it does not meet the strict “gold standard” requirement (timeline + quantifiable target) for an individual policy.",No,No,No,Yes,No,No,NON-SOUND,0.4,"Quantifiable target: No. The text provides a budget figure only (""$24 million"") and describes actions (""Investment in a Citywide air monitoring network"" and ""partial remediation"") but gives no measurable outcome such as number of monitors, coverage, pollution reduction, acres remediated, or contaminants removed. Timeline: No. There is no deadline/year in the text. Binding mechanism: No. The text is an ""Investment"" line item, with no ordinance/mandate/requirement language. Spatial specificity: Yes. It applies ""Citywide"" and references a specific location: ""former Schroud Superfund site."" Language strength: strong_language_detected=No because there are no enforceable verbs with hard numbers; weak_language_detected=No because it is not framed as encourage/explore/aim. Under the STRICT VALID RULE for individual policies, it fails because has_timeline='No' and has_quantifiable_target='No', so validation_result is NON-SOUND and confidence is capped at 0.4.",False
Chicago will support a 3-year review and revision cycle of the 2022 CAP targets.,"Our strategy will include:

- Supporting a 3-year review and revision cycle of the 2022 CAP targets",individual,,ACCOUNTABILITY AND IMPLEMENTATION,Cross-sector,Governance commitment specifying a review/revision cycle frequency.,23,individual,individual,,"This is a governance/process commitment (“supporting a 3-year review and revision cycle”) rather than an auditable climate outcome. It includes a frequency (“3-year cycle”) but no explicit deadline/year and no quantifiable outcome target (e.g., emissions reduction, installations, retrofits). Language is weak (“supporting”) and there is no binding mechanism described, so it fails the strict validity rule for individual policies.",No,No,No,No,Yes,No,NON-SOUND,0.2,"Quantifiable target: No—text only states “Supporting a 3-year review and revision cycle of the 2022 CAP targets” and provides no measurable outcome (no % reduction, MW, units, etc.). Timeline: No—“3-year review and revision cycle” is a frequency, but there is no explicit deadline or year (e.g., ‘by 2027’ or ‘in 2026’). Binding mechanism: No—no ordinance/mandate/requirement is described; it is framed as “Supporting…”. Spatial specificity: No—no location/scope such as ‘citywide’ or specific neighborhoods is stated. Weak language: Yes—“Supporting” indicates a non-binding intention without hard targets. Strong language: No—no verbs like ‘require/mandate/achieve’ with numbers. Therefore it fails the gold standard (no timeline + no quantifiable target) and is NON-SOUND.",False
Chicago Public Schools 'CPS Goes Solar!' aims to achieve 100% renewable energy electricity consumption by 2025.,"In January 2021, CPS established the CPS Goes Solar! project, which aims to achieve 100% renewable energy electricity consumption by 2025.",individual,,S T R A T E G Y 1 | 100% CLEAN RENEWABLE ENERGY (case study),Energy,Specific named project with quantified target and deadline.,24,individual,individual,,"The verbatim text states a specific initiative (“CPS Goes Solar!”) with a measurable outcome (“100% renewable energy electricity consumption”) and an explicit deadline (“by 2025”). However, it uses non-binding, aspirational language (“aims to achieve”) and does not indicate an enforceable mandate or binding mechanism. Under the strict rule, it still meets the gold-standard measurability (timeline + quantifiable target), but the weak language reduces confidence and prevents a “VALID” classification because there’s no binding mechanism to counterbalance it.",Yes,Yes,No,Yes,Yes,No,NON-SOUND,0.78,"Quantifiable target: Yes — the text states “100% renewable energy electricity consumption.” Timeline: Yes — the text specifies “by 2025.” Binding mechanism: No — it says CPS “established the… project” but provides no ordinance/mandate/requirement language or enforcement mechanism. Spatial specificity: Yes — applies to “CPS” (Chicago Public Schools) as the implementing entity/scope. Weak language: Yes — “aims to achieve” indicates an aspiration rather than a firm commitment. Strong language: No — no verbs like “require/mandate/shall” tied to the target. STRICT VALID RULE check: although the gold standard (timeline + quantifiable target) is met, weak_language_detected is Yes and there is no binding mechanism to offset it, so classify as NON-SOUND.",False
