policy_id,row_key,source_bundle_key,role,parent_statement,parent_row_type,policy_statement,primary_category,secondary_categories,typology_code,trace_path,atom_id,parent_row_id,is_atomized_row,is_decomposed,source_bundle_policy_statement,validation_inherited_from_bundle,rescue_disposition,rescue_confidence,primary_gate_rescued,primary_category_original,primary_category_rescue_corrected,dropped_by_climate_rescue
013,Columbus_Ohio_United_States::7c67393ba0a859f2c8e12a81,Columbus_Ohio_United_States::7c67393ba0a859f2c8e12a81,sub,Strategy 4: Support a healthy and resilient community.,structural header,Assess and protect assets from climate change impacts by completing a physical vulnerability assessment by 2025 and implementing short-term actions by 2030 and long-term actions by 2050.,Adaptation,,,policy_traces/013_Assess_and_protect_assets_from_climate_change_impacts_by_com.json,,,False,False,,,,,,,,
014,Columbus_Ohio_United_States::5e35acd75ecceaa88c77a3e4,Columbus_Ohio_United_States::5e35acd75ecceaa88c77a3e4,sub,Strategy 4: Support a healthy and resilient community.,structural header,"Reduce urban heat with tree canopy cover by investing in equitable canopy across all neighborhoods by 2030, stopping net tree canopy losses by 2030, and reaching 40% city-wide tree canopy by 2050.",Adaptation,,,policy_traces/014_Reduce_urban_heat_with_tree_canopy_cover_by_investing_in_equ.json,,,False,False,,,,,,,,
015,Columbus_Ohio_United_States::8845aed2f793750fc825a72a,Columbus_Ohio_United_States::8845aed2f793750fc825a72a,sub,Strategy 4: Support a healthy and resilient community.,structural header,Evaluate microgrid and energy storage projects by completing a prioritization study by 2025 and implementing 5 microgrid pilot projects by 2030.,Mitigation,,,policy_traces/015_Evaluate_microgrid_and_energy_storage_projects_by_completing.json,,,False,False,,,,,,,,
017,Columbus_Ohio_United_States::9d6d16a3bec0503e84f80ac7,Columbus_Ohio_United_States::9d6d16a3bec0503e84f80ac7,sub,Strategy 7: Increase renewable energy.,structural header,Increase residential on-site solar by developing a Community Solar Plan by 2025 and reaching 50 MW installed by 2030 and 500 MW installed by 2050.,Mitigation,,,policy_traces/017_Increase_residential_on_site_solar_by_developing_a_Community.json,,,False,False,,,,,,,,
018,Columbus_Ohio_United_States::418ec602aa1ee51f8d536c32,Columbus_Ohio_United_States::418ec602aa1ee51f8d536c32,sub,Strategy 7: Increase renewable energy.,structural header,Increase commercial on-site solar to reach 200 MW municipal installed and 600 MW private installed by 2030 and 2 GW total installed by 2050.,Mitigation,,,policy_traces/018_Increase_commercial_on_site_solar_to_reach_200_MW_municipal_.json,,,False,False,,,,,,,,
019,Columbus_Ohio_United_States::0dc203da2448d8164feaa594,Columbus_Ohio_United_States::0dc203da2448d8164feaa594,sub,Strategy 7: Increase renewable energy.,structural header,Implement clean energy procurement: 100% municipal and 100% residential clean energy procurement by 2030; 25% commercial by 2030; and 100% commercial by 2050.,Mitigation,,,policy_traces/019_Implement_clean_energy_procurement_100_municipal_and_100_res.json,,,False,False,,,,,,,,
021,Columbus_Ohio_United_States::8d4a0d2f9bd1f609f2b81a4e,Columbus_Ohio_United_States::8d4a0d2f9bd1f609f2b81a4e,sub,Strategy 10: Enable carbon free vehicles.,structural header,"Increase private zero emission vehicle adoption by developing an equitable EV charging plan and implementing an EV Ready Ordinance by 2025, reaching 15% ZEV registrations by 2030 and 100% by 2050.",Mitigation,,,policy_traces/021_Increase_private_zero_emission_vehicle_adoption_by_developin.json,,,False,False,,,,,,,,
022,Columbus_Ohio_United_States::c3956bde958639e862f3e455,Columbus_Ohio_United_States::c3956bde958639e862f3e455,sub,Strategy 10: Enable carbon free vehicles.,structural header,"Implement zero emission vehicle fleets by achieving 100% municipal light duty passenger ZEV by 2030, 50% rideshare and private fleets ZEV by 2030, and 100% ZEV fleets by 2050.",Mitigation,,,policy_traces/022_Implement_zero_emission_vehicle_fleets_by_achieving_100_muni.json,,,False,False,,,,,,,,
023,Columbus_Ohio_United_States::8e33d5aa7ce37879d1a8f219,Columbus_Ohio_United_States::8e33d5aa7ce37879d1a8f219,sub,Strategy 10: Enable carbon free vehicles.,structural header,Promote medium/heavy duty zero emission vehicle adoption by reaching 2% zero emission medium/heavy duty vehicles by 2030 and 100% by 2050.,Mitigation,,,policy_traces/023_Promote_mediumheavy_duty_zero_emission_vehicle_adoption_by_r.json,,,False,False,,,,,,,,
025,Columbus_Ohio_United_States::c7c5de3fa4267ea8ceeb3546,Columbus_Ohio_United_States::c7c5de3fa4267ea8ceeb3546,sub,Strategy 12: Reduce waste generated.,structural header,Reduce landfilled organic waste by 50% by 2030 and 90% by 2050.,Mitigation,,,policy_traces/025_Reduce_landfilled_organic_waste_by_50_by_2030_and_90_by_2050.json,,,False,False,,,,,,,,
026,Columbus_Ohio_United_States::cddfd8b613806fecbdbc69a5,Columbus_Ohio_United_States::cddfd8b613806fecbdbc69a5,sub,Strategy 12: Reduce waste generated.,structural header,Reduce recyclable waste sent to landfill by 40% by 2030 and 95% by 2050.,Mitigation,,,policy_traces/026_Reduce_recyclable_waste_sent_to_landfill_by_40_by_2030_and_9.json,,,False,False,,,,,,,,
027,Columbus_Ohio_United_States::17d3f13c107cabf42f6ca70d,Columbus_Ohio_United_States::17d3f13c107cabf42f6ca70d,sub,Strategy 12: Reduce waste generated.,structural header,"Support circular economy organizations by targeting 1,000 green jobs related to circular economy by 2030 and a 100% increase in circular economy organizations from 2030 to 2050.",Mitigation,,,policy_traces/027_Support_circular_economy_organizations_by_targeting_1000_gre.json,,,False,False,,,,,,,,
