policy_id,row_key,source_bundle_key,role,parent_statement,policy_statement,primary_category,typology_code,trace_path,validation_trace_csv,validation_lookup_column,validation_lookup_value,atom_id,parent_row_id,is_atomized_row,is_decomposed,rescue_disposition,rescue_confidence,primary_gate_rescued,primary_category_original,primary_category_rescue_corrected,dropped_by_climate_rescue
014,Memphis_Tenesse_United_States::56fe16f85a3ef63ea3fad08c,Memphis_Tenesse_United_States::56fe16f85a3ef63ea3fad08c,sub,"Shift to low-carbon transportation modes and reduce reliance on motor vehicles through a package of priority actions (land use, complete streets, public transit, and demand management).","Enhance public transit by fully implementing the Memphis 3.0 Transit Vision by 2022, increasing ridership/frequency to meet long-range objectives, and converting MATA’s entire fleet to electric by 2050, supported by increasing immediate annual funding by $30 million.",Mitigation,,policy_traces/014_Enhance_public_transit_by_fully_implementing_the_Memphis_30_.json,trace_initiative_policies_valid.csv,parent_statement,"Shift to low-carbon transportation modes and reduce reliance on motor vehicles through a package of priority actions (land use, complete streets, public transit, and demand management).",,,False,False,,,,,,
015,Memphis_Tenesse_United_States::78e111688dcb8cf173c045e0,Memphis_Tenesse_United_States::78e111688dcb8cf173c045e0,sub,"Shift to low-carbon transportation modes and reduce reliance on motor vehicles through a package of priority actions (land use, complete streets, public transit, and demand management).",Reduce drive-alone commute trips by 10% by 2022 and 40% by 2050 by expanding Transportation Demand Management programs at major employers and implementing smart parking and related measures.,Mitigation,,policy_traces/015_Reduce_drive_alone_commute_trips_by_10_by_2022_and_40_by_205.json,trace_initiative_policies_valid.csv,parent_statement,"Shift to low-carbon transportation modes and reduce reliance on motor vehicles through a package of priority actions (land use, complete streets, public transit, and demand management).",,,False,False,,,,,,
017,Memphis_Tenesse_United_States::5d1bb109771ef248511c3519,Memphis_Tenesse_United_States::5d1bb109771ef248511c3519,sub,Set the stage for vehicle electrification through a priority action to encourage electric vehicle adoption and develop charging infrastructure.,"Increase passenger EV travel to 5% by 2025, 30% by 2035, and 50% by 2050; and increase freight EV travel to 3% by 2025, 20% by 2035, and 50% by 2050, including developing a comprehensive community-wide EV strategy and committing to transition local government fleets to electric with charging infrastructure.",Mitigation,,policy_traces/017_Increase_passenger_EV_travel_to_5_by_2025_30_by_2035_and_50_.json,trace_initiative_policies_valid.csv,parent_statement,Set the stage for vehicle electrification through a priority action to encourage electric vehicle adoption and develop charging infrastructure.,,,False,False,,,,,,
019,Memphis_Tenesse_United_States::5d572ecef7253908c08a06ba,Memphis_Tenesse_United_States::5d572ecef7253908c08a06ba,sub,"Reduce waste and move toward a zero-waste future through priority actions focused on organic waste diversion, overall waste reduction, and inorganic materials diversion.","By 2035, cut the portion of yard and wood waste in municipal solid waste destined for landfills in half relative to 2016, including implementing municipal curbside composting for yard waste and advocating for updated state landfill regulations on organic waste.",Mitigation,,policy_traces/019_By_2035_cut_the_portion_of_yard_and_wood_waste_in_municipal_.json,trace_initiative_policies_valid.csv,parent_statement,"Reduce waste and move toward a zero-waste future through priority actions focused on organic waste diversion, overall waste reduction, and inorganic materials diversion.",,,False,False,,,,,,
020,Memphis_Tenesse_United_States::735b552e016f6489dbac424b,Memphis_Tenesse_United_States::735b552e016f6489dbac424b,sub,"Reduce waste and move toward a zero-waste future through priority actions focused on organic waste diversion, overall waste reduction, and inorganic materials diversion.","By 2030, reduce landfill disposal from commercial/institutional/industrial sectors by achieving a 20% reduction in the share of paper/cardboard and a 10% reduction in the share of food waste in the municipal solid waste stream, including considering regulations requiring private waste haulers to offer recycling and food-waste composting services.",Mitigation,,policy_traces/020_By_2030_reduce_landfill_disposal_from_commercialinstitutiona.json,trace_initiative_policies_valid.csv,parent_statement,"Reduce waste and move toward a zero-waste future through priority actions focused on organic waste diversion, overall waste reduction, and inorganic materials diversion.",,,False,False,,,,,,
021,Memphis_Tenesse_United_States::3d970296f73b153d0770c5f4,Memphis_Tenesse_United_States::3d970296f73b153d0770c5f4,sub,"Reduce waste and move toward a zero-waste future through priority actions focused on organic waste diversion, overall waste reduction, and inorganic materials diversion.","Increase diversion of inorganic materials (construction and demolition waste and plastics) from municipal solid waste landfills, including revising the building code so permitting requires reduction, reuse, and recycling of materials and advocating for state policies on single-use plastics and recycling/reuse incentives.",Mitigation,,policy_traces/021_Increase_diversion_of_inorganic_materials_construction_and_d.json,trace_initiative_policies_valid.csv,parent_statement,"Reduce waste and move toward a zero-waste future through priority actions focused on organic waste diversion, overall waste reduction, and inorganic materials diversion.",,,False,False,,,,,,
023,Memphis_Tenesse_United_States::032b5beac8788169dd7f36ac,Memphis_Tenesse_United_States::032b5beac8788169dd7f36ac,sub,Promote a cultural shift in the community’s approach to waste through priority actions on tire management/collection and waste education/outreach.,"Increase the use of recycled tire materials in building projects and reduce improper tire disposal through targeted programs, including reworking pickup practices, incentivizing recycling, and considering more stringent tracking requirements for tire handling/disposal companies.",Mitigation,,policy_traces/023_Increase_the_use_of_recycled_tire_materials_in_building_proj.json,trace_initiative_policies_valid.csv,parent_statement,Promote a cultural shift in the community’s approach to waste through priority actions on tire management/collection and waste education/outreach.,,,False,False,,,,,,
024,Memphis_Tenesse_United_States::85163050e89aadbcaa41ce94,Memphis_Tenesse_United_States::85163050e89aadbcaa41ce94,sub,Promote a cultural shift in the community’s approach to waste through priority actions on tire management/collection and waste education/outreach.,"Launch waste outreach and education campaigns to inform and support residents about waste management (programs available and proper disposal), including conducting needs assessments in 2020 and monitoring and reassessing campaigns.",Mitigation,,policy_traces/024_Launch_waste_outreach_and_education_campaigns_to_inform_and_.json,trace_initiative_policies_valid.csv,parent_statement,Promote a cultural shift in the community’s approach to waste through priority actions on tire management/collection and waste education/outreach.,,,False,False,keep,0.72,True,,,False
026,Memphis_Tenesse_United_States::715ffb6041e955e178a305b4,Memphis_Tenesse_United_States::715ffb6041e955e178a305b4,sub,"Priority Action W.6 will enhance methane recovery and landfill gas destruction by extending biogas controls to Class III/IV landfills, improving Class I landfill biogas capture from 75% to 85% by 2020, and installing methane recovery systems in all Shelby County wastewater treatment plants by 2035 while promoting methane recovery over flaring.","Starting in 2020, DPD staff will assess Class I landfill biogas capture performance versus the 75% national average and, if feasible, launch an implementation and monitoring plan to achieve an 85% landfill biogas capture rate by 2020.",Mitigation,,policy_traces/026_Starting_in_2020_DPD_staff_will_assess_Class_I_landfill_biog.json,trace_initiative_policies_valid.csv,parent_statement,"Priority Action W.6 will enhance methane recovery and landfill gas destruction by extending biogas controls to Class III/IV landfills, improving Class I landfill biogas capture from 75% to 85% by 2020, and installing methane recovery systems in all Shelby County wastewater treatment plants by 2035 while promoting methane recovery over flaring.",,,False,False,,,,,,
027,Memphis_Tenesse_United_States::9fbd61b698962b46e969aaee,Memphis_Tenesse_United_States::9fbd61b698962b46e969aaee,sub,"Priority Action W.6 will enhance methane recovery and landfill gas destruction by extending biogas controls to Class III/IV landfills, improving Class I landfill biogas capture from 75% to 85% by 2020, and installing methane recovery systems in all Shelby County wastewater treatment plants by 2035 while promoting methane recovery over flaring.","Starting in 2020, City of Memphis Public Works and DPD will initiate discussions to install biogas controls at Class III and IV landfills, targeting completion by 2035.",Mitigation,,policy_traces/027_Starting_in_2020_City_of_Memphis_Public_Works_and_DPD_will_i.json,trace_initiative_policies_valid.csv,parent_statement,"Priority Action W.6 will enhance methane recovery and landfill gas destruction by extending biogas controls to Class III/IV landfills, improving Class I landfill biogas capture from 75% to 85% by 2020, and installing methane recovery systems in all Shelby County wastewater treatment plants by 2035 while promoting methane recovery over flaring.",,,False,False,,,,,,
028,Memphis_Tenesse_United_States::4f9f770a82024dc5fb79c3c1,Memphis_Tenesse_United_States::4f9f770a82024dc5fb79c3c1,sub,"Priority Action W.6 will enhance methane recovery and landfill gas destruction by extending biogas controls to Class III/IV landfills, improving Class I landfill biogas capture from 75% to 85% by 2020, and installing methane recovery systems in all Shelby County wastewater treatment plants by 2035 while promoting methane recovery over flaring.",The City/partners will implement and support new legislation to lower the threshold for mandatory installation of biogas controls.,Mitigation,,policy_traces/028_The_Citypartners_will_implement_and_support_new_legislation_.json,trace_initiative_policies_valid.csv,parent_statement,"Priority Action W.6 will enhance methane recovery and landfill gas destruction by extending biogas controls to Class III/IV landfills, improving Class I landfill biogas capture from 75% to 85% by 2020, and installing methane recovery systems in all Shelby County wastewater treatment plants by 2035 while promoting methane recovery over flaring.",,,False,False,,,,,,
029,Memphis_Tenesse_United_States::7e399bd16bf5b71614949f21,Memphis_Tenesse_United_States::7e399bd16bf5b71614949f21,sub,"Priority Action W.6 will enhance methane recovery and landfill gas destruction by extending biogas controls to Class III/IV landfills, improving Class I landfill biogas capture from 75% to 85% by 2020, and installing methane recovery systems in all Shelby County wastewater treatment plants by 2035 while promoting methane recovery over flaring.","WWTP operators will plan to install methane recovery systems in all Shelby County facilities by the end of 2035, with feasibility evaluation beginning in 2020 and an implementation and monitoring plan launched if feasible.",Mitigation,,policy_traces/029_WWTP_operators_will_plan_to_install_methane_recovery_systems.json,trace_initiative_policies_valid.csv,parent_statement,"Priority Action W.6 will enhance methane recovery and landfill gas destruction by extending biogas controls to Class III/IV landfills, improving Class I landfill biogas capture from 75% to 85% by 2020, and installing methane recovery systems in all Shelby County wastewater treatment plants by 2035 while promoting methane recovery over flaring.",,,False,False,,,,,,
