policy_statement,verbatim_text,policy_type,parent_policy_name,section_header,sector,extraction_rationale,cluster_id,cluster_type,role,parent_statement,reasoning,has_quantifiable_target,has_timeline,has_binding_mechanism,has_spatial_specificity,weak_language_detected,strong_language_detected,validation_result,confidence_score,validation_reasoning,final_verdict
"Establish a network of connections (gateways, signature streets, festival streets, and trails) to support and define unique places.","Policy UP-1.B: Establish a network of connections such as gateways, signature streets, festival streets, and trails to support, define, and provide context for our unique places.",individual,,GOAL UP-1,Urban planning,Commits to establishing specific connectivity/placemaking elements (gateways/streets/trails).,24,individual,individual,,"The statement describes a general intent to “establish a network of connections” (gateways, signature streets, festival streets, trails) but provides no measurable outcome (e.g., miles of trails, number of gateways), no deadline/year, and no indication of a binding mechanism (e.g., ordinance, requirement). It is therefore not auditable under the strict rule for individual policies.",No,No,No,No,No,No,NON-SOUND,0.4,"Quantifiable target: No — the text says ""Establish a network of connections such as gateways, signature streets, festival streets, and trails"" but gives no numbers (e.g., miles, counts, %). Timeline: No — no year/deadline (no ""by 2030"", etc.). Binding mechanism: No — ""Policy UP-1.B"" states an intent to ""Establish"" but does not indicate an enforceable mandate, code/ordinance change, or requirement. Spatial specificity: No — applies generically to ""our unique places"" without naming a jurisdiction/area (e.g., citywide, specific districts). Language strength/weakness: Weak language detected = No (no ""encourage/explore/aim""), but strong language detected = No because there are no hard numbers or enforceable requirements paired with measurable targets. Under the STRICT VALID RULE for individual policies, it fails the gold standard because has_timeline='No' and has_quantifiable_target='No', so it is NON-SOUND.",False
Locate and design new and repurposed civic facilities as highly visible focal points expressing quality design and community identity.,"Policy UP-1.C: Locate and design new and repurposed civic facilities to make them highly visible focal points that express quality design, permanence, importance, and community identity.",individual,,GOAL UP-1,Urban planning,Policy sets a clear design/location direction for civic facilities.,25,individual,individual,,"This statement is a qualitative urban design guideline. It does not specify any measurable outcome (e.g., number/percent of facilities, performance criteria) or any deadline, and it is framed as an aspirational direction rather than an enforceable mandate. As written, it is not auditable in a way that would allow validation of completion against a quantified target and timeline.",No,No,No,No,Yes,No,NON-SOUND,0.4,"Quantifiable target: No—text provides qualitative aims only (""highly visible focal points""; ""express quality design, permanence, importance, and community identity"") with no numeric/measurable outcome. Timeline: No—no year/deadline is stated. Binding mechanism: No—presented as a policy/design guideline (""Locate and design..."") without an enforceable requirement, ordinance, or compliance trigger in the excerpt. Spatial specificity: No—does not define where it applies (no ""citywide,"" districts, neighborhoods, etc.). Weak language: Yes—goal-oriented/aspirational phrasing about expressing identity and quality design without hard deliverables. Strong language: No—no mandates tied to hard numbers. Under the strict rule, it fails the gold standard because both timeline and quantifiable target are missing; therefore NON-SOUND. Confidence capped at 0.4 due to missing timeline/quantifiable target.",False
Support infill and land use investment throughout mature and developed areas of the city.,Policy UP-2.A: Support infill and land use investment throughout the mature and developed areas of the city.,individual,,GOAL UP-2,Urban planning,Explicit commitment to support infill and investment in specified areas.,26,individual,individual,,"The statement is a general land-use intent (“Support infill and land use investment”) but provides no measurable outcome (e.g., acres rezoned, units permitted, % of growth in infill areas), no deadline/year, and no binding mechanism. It uses weak, non-auditable language (“Support”) even though it includes some spatial scope (“mature and developed areas of the city”). Under the strict individual-policy rule, it is therefore NON-SOUND.",No,No,No,Yes,Yes,No,NON-SOUND,0.4,"Quantifiable target: No—text states only ""Support infill and land use investment"" with no numeric/measurable outcome. Timeline: No—no year/deadline is provided. Binding mechanism: No—no ordinance/mandate/requirement language; it is a supportive policy statement. Spatial specificity: Yes—applies ""throughout the mature and developed areas of the city."" Weak language: Yes—verb ""Support"" indicates encouragement without enforceable or measurable commitments. Strong language: No—no terms like ""require/mandate"" with hard numbers. Because it lacks both a timeline and a quantifiable target and uses weak language without a binding mechanism, it fails the STRICT VALID RULE and is NON-SOUND.",False
Proactively participate and invest in Downtown development as the city's premier urban activity center.,Policy UP-3.A: Proactively participate and invest in the development of Downtown as the city's premier urban activity center.,individual,,GOAL UP-3,Urban planning,Includes an investment commitment (participate and invest) tied to Downtown development.,27,individual,individual,,"The statement expresses a general intent to “participate and invest” in Downtown development, but it does not specify any measurable outcome (e.g., units built, acres redeveloped, emissions reduced), any deadline/year, or any binding mechanism. The language is aspirational (“proactively participate and invest”) and not auditable as a discrete, time-bound commitment, so it fails the strict validity requirements for an individual policy.",No,No,No,Yes,Yes,No,NON-SOUND,0.4,Quantifiable target: No—text provides no measurable outcome; it only states 'participate and invest in the development of Downtown' without numbers or defined deliverables. Timeline: No—no year/deadline is stated. Binding mechanism: No—framed as a 'Policy' statement but does not indicate an ordinance/mandate/requirement or enforceable standard. Spatial specificity: Yes—applies to 'Downtown'. Weak language: Yes—'Proactively participate and invest' is a general/aspirational commitment without auditable specifics. Strong language: No—no 'require/mandate/achieve' paired with hard numbers. Therefore it fails the STRICT VALID RULE (missing both timeline and quantifiable target; also uses weak language without a binding mechanism).,False
Actively plan and encourage a development pattern of unique centers along new and redeveloped corridors and other designated areas.,Policy UP-4.A: Actively plan and encourage a development pattern consisting of unique centers located along new and redeveloped corridors and at other designated areas throughout the city.,individual,,GOAL UP-4,Urban planning,Specific planning commitment directing development pattern (centers/corridors).,28,individual,individual,,"The statement is a general land-use planning direction (“plan and encourage”) without any measurable outcome (e.g., number of centers/corridors, acreage, % growth, zoning changes adopted) and without any deadline. It is also not framed as a binding requirement (no ordinance/mandate/code amendment language). Under the strict rule for individual policies, it fails the gold standard (no quantifiable target and no timeline) and uses weak language.",No,No,No,Yes,Yes,No,NON-SOUND,0.4,"Quantifiable target: No — the text describes a development pattern but provides no measurable outcome (no counts, percentages, acreage, or required actions): ""plan and encourage a development pattern consisting of unique centers"".
Timeline: No — no year/deadline is stated.
Binding mechanism: No — the policy uses non-mandatory verbs and does not indicate an enforceable requirement (e.g., ordinance, mandate, code change): ""plan and encourage"".
Spatial specificity: Yes — it specifies locations where the pattern applies: ""along new and redeveloped corridors"" and ""other designated areas throughout the city"".
Weak language: Yes — ""encourage"" indicates aspirational intent without enforceable commitment.
Strong language: No — no mandatory verbs tied to hard numbers appear.
Strict valid rule: Fails gold standard because has_timeline='No' and has_quantifiable_target='No'; therefore NON-SOUND.",False
"Within unique centers, incorporate density and mixed uses with higher design standards and multimodal access including transit.","Policy UP-4.B: Within unique centers, incorporate density and mixed uses along with higher standards of design, attention to the public realm, and design for multimodal access including transit.",individual,,GOAL UP-4,Transport,Explicit policy linking land use density/mixed-use with multimodal/transit-oriented design.,29,individual,individual,,"The policy is a qualitative land-use/urban design direction (“incorporate density and mixed uses…design for multimodal access including transit”) but it lacks any measurable outcome (e.g., units, mode share, VMT reduction) and has no explicit deadline/year. It also uses non-binding, non-mandatory phrasing without indicating an enforceable mechanism. Under the strict individual-policy rule, it is NON-SOUND.",No,No,No,Yes,Yes,No,NON-SOUND,0.4,"Quantifiable target: No. The text provides no measurable outcome (no %, units, miles, ridership, VMT), only qualitative direction: ""incorporate density and mixed uses..."" and ""design for multimodal access including transit."" Timeline: No. There is no explicit deadline or year stated. Binding mechanism: No. It is labeled as ""Policy"" but contains no enforceable terms like ""require/mandate"" and no reference to an ordinance, code requirement, or compliance standard; phrasing is directive but not binding: ""incorporate"". Spatial specificity: Yes. It specifies where it applies: ""Within unique centers"". Weak language: Yes. Uses broad/aspirational planning language without hard targets: ""incorporate"" and ""attention to the public realm"". Strong language: No. No mandatory verbs coupled with numbers. Therefore it fails the gold standard (no timeline, no quantifiable target) and is NON-SOUND.",False
Ensure that the City Zoning Code supports the intent of unique places.,Policy UP-4.C: Ensure that the City Zoning Code supports the intent of unique places.,individual,,GOAL UP-4,Urban planning,Commits to aligning zoning code with the plan’s unique places intent.,30,individual,individual,,"The statement is a broad, qualitative directive with no specified actions, measurable outcomes, deadline, geographic scope beyond the city generally, or enforceable mechanism. It reads as an aspirational planning principle (“ensure … supports the intent”) rather than an auditable commitment with targets and a timeline, so it does not meet the strict validity requirements for an individual policy.",No,No,No,Yes,Yes,No,NON-SOUND,0.4,"Quantifiable target: No—text provides no measurable outcome (only: ""Ensure that the City Zoning Code supports the intent of unique places.""). Timeline: No—no year/deadline is stated. Binding mechanism: No—does not state an adopted ordinance/mandate/code amendment requirement; it is a general policy aspiration about what the code should support. Spatial specificity: Yes—applies to ""the City Zoning Code"" (citywide jurisdiction implied). Weak language: Yes—uses non-specific directive ""Ensure ... supports"" without metrics or deadline. Strong language: No—no hard numbers or explicit required deliverables are provided. Under the strict rule, it fails the gold standard (no timeline and no quantifiable target) and is therefore NON-SOUND.",False
"Leverage funding tools, partnerships, and policies to fund and maintain redevelopment centers, corridors, and gateways.","Policy UP-4.D: Leverage funding tools, partnerships, and policies to fund and maintain redevelopment centers, corridors, and gateways.",individual,,GOAL UP-4,Urban planning,Resource/funding-oriented policy direction (use of tools/partnerships to fund/maintain).,31,individual,individual,,"The policy is a general directive to “leverage funding tools, partnerships, and policies” to “fund and maintain” redevelopment areas. It does not specify any measurable outcome (e.g., number of centers funded, miles of corridors maintained, % condition improvement), any deadline/year, or an enforceable mechanism. The language is aspirational/strategic rather than auditable, so it is not actionable-measurable under the strict rule.",No,No,No,Yes,Yes,No,NON-SOUND,0.35,"Quantifiable target: No — the text states ""Leverage funding tools, partnerships, and policies to fund and maintain redevelopment centers, corridors, and gateways"" but gives no numeric deliverable (no $ amount tied to outcomes, no counts, no miles, no performance metric). Timeline: No — no deadline/year is provided. Binding mechanism: No — phrased as a policy direction to ""Leverage"" rather than an ordinance/requirement or enforceable mandate. Spatial specificity: Yes — applies to specific place-types: ""redevelopment centers, corridors, and gateways."" Weak language: Yes — ""Leverage"" indicates encouragement/strategy without hard commitments. Strong language: No — no terms like ""require/mandate"" with auditable targets. Under the strict rule, lacking both a timeline and quantifiable target makes it NON-SOUND.",False
Actively evaluate plans for urban places and corridors from the perspective of fiscal and environmental sustainability.,"Policy UP-5.A: Actively evaluate plans for existing, new, and redeveloping urban places and corridors from the perspective of fiscal and environmental sustainability.",individual,,GOAL UP-5,Cross-sector,Policy requires sustainability evaluation (fiscal and environmental) for plans.,32,individual,individual,,"The statement is a general directive to “actively evaluate plans” for sustainability. It does not specify any measurable outcome (e.g., emissions reductions, % of plans evaluated, performance thresholds), any deadline/year, or an enforceable mechanism. The language is process-oriented (“evaluate”) and therefore not auditable as an outcome-based climate policy.",No,No,No,Yes,Yes,No,NON-SOUND,0.4,"Quantifiable target: No. The text says “Actively evaluate plans…” but provides no measurable outcome/threshold (no %, number of plans, emissions target, etc.). Timeline: No. No deadline or year is provided. Binding mechanism: No. It is labeled as a “Policy” but contains no enforceable terms like ordinance/mandate/requirement or compliance language—only “Actively evaluate…”. Spatial specificity: Yes. Applies to “existing, new, and redeveloping urban places and corridors.” Weak language: Yes. “Actively evaluate” indicates an intent/process without hard targets. Strong language: No. No mandate with numeric requirements is present. Therefore it fails the gold standard (no timeline and no quantifiable target) and is NON-SOUND under the strict rule.",False
Encourage cost-effective development that promotes the wise use of resources.,Policy UP-5.B: Encourage cost-effective development that promotes the wise use of resources.,individual,,GOAL UP-5,Buildings,Resource-efficiency policy direction for development; supported by strategies on code revisions for energy/water efficiency.,33,individual,individual,,"The statement is purely aspirational (“Encourage… promotes…”) and provides no measurable outcome, deadline, or enforceable mechanism. It is guidance language rather than an auditable commitment, so it does not meet the strict validity requirements for an individual policy.",No,No,No,No,Yes,No,NON-SOUND,0.2,Quantifiable target: No—text contains no measurable outcome (only 'Encourage cost-effective development that promotes the wise use of resources.'). Timeline: No—no year/deadline is stated. Binding mechanism: No—language is advisory ('Encourage') and does not indicate an ordinance/requirement/code change. Spatial specificity: No—does not specify where it applies beyond the generic policy label. Weak language: Yes—uses 'Encourage' and 'promotes' without hard targets. Strong language: No—no 'require/mandate/shall' or numeric commitments. Therefore it fails the gold standard (no timeline + no quantifiable target) and is NON-SOUND.,False
Preserve and strengthen key economic sectors and grow medium- and high-wage jobs in targeted industry clusters.,Policy TE-1.A: Preserve and strengthen key economic sectors and strive to grow medium and high-wage jobs in targeted industry clusters.,individual,,GOAL TE-1,Cross-sector,Economic development policy with explicit job-quality focus and targeted clusters.,34,individual,individual,,"The statement describes an aspirational economic development objective (“preserve and strengthen,” “strive to grow”) but does not specify a measurable job target, a deadline, an enforceable mechanism, or a defined geography beyond the vague “targeted industry clusters.” As written, it is not auditable as an individual policy action.",No,No,No,No,Yes,No,NON-SOUND,0.2,"Quantifiable target: No—text says ""strive to grow medium and high-wage jobs"" but provides no number (e.g., jobs created, % growth) or measurable outcome. Timeline: No—no year/deadline is stated. Binding mechanism: No—no ordinance/mandate/requirement is described; it is framed as an aim. Spatial specificity: No—""targeted industry clusters"" indicates a focus area but does not specify where (no citywide/region/neighborhood definition). Weak language: Yes—uses ""strive to"" which signals non-binding intent. Strong language: No—no mandatory verbs with hard numbers. STRICT VALID RULE fails because it lacks both timeline and quantifiable target, and uses weak language without any binding mechanism.",False
"Build on the city's sports, recreation, and outdoors economy and Olympic City USA brand, including investing in infrastructure and facilities.","Policy TE-1.B: Build on our emerging sports, recreation, and outdoors economy. This includes the Olympic Training Center, Olympic Museum sports and recreation organizations and other related businesses and industries.",individual,,GOAL TE-1,Cross-sector,Policy direction to support a specific economic sector; associated strategies include infrastructure/facility investment.,35,individual,individual,,"The statement is an economic development direction (“Build on our emerging sports, recreation, and outdoors economy”) and lists related assets (Olympic Training Center, Olympic Museum, organizations, businesses). It does not specify a quantifiable climate-related outcome, a deadline, or an enforceable mechanism. The language is aspirational rather than binding, so it is not auditable/measurable under the strict individual-policy rule.",No,No,No,No,Yes,No,NON-SOUND,0.2,"Quantifiable target: No—verbatim text states ""Build on our emerging sports, recreation, and outdoors economy"" and lists entities (""Olympic Training Center, Olympic Museum..."") but provides no measurable outcome (no %, units, MW, etc.). Timeline: No—no year/deadline is given. Binding mechanism: No—no ordinance/requirement/mandate language is present; it reads as a general policy direction. Spatial specificity: No—mentions specific institutions but does not define an implementing geography (e.g., citywide, districts, neighborhoods) for the policy’s application. Weak language: Yes—""Build on"" indicates encouragement/aspiration without a hard target. Strong language: No—no 'require/mandate/achieve' with numbers. STRICT VALID RULE fails because has_timeline='No' and has_quantifiable_target='No', and the commitment is not auditable.",False
Leverage the city's livability as a workforce and economic driver.,Policy TE-1.C: Leverage the city's livability as a workforce and economic driver.,individual,,GOAL TE-1,Cross-sector,Policy sets direction to use livability improvements to attract/retain workforce and investment.,36,individual,individual,,"The statement is a broad aspirational direction (“leverage the city’s livability”) with no specific action, deliverable, measurable outcome, deadline, enforcement mechanism, or defined geography beyond the implied city context. It therefore cannot be audited for completion or effectiveness and fails the strict validity requirements.",No,No,No,Yes,Yes,No,NON-SOUND,0.2,"Quantifiable target: No—text contains no measurable outcome (only: ""Leverage the city's livability as a workforce and economic driver.""). Timeline: No—no year/deadline is stated. Binding mechanism: No—no ordinance/mandate/requirement language is present. Spatial specificity: Yes—applies to ""the city's"" livability (city-level scope implied). Weak language: Yes—""Leverage"" is directional/aspirational without commitments. Strong language: No—no terms like require/mandate/achieve with hard numbers. Because it lacks both a timeline and quantifiable target, it fails the GOLD STANDARD and is not auditable; therefore NON-SOUND.",False
