policy_id,row_key,source_bundle_key,role,parent_statement,policy_statement,primary_category,typology_code,trace_path,validation_trace_csv,validation_lookup_column,validation_lookup_value,atom_id,parent_row_id,is_atomized_row,is_decomposed,rescue_disposition,rescue_confidence,primary_gate_rescued,primary_category_original,primary_category_rescue_corrected,dropped_by_climate_rescue
012,Colorado_Springs_CO_United_States::7f762795fde002302db8e63d,Colorado_Springs_CO_United_States::7f762795fde002302db8e63d,sub,Develop an inclusive and safe non-motorized system connecting the city and serving varied trail user needs.,"Complete Ring the Springs, a 54-kilometer trail system connecting many of the city's parks and trails.",Mitigation,,policy_traces/012_Complete_Ring_the_Springs_a_54_kilometer_trail_system_connec.json,trace_initiative_policies_valid.csv,parent_statement,Develop an inclusive and safe non-motorized system connecting the city and serving varied trail user needs.,,,False,False,,,,,,
014,Colorado_Springs_CO_United_States::d88a9cfb0957f2848f8ac369,Colorado_Springs_CO_United_States::d88a9cfb0957f2848f8ac369,sub,"Provide green infrastructure lands, facilities, and services tailored and aligned to the conditions and needs of all areas of the city.",Align City and new private development investments to provide park/open space/trail access within a 10-minute or ½ mile walk.,Adaptation,,policy_traces/014_Align_City_and_new_private_development_investments_to_provid.json,trace_initiative_policies_valid.csv,parent_statement,"Provide green infrastructure lands, facilities, and services tailored and aligned to the conditions and needs of all areas of the city.",,,False,False,,,,,,
015,Colorado_Springs_CO_United_States::6cc14692ac6ee0b7c88d0061,Colorado_Springs_CO_United_States::6cc14692ac6ee0b7c88d0061,sub,"Provide green infrastructure lands, facilities, and services tailored and aligned to the conditions and needs of all areas of the city.","Identify and support opportunities to increase the proportion of residents and businesses within a ¼ mile walk of parks, trails, open space, and publicly accessible outdoor amenities.",Adaptation,,policy_traces/015_Identify_and_support_opportunities_to_increase_the_proportio.json,trace_initiative_policies_valid.csv,parent_statement,"Provide green infrastructure lands, facilities, and services tailored and aligned to the conditions and needs of all areas of the city.",,,False,False,,,,,,
016,Colorado_Springs_CO_United_States::52a33866809096f2745284b1,Colorado_Springs_CO_United_States::52a33866809096f2745284b1,sub,"Provide green infrastructure lands, facilities, and services tailored and aligned to the conditions and needs of all areas of the city.","Maximize opportunities for citywide, non-exclusive access to linear and linked open space systems with convenient non-motorized connections.",Mitigation,,policy_traces/016_Maximize_opportunities_for_citywide_non_exclusive_access_to_.json,trace_initiative_policies_valid.csv,parent_statement,"Provide green infrastructure lands, facilities, and services tailored and aligned to the conditions and needs of all areas of the city.",,,False,False,,,,,,
017,Colorado_Springs_CO_United_States::4a3c961cb316c48ebc860799,Colorado_Springs_CO_United_States::4a3c961cb316c48ebc860799,sub,"Provide green infrastructure lands, facilities, and services tailored and aligned to the conditions and needs of all areas of the city.","De-emphasize reliance on a single neighborhood-park size/program standard (e.g., 5 acres) in favor of diverse facility size/program options.",Adaptation,,policy_traces/017_De_emphasize_reliance_on_a_single_neighborhood_park_sizeprog.json,trace_initiative_policies_valid.csv,parent_statement,"Provide green infrastructure lands, facilities, and services tailored and aligned to the conditions and needs of all areas of the city.",,,False,False,,,,,,
018,Colorado_Springs_CO_United_States::ed7a9bd8a98442f5ff7177cb,Colorado_Springs_CO_United_States::ed7a9bd8a98442f5ff7177cb,sub,"Provide green infrastructure lands, facilities, and services tailored and aligned to the conditions and needs of all areas of the city.",Coordinate with developers/private interests to construct and maintain pocket parks in higher density Unique Places.,Adaptation,,policy_traces/018_Coordinate_with_developersprivate_interests_to_construct_and.json,trace_initiative_policies_valid.csv,parent_statement,"Provide green infrastructure lands, facilities, and services tailored and aligned to the conditions and needs of all areas of the city.",,,False,False,,,,,,
019,Colorado_Springs_CO_United_States::13a5793e2cc06ba08f2cf56d,Colorado_Springs_CO_United_States::13a5793e2cc06ba08f2cf56d,sub,"Provide green infrastructure lands, facilities, and services tailored and aligned to the conditions and needs of all areas of the city.",Repurpose underserved areas with new parks and encourage creation or redevelopment of Neighborhood Greenspaces associated with neighborhood focal points and activity centers.,Adaptation,,policy_traces/019_Repurpose_underserved_areas_with_new_parks_and_encourage_cre.json,trace_initiative_policies_valid.csv,parent_statement,"Provide green infrastructure lands, facilities, and services tailored and aligned to the conditions and needs of all areas of the city.",,,False,False,,,,,,
020,Colorado_Springs_CO_United_States::39cc818b706114d1655bf1b8,Colorado_Springs_CO_United_States::39cc818b706114d1655bf1b8,sub,"Provide green infrastructure lands, facilities, and services tailored and aligned to the conditions and needs of all areas of the city.",Encourage new development and redevelopment near existing parks and open spaces to increase public access and use.,Nature-Based Solutions,,policy_traces/020_Encourage_new_development_and_redevelopment_near_existing_pa.json,trace_initiative_policies_valid.csv,parent_statement,"Provide green infrastructure lands, facilities, and services tailored and aligned to the conditions and needs of all areas of the city.",,,False,False,reclassify,0.72,,Adaptation,True,False
022,Colorado_Springs_CO_United_States::0fd7bf42af8690156eae0271,Colorado_Springs_CO_United_States::0fd7bf42af8690156eae0271,sub,"Utilize, maintain, and expand open space and natural areas along creeks for stormwater conveyance while meeting recreation, education, and transportation needs.","Design stormwater projects to incorporate recreation, education, and transportation uses when feasible.",Adaptation,,policy_traces/022_Design_stormwater_projects_to_incorporate_recreation_educati.json,trace_initiative_policies_valid.csv,parent_statement,"Utilize, maintain, and expand open space and natural areas along creeks for stormwater conveyance while meeting recreation, education, and transportation needs.",,,False,False,,,,,,
023,Colorado_Springs_CO_United_States::cd444b05a7db83aa5f931797,Colorado_Springs_CO_United_States::cd444b05a7db83aa5f931797,sub,"Utilize, maintain, and expand open space and natural areas along creeks for stormwater conveyance while meeting recreation, education, and transportation needs.","Incorporate creeks and waterways as focal points for recreation, education, and off-street transportation within and near neighborhoods.",Mitigation,,policy_traces/023_Incorporate_creeks_and_waterways_as_focal_points_for_recreat.json,trace_initiative_policies_valid.csv,parent_statement,"Utilize, maintain, and expand open space and natural areas along creeks for stormwater conveyance while meeting recreation, education, and transportation needs.",,,False,False,,,,,,
024,Colorado_Springs_CO_United_States::65a80bc343d77415af558f19,Colorado_Springs_CO_United_States::65a80bc343d77415af558f19,sub,"Utilize, maintain, and expand open space and natural areas along creeks for stormwater conveyance while meeting recreation, education, and transportation needs.",Implement efforts like the Pikes Peak Regional Greenway Master Plan and Fountain Creek Restoration Plan on other stream corridors to improve stormwater management and reduce flooding while optimizing other benefits.,Adaptation,,policy_traces/024_Implement_efforts_like_the_Pikes_Peak_Regional_Greenway_Mast.json,trace_initiative_policies_valid.csv,parent_statement,"Utilize, maintain, and expand open space and natural areas along creeks for stormwater conveyance while meeting recreation, education, and transportation needs.",,,False,False,,,,,,
025,Colorado_Springs_CO_United_States::6e54e70c0d99f194673fd50a,Colorado_Springs_CO_United_States::6e54e70c0d99f194673fd50a,sub,"Utilize, maintain, and expand open space and natural areas along creeks for stormwater conveyance while meeting recreation, education, and transportation needs.",Educate citizens on development impacts on wildlife and encourage preservation of significant wildlife corridors and contiguous open lands through regulation.,Nature-Based Solutions,,policy_traces/025_Educate_citizens_on_development_impacts_on_wildlife_and_enco.json,trace_initiative_policies_valid.csv,parent_statement,"Utilize, maintain, and expand open space and natural areas along creeks for stormwater conveyance while meeting recreation, education, and transportation needs.",,,False,False,,,,,,
026,Colorado_Springs_CO_United_States::78dc6f17489c689a08293309,Colorado_Springs_CO_United_States::78dc6f17489c689a08293309,sub,"Utilize, maintain, and expand open space and natural areas along creeks for stormwater conveyance while meeting recreation, education, and transportation needs.","Use the City Streamside Design Guidelines for recommendations on floodplain treatments, vegetation management, and streambank stabilization to mitigate flood events.",Adaptation,,policy_traces/026_Use_the_City_Streamside_Design_Guidelines_for_recommendation.json,trace_initiative_policies_valid.csv,parent_statement,"Utilize, maintain, and expand open space and natural areas along creeks for stormwater conveyance while meeting recreation, education, and transportation needs.",,,False,False,,,,,,
028,Colorado_Springs_CO_United_States::39497126c0a0cae8c80dfad4,Colorado_Springs_CO_United_States::39497126c0a0cae8c80dfad4,sub,Cultivate an ethic of environmental stewardship and landscape health through community education and engagement.,"Create a City program recognizing individuals, businesses, and nonprofits for outstanding environmental stewardship behaviors and practices.",Resource Efficiency,,policy_traces/028_Create_a_City_program_recognizing_individuals_businesses_and.json,trace_initiative_policies_valid.csv,parent_statement,Cultivate an ethic of environmental stewardship and landscape health through community education and engagement.,,,False,False,reclassify,0.63,,Mitigation,True,False
029,Colorado_Springs_CO_United_States::be09f8e439763d86b1341113,Colorado_Springs_CO_United_States::be09f8e439763d86b1341113,sub,Cultivate an ethic of environmental stewardship and landscape health through community education and engagement.,"Continue creating volunteer/nonprofit opportunities to build parks, install amenities, and maintain parks, trails, and open space resources.",Adaptation,,policy_traces/029_Continue_creating_volunteernonprofit_opportunities_to_build_.json,trace_initiative_policies_valid.csv,parent_statement,Cultivate an ethic of environmental stewardship and landscape health through community education and engagement.,,,False,False,,,,,,
030,Colorado_Springs_CO_United_States::34145b04fa419ffef2644992,Colorado_Springs_CO_United_States::34145b04fa419ffef2644992,sub,Cultivate an ethic of environmental stewardship and landscape health through community education and engagement.,Partner with Colorado Springs Utilities and school districts to support education and incentives for water and energy conservation and environmental quality best practices.,Resource Efficiency,,policy_traces/030_Partner_with_Colorado_Springs_Utilities_and_school_districts.json,trace_initiative_policies_valid.csv,parent_statement,Cultivate an ethic of environmental stewardship and landscape health through community education and engagement.,,,False,False,,,,,,
031,Colorado_Springs_CO_United_States::7499a73e15d4f5688750c9a2,Colorado_Springs_CO_United_States::7499a73e15d4f5688750c9a2,sub,Cultivate an ethic of environmental stewardship and landscape health through community education and engagement.,Educate and encourage citizens to better care for street trees on private property.,Adaptation,,policy_traces/031_Educate_and_encourage_citizens_to_better_care_for_street_tre.json,trace_initiative_policies_valid.csv,parent_statement,Cultivate an ethic of environmental stewardship and landscape health through community education and engagement.,,,False,False,,,,,,
033,Colorado_Springs_CO_United_States::8a63514de005533585df4e5d,Colorado_Springs_CO_United_States::8a63514de005533585df4e5d,sub,"Recognize vulnerability of natural and built landscapes to hazards, degradation, and overuse, and strengthen resilience through management and planning actions.",Develop and implement a citywide integrated urban forest and noxious weed management plan for City property.,Adaptation,,policy_traces/033_Develop_and_implement_a_citywide_integrated_urban_forest_and.json,trace_initiative_policies_valid.csv,parent_statement,"Recognize vulnerability of natural and built landscapes to hazards, degradation, and overuse, and strengthen resilience through management and planning actions.",,,False,False,,,,,,
034,Colorado_Springs_CO_United_States::c46fdbd64e1e3852f336adf7,Colorado_Springs_CO_United_States::c46fdbd64e1e3852f336adf7,sub,"Recognize vulnerability of natural and built landscapes to hazards, degradation, and overuse, and strengthen resilience through management and planning actions.",Focus on projects to restore degraded natural areas and open spaces.,Nature-Based Solutions,,policy_traces/034_Focus_on_projects_to_restore_degraded_natural_areas_and_open.json,trace_initiative_policies_valid.csv,parent_statement,"Recognize vulnerability of natural and built landscapes to hazards, degradation, and overuse, and strengthen resilience through management and planning actions.",,,False,False,,,,,,
035,Colorado_Springs_CO_United_States::3d8c20f30b949c88e2f4d279,Colorado_Springs_CO_United_States::3d8c20f30b949c88e2f4d279,sub,"Recognize vulnerability of natural and built landscapes to hazards, degradation, and overuse, and strengthen resilience through management and planning actions.","Plan for, improve, and complete a comprehensive system of wildlife corridors including crossings of major transportation barriers.",Nature-Based Solutions,,policy_traces/035_Plan_for_improve_and_complete_a_comprehensive_system_of_wild.json,trace_initiative_policies_valid.csv,parent_statement,"Recognize vulnerability of natural and built landscapes to hazards, degradation, and overuse, and strengthen resilience through management and planning actions.",,,False,False,,,,,,
036,Colorado_Springs_CO_United_States::6f7b0c18286d6ebf47f07e90,Colorado_Springs_CO_United_States::6f7b0c18286d6ebf47f07e90,sub,"Recognize vulnerability of natural and built landscapes to hazards, degradation, and overuse, and strengthen resilience through management and planning actions.",Incentivize mitigation on private property in the Wildland Urban Interface and provide adequate public funding for forest management on public land.,Mitigation,,policy_traces/036_Incentivize_mitigation_on_private_property_in_the_Wildland_U.json,trace_initiative_policies_valid.csv,parent_statement,"Recognize vulnerability of natural and built landscapes to hazards, degradation, and overuse, and strengthen resilience through management and planning actions.",,,False,False,,,,,,
037,Colorado_Springs_CO_United_States::7f2542a35409afc8ddf915c8,Colorado_Springs_CO_United_States::7f2542a35409afc8ddf915c8,sub,"Recognize vulnerability of natural and built landscapes to hazards, degradation, and overuse, and strengthen resilience through management and planning actions.",Continue to update and implement the Colorado Springs Hazard Mitigation Plan.,Adaptation,,policy_traces/037_Continue_to_update_and_implement_the_Colorado_Springs_Hazard.json,trace_initiative_policies_valid.csv,parent_statement,"Recognize vulnerability of natural and built landscapes to hazards, degradation, and overuse, and strengthen resilience through management and planning actions.",,,False,False,,,,,,
